[00:00:12.960] ういお
[00:10:53.720] 去年ねハリボテのちなみに俺のね俺の初め
[00:10:58.639] 教
[00:11:01.600] 俺のあのロックマン2のれ教えてあげる
[00:11:05.079] あのハリボテのイベントで人生プレー
[00:11:08.760] ロックマよしお
[00:11:10.680] さんよしおさんあざす今日よろしくねよお
[00:11:14.880] さんにはあの解説もやってもらうんであの
[00:11:17.160] ね夕方5時からだけどもあのあのね去年ね
[00:11:23.040] ハリボテのイベントで人生プレイロック
[00:11:25.360] マンていうのがあったんすよなか1回でも
[00:11:27.480] 死んだら最初からやるみたいな
[00:11:31.680] 地獄6か月分サブスクこは半年サブス6
[00:11:36.920] か月分サスたね笑笑末長いお付き合い
[00:11:41.120] ありがとうございます
[00:11:43.160] ねマジで
[00:11:45.040] ありがとう末長よろしくだ
[00:11:48.480] ねそうだね頑張りますあの去年ね人生
[00:11:53.600] プレイロックマンてのやってやれねな
[00:11:56.560] すごい
[00:12:00.279] びっくりびっくり
[00:12:02.839] あの人生プレイなんで1回でも死んだら
[00:12:05.600] アウトみたいなイベントだったんですよ
[00:12:07.360] みんなすげえ練習してなんかいいとこまで
[00:12:11.279] 行けるようになってうさちゃんこんばんは
[00:12:13.000] あのあのいいとこまで行けるようになって
[00:12:15.399] やってんだけど俺全く練習してなくて初見
[00:12:18.760] で行ったの
[00:12:19.839] よ初見で人生プレロックマやったのみんな
[00:12:22.839] と一緒初見でイベント出たのよで10分で
[00:12:25.920] 全滅して残り時間下座してたしてました
[00:12:30.040] 前日にあのあれあの残り時間土下座して
[00:12:32.880] ましたそういうゲームなんでそういう
[00:12:35.000] ゲームなんですよ笑笑草そういうゲームな
[00:12:37.880] んでねあの皆さんもあのま人生プレイじゃ
[00:12:40.399] ないんですけども人生プレイじゃないん
[00:12:42.360] ですけどもあのまそういう感じなんでね
[00:12:45.600] あのよろしかったら皆さんもね応援して
[00:12:48.360] あげてくださいそしてさっきURL貼った
[00:12:50.480] けどなんだろうこれは別に俺からのお願い
[00:12:54.519] じゃないけどなんかね最悪ちょっと
[00:12:57.360] アドバイスもありなのかなと思いながら
[00:13:00.199] アドバイスするのもありなのかなと思い
[00:13:01.680] ながらそうそうそうあのまその指示はし
[00:13:04.839] ちゃいけないけどなんか全く進めなかっ
[00:13:07.360] たらちょっとなんかちょこっとだけなんか
[00:13:08.920] ねあのちょこっととだけなんかチンみたい
[00:13:11.839] なそんな感じでやれればいいのかななんて
[00:13:14.000] 思ってますそしてですね
[00:13:15.800] えあの6マレドリレーですけどもえ解説に
[00:13:20.519] ハリボテさんをえお呼びしておりますとえ
[00:13:25.800] まねハリボテと言ったらロックマンリやっ
[00:13:28.560] 本も大好きだしねやっぱりその解説この
[00:13:32.240] イベントのあのこのイベントのまこだわり
[00:13:37.480] というかやっぱ解説を入れたかったんすよ
[00:13:39.920] あの多分どっちも下手なんすよどっちも
[00:13:42.800] 下手なん
[00:13:43.680] すどっちも下手くそだと思うんす
[00:13:46.760] よどっちも下手くそなんですよバロンも
[00:13:49.399] 全然ポンコツだろうしロックマンも多分
[00:13:51.720] みんなボロボロだと思うんすよそれをバカ
[00:13:54.639] 真面目に解説しようと思っ
[00:13:57.160] ていじゃないかやってるじゃないですか
[00:14:00.120] 普段やってる人がそれを見てあのこうああ
[00:14:03.279] だこうだ言うみたいな感じのイベントがし
[00:14:05.519] たくてめにね笑ま僕はあのカジの鉄骨
[00:14:09.680] あたりみたいにあのセレブがあのなんか
[00:14:11.839] 貧乏人にあの鉄骨渡さ渡らせてそれで落ち
[00:14:14.600] 落ちてく様を見ながら笑ってるなんか
[00:14:16.880] セレブみたいなうんことがしたいなと思っ
[00:14:18.839] たんで僕は偉そうに紅したれます大して
[00:14:21.360] できないのに大して俺もできないのに
[00:14:25.000] 大して俺もできないのに偉そうに下手くそ
[00:14:27.920] ですね下手くそですねつってやろうかな
[00:14:32.120] カゲイじゃないでもしてなんてやつだそう
[00:14:37.519] にし
[00:14:38.480] ます
[00:14:41.600] ずそのずっとこのの鉄骨ありの例気に入っ
[00:14:46.519] てんだよ最近配信でずっと言っ
[00:14:51.560] てるそんな感じでねままったり楽しんで
[00:14:54.279] いきましょう丁場ですけども丁場ですけど
[00:14:57.399] もあのねこれあの見てくあの20時まで
[00:15:01.880] あるの
[00:15:04.279] で藤
[00:15:06.199] 藤あらグさんこんばんはこんこんちは
[00:15:09.320] こんちは今日はですねあのあれですよ
[00:15:12.199] イベントがありますやりますのでね
[00:15:13.959] よろしくお願いしますよと言ったところで
[00:15:16.920] あのもおはよう
[00:15:20.000] あの藤原みいになん
[00:15:23.480] だしてだよ
[00:15:29.079] なんでまったり行きましょうねまったり
[00:15:30.800] 行きましょうまそろそろ
[00:15:32.920] そろそろあれかなそろそろあれですかね
[00:15:36.560] ない程度に叫んでねうっさあロックマン2
[00:15:40.360] の勝利
[00:15:41.440] 予めそうそうですねロックマンのロック
[00:15:44.199] マンの勝利予想もURL貼ってくれる
[00:15:47.759] URLどれだっけロックマンの勝利予想の
[00:15:50.720] URL調理予想やってるんでまだ投稿して
[00:15:54.800] ないよって人はあこちこれこれこれもう
[00:15:59.480] ワルも今回はもう本当裏方じゃないです
[00:16:02.079] けどもなんかすごい手伝ってくれてるんで
[00:16:04.040] ワル君に色々ちょっと僕も手伝ってもらい
[00:16:06.000] ながらこれであの勝利予想いや勝利予想の
[00:16:09.040] 人の中から1名様にAmazonギフト券
[00:16:11.199] 3000円分えうちのチームからえチーム
[00:16:14.079] のえへスパークスから出ますのでねよかっ
[00:16:16.440] たら皆さんあのあれしてくださいあの参加
[00:16:19.079] してくださいねえま多分どっちがあの多分
[00:16:21.639] ねこれね本当にねどっちが勝つか分かり
[00:16:23.759] ません本当にわかんないです本当にわかん
[00:16:26.319] ないんですこれはの勝利
[00:16:34.839] あのおいありがと
[00:16:37.480] ありがとうありがとうよろしくありがとう
[00:16:40.279] ねあのなんだっけほらあのこの要は4時間
[00:16:45.880] でどっちが進めるかなんすよ2チームが
[00:16:47.639] あってでねでねボスのあの撃破数で
[00:16:53.279] 決めようかなと思ってて思ったんだけど
[00:16:56.680] 下手も倒せあだ下しどっちのチームもあの
[00:17:02.319] どっちもボス倒せないって可能性があるん
[00:17:04.360] で僕それちょっと怖いなと思って
[00:17:06.959] てしていぜひぜひいいですよあのあれだっ
[00:17:11.640] たらねあのバロラントの方に参加する人は
[00:17:15.520] ま別にあの別にみんな参加していいんだ
[00:17:17.600] けど参加してくそんな感じでじゃちょっと
[00:17:21.600] あのこんばんはよしじゃそんな感じで
[00:17:24.400] ちょっとあれするかちょっと解説の
[00:17:29.919] さん昔の名前で言ちゃったボテさんハボ
[00:17:34.240] さんいいですかちょっともうちょっとお
[00:17:36.480] 呼びしてお呼びしましょうボテさんおじ
[00:17:40.960] さんも応援たい
[00:17:43.880] 笑ボテさんですどうもこんばんは
[00:17:49.480] こんちは音ちっちゃなやねあげるテの声
[00:17:57.840] 小さいあああ緊張してるあの
[00:18:03.159] 笑笑全然リラックスしてるわちょっと待て
[00:18:07.200] 声ちっちゃやぞこれ以上上がんねんかこれ
[00:18:10.760] 以上あげられへんこれ以上上げられへん
[00:18:12.440] こっちでげるわうん
[00:18:15.520] サンキューこんなもん
[00:18:18.159] かこんなもんかなあああああああああどあ
[00:18:22.440] オオオオオオオオオはい今日はよろしくお
[00:18:26.000] 願いしますねはいよろしくお願いします
[00:18:28.159] はいこれみんな声どう声あああああどう
[00:18:33.960] まだちっちゃい
[00:18:36.280] かも
[00:18:42.760] もなんでこんなちっちゃいのもうちょっと
[00:18:46.280] 全然ちっちゃもうこれ以上わかんねマジで
[00:18:49.320] わかん
[00:18:51.159] ないdisordの方がええかなでもいい
[00:18:54.880] からあごめんそうだごめんあのねトスター
[00:18:59.840] を持ってるよりもちっちゃい設定なんよね
[00:19:02.880] これゲストスターかそうゲストスターなん
[00:19:06.240] よ喋って喋ってだからあの音声あオケー
[00:19:09.000] オッケーわかったごめん俺Discord
[00:19:10.679] の方必死に上げて
[00:19:14.640] たもうダメかもしれ
[00:19:17.720] ない笑笑はいどうもえちょっとカメラも
[00:19:21.039] オンしちゃおうかなカメラもオンし
[00:19:22.799] ちゃおうかなはいはいはいはい笑し
[00:19:24.600] ちゃおうか緊張ちてるね笑はいどうも
[00:19:27.480] こんばんは笑笑できる映ってます映ってる
[00:19:30.280] 映ってる映ってんだけどさでかさあれやあ
[00:19:34.360] ぐあなんやねこれてるからなんやねんこれ
[00:19:37.520] ちょっと待って化してるからさ俺のタの色
[00:19:42.520] やばいことなってないこれ声でか今度笑笑
[00:19:45.960] 声
[00:19:46.760] でかになってる笑おでかくなったえこれ何
[00:19:51.280] どうなってんのブルー笑え化してるからさ
[00:19:55.039] いやあの脱ぐわ脱ぐわあいいいいいいいよ
[00:19:57.960] オオ治った直ったった投してる笑いてか
[00:20:01.080] 部屋くらなんやねんその部屋部屋くら笑笑
[00:20:06.320] あの電気が切れたんよ電池がうんちょうど
[00:20:10.120] 昨日
[00:20:11.280] でだからあの今ちょっと暗い状況でやって
[00:20:14.760] おりますけどはいあのよろしくお願いし
[00:20:17.400] ますあれこれ配信VCの方に入ればいいん
[00:20:19.840] だよねすごい悪配信VCあこれでいいの
[00:20:22.640] そうそうでそこで自分らはマイクミュート
[00:20:25.760] にしないと参加者さんに聞こえちゃうてる
[00:20:27.919] ミューはいはい朝とひはいなんすかチゲさ
[00:20:33.799] うんめっちゃさあの顔色悪ないめっちゃ顔
[00:20:38.679] 白なってるでしょめっちゃ緊張してるんだ
[00:20:41.720] よやばいよもうあのマジでやばい本当に顔
[00:20:46.120] 白いよな今いやでもなんかさめっちゃ
[00:20:48.600] やっぱイベントってやばいねるよ白いあ
[00:20:51.799] 緊張するでしょ死ぬほどしてるやばいマジ
[00:20:53.960] で腹痛た人のイベントはね死ぬほど楽やわ
[00:21:00.039] まあまあねあのロックマレドリレつうこと
[00:21:03.159] でどうよ初見でどこまでいけると思う
[00:21:10.000] 笑いエアマンらへで積むんじゃないすかね
[00:21:13.039] までもこれあの順番じゃん順番自由じゃん
[00:21:16.880] どこまから攻めるかだよねあそうかそう
[00:21:19.720] そうかこのあね初が初見だねみんな初見
[00:21:25.559] 初見やったらあれやね順番とかも分から
[00:21:27.559] へんのか番わかんない多分なささやった
[00:21:30.960] ことある人はさなんとなくセオリーでさ
[00:21:33.960] あのどっから攻めるみたいなあんじゃん
[00:21:36.760] ああまず初期武器はもうないあのロック
[00:21:39.440] バスターしかないから筋肉にされてるそう
[00:21:42.360] どっから行くのかなっていう定石では
[00:21:44.559] メタルマンか最初に買ってまメタルかま
[00:21:48.080] フラッシュとかでもいいよねあそうやね
[00:21:50.159] うんロックバスターだけでも倒せるところ
[00:21:52.000] から感じでやるんかなと思うんだけどあ
[00:21:56.400] たこちゃんが今VC入ってくれたねあ一ね
[00:21:59.640] 12時からあのスター
[00:22:03.320] 感ミトあれちゃん
[00:22:07.480] さんだっけえっとあれできたらあのして
[00:22:11.600] もらって大丈夫
[00:22:13.570] [音楽]
[00:22:14.840] ですそんな感じでそう何回やっても倒せ
[00:22:17.919] ないそうそうあのエアマンが出るんそうか
[00:22:19.720] ガチかガガ見だガチマジの
[00:22:27.520] つろどこまで行けんのかわかん
[00:22:30.039] ね
[00:22:31.559] えっと者はえっとあれだね
[00:22:35.840] えっと最後まで取っておくえささんと
[00:22:41.039] えたこちゃんだね面白そうだ笑さすがに
[00:22:45.400] 50分土はないかちょっとあれかな
[00:22:48.600] そろそろ
[00:22:50.440] 共がゲがあれやねあのガチガチ
[00:22:55.400] でやばいよねなんかもうなんかちやないや
[00:23:00.120] もうね今まで君のイベントめっちゃ出てた
[00:23:03.159] けどできるのかね本当にねなんか楽だった
[00:23:06.840] んだなっていうフォロワざすあのあれやで
[00:23:10.240] 本当にあの何回も裏でも言ったけどさ発動
[00:23:14.600] こなしたら大丈夫やでいやもうまそれはね
[00:23:17.520] そうかもしんないけどこなしたらもうあれ
[00:23:19.799] やと思う初めてやもんねやばい
[00:23:21.799] めちゃくちゃもう払いたあの顔色白すぎ
[00:23:25.960] て鉄拳みたいな色してんだ
[00:23:29.919] あのこやってココネする近みたいな顔し
[00:23:33.120] てるけど大丈夫本当にこれ配信ってこれ
[00:23:37.039] どうやって見るんやったっ
[00:23:40.120] けあえっとお腹痛いの映るからやめて
[00:23:45.520] 笑ず
[00:23:49.000] ずゲームは裏
[00:23:51.760] で笑い画れてるから
[00:23:56.200] キの中くるわ言うてたからさうんえっと
[00:24:02.080] ちょっと待っ大丈夫かな大丈夫かな思った
[00:24:04.159] けどキであの顔色見たらやっぱそうやわね
[00:24:08.720] そりそうやろあのトイレ行ってくるわ言う
[00:24:11.360] てそりそうやろめっちゃ緊張して声死んで
[00:24:14.039] たあ今設定しますねはい設定しますでこれ
[00:24:19.080] さ2画面をキャプチャーすんのってさ
[00:24:21.880] こんなのは配信外でやれよって話なんだ
[00:24:24.159] けどうんこれでええんかこういう
[00:24:28.919] キャラどっかのゲームにいた
[00:24:30.960] よ
[00:24:34.760] はいたさちゃんが顔色よえ今頃しててれ
[00:24:42.080] なんやねんおなんやねちょっと待ってあの
[00:24:46.840] さあなんや逆やぞくさあのあのさ
[00:24:53.919] あ間違えてる
[00:24:56.320] 邪魔ゲーム疲れ
[00:25:00.640] 今やってん
[00:25:02.279] のえ受けすぎ
[00:25:05.480] 笑笑よあ今だすぎ今やいや今やなんや今や
[00:25:13.399] パーティいや今や今やってんの今や俺
[00:25:18.720] びっくりするわ今やおめでとうございます
[00:25:22.600] 今や今やっとんじゃ
[00:25:28.840] てあ待ってこれさこれさささみちゃんこれ
[00:25:34.120] OBSを共有しちゃってないやめて笑た
[00:25:40.200] のさ右ではうんタサ右そうですねたこ
[00:25:44.919] ちゃん右すねチーム間違えましたすいませ
[00:25:47.120] んやばいやばいもうお腹いいもうやばい
[00:25:49.840] わかんねもう熱熱熱熱熱OBSを共って
[00:25:54.200] 聞いてましたすいません笑笑これで大丈夫
[00:25:58.000] です
[00:25:59.159] 笑笑あ僕ささみえっと
[00:26:04.399] 100gさそうだよこんにちはフォローし
[00:26:07.360] てな待1000ビッもらってる黄色さん
[00:26:09.880] ありがとうこんにちはこれがライブ1個ず
[00:26:13.360] してこあのちょっと後でフォローし
[00:26:15.480] フォローしてくださいね今設定中なのじゃ
[00:26:18.440] FPSの方とちょっとあんまりねそうだね
[00:26:22.399] 進行がないのであと1分で開始ですあと1
[00:26:25.279] 分で開始ですけどもよろしいでしょうか皆
[00:26:27.720] さんしっかりしてよえあ12時ですね
[00:26:31.840] じゃあもう開始でお願いします変な感じっ
[00:26:34.919] た変な感じの感
[00:26:37.360] たはいよい
[00:26:41.720] スタートみ
[00:26:43.640] に何間違って
[00:26:47.960] やろ面白い
[00:26:50.279] わスタートの仕方よ笑どすんのどすんの
[00:26:56.039] どすんの
[00:26:58.960] 笑笑笑スタートポクピカチュしっかりしろ
[00:27:04.000] よパチパチさタイマーが23時間になっ
[00:27:07.760] ちゃったんだけどちょ何これマジ
[00:27:11.520] でなんやねんこれちょっとグダグダじゃ
[00:27:15.360] ねえかよゲームあちょっと待ってうるさい
[00:27:19.320] うるさいうるさい
[00:27:21.200] こんにちはほらこれでやろかあオあれたた
[00:27:25.880] ちゃん大丈夫かなえて
[00:27:30.320] ちゃん丈あちゃんこれ何俺んで動いてない
[00:27:33.919] の
[00:27:35.640] これ動いてない
[00:27:37.919] ねちゃんれてない丈うんなんか消えてるよ
[00:27:44.519] 配信で始まってる
[00:27:47.640] 消あ了解了解じゃあのトラブルするんやっ
[00:27:51.600] たらあれやね配信のあの配信をそのまま
[00:27:55.039] キャプチャーしたらいいや
[00:28:00.000] だからえわるがワタ
[00:28:03.679] おるわんがえと画面ちゃんの配信をえ画面
[00:28:10.720] 共有したらあのいいと思うよちなみにこの
[00:28:13.519] 2人が今操
[00:28:22.000] ねい
[00:28:24.080] てる声
[00:28:27.170] [音楽]
[00:28:28.480] ちょっとちょっともうちょっとちゃんの
[00:28:30.600] キャブを外し
[00:28:33.640] てもうわからん
[00:28:38.960] もうしゃねえなしゃねえなちょ待って俺が
[00:28:43.600] するわ
[00:28:45.320] えっとちゃん
[00:28:48.240] ねしてゆっくりでいいの
[00:28:53.240] よこれでちゃんのやつでいや大丈夫だ出
[00:28:56.720] てる出てる今したあ行ける楽しみです
[00:29:00.320] ちゃまさん色々頑張っ笑あ行けそうだね
[00:29:04.720] はいはいオッケはいいこんな感じでござい
[00:29:07.880] ます今ねえっとタサちゃんはこれエアー
[00:29:11.320] マンステージかなうんエアマンだっけこれ
[00:29:14.480] うん最初にエアマン最初にエアマンは
[00:29:17.679] なかなかいいよねなかなかやねこれあれだ
[00:29:20.360] なあのあれ俺これさしオフしてオフごめん
[00:29:23.640] オフしなかったごめんあのあれだねあの
[00:29:29.080] こんにちはこれゲームオーバーちゃんの方
[00:29:33.080] はゲームオーバーとかは数えてる大丈夫だ
[00:29:36.240] よあのささみちゃんの方はこれはバブル
[00:29:40.559] マンだっけエアマンだっけんだっけアクア
[00:29:43.159] マンバブルマンかあじゃあこっちを見るか
[00:29:46.799] こっち見てうんでこれでこうか俺の声と
[00:29:51.240] 音量のバランスも悪いもうすごい大変だね
[00:29:55.640] でしょうんめちゃくちゃ大変やまあれま
[00:29:58.360] 最初はあのふすると思うけどうん
[00:30:01.080] めちゃくちゃしてる今もうお腹痛いの
[00:30:02.720] 通り越してお腹痛くなくなってき
[00:30:05.000] たま楽にしと1人じゃないからとまあね
[00:30:09.279] はいあ早速ゲームオーバーです
[00:30:13.679] ね早速ゲームオーバーす
[00:30:17.399] ねうんあのたさちゃんあれやわ1人じゃ
[00:30:22.240] ないよちょっとアニメ声でちょっとすごい
[00:30:24.919] 特徴ある方なんですけどそうだねあの
[00:30:29.039] レトロゲーンのなんかあれすごい声聞いて
[00:30:32.799] みよう
[00:30:34.640] かマシンガントークで喋ってませんタ
[00:30:37.679] ちゃんははいはんとならず何事ちゃんの声
[00:30:41.279] 聞てこてさあの練習って裏でしていいやつ
[00:30:46.880] やったのあしてしてうんしてもいいしして
[00:30:50.840] なくてもいいんだけど誰もしてないと
[00:30:54.240] 思う誰もしてないと思うちゃんいいよなも
[00:30:58.240] あのちょっとこれおきにさちょっといい
[00:31:00.360] なって思ってもらったらいいねそうだね
[00:31:02.080] ほんとみんなあのうん待って待って待って
[00:31:06.720] ささみちゃんいつの間にか変えてる
[00:31:09.159] ステージきてるもしかしたら聞こえたのか
[00:31:12.440] もしれない俺が俺がさっき言ったからあの
[00:31:16.639] これいいねこっからやるのいいねいいです
[00:31:19.360] ねそのそういうの大事だよ人のチームの
[00:31:22.279] あれも見て判断するってのは大事だと思い
[00:31:25.120] ますうん笑笑ちょっと待なこっち側も僕の
[00:31:30.080] 画面もあれやわタサちゃんとえささみ
[00:31:34.120] ちゃんの音量のやつ見るわうんうん
[00:31:38.880] うんそうねえっとやなんかめっちゃもう
[00:31:42.399] お腹痛いな
[00:31:44.639] やしてんなあエアマンが倒せない流れそう
[00:31:50.080] まエアマンはねボスの中でもねでもロック
[00:31:53.519] バスターで倒せるからねで
[00:31:58.120] でゴ倒しましたねそう俺もゴリ押しあれ
[00:32:00.399] あれてゴリ押しになりがちだよねうん割と
[00:32:03.200] 他
[00:32:04.559] の他のボスはさなんかあのなんだかんだ
[00:32:09.320] パターンあるじゃんうん攻撃のパターンが
[00:32:12.600] エアマンランダムだからねあのきに倒そう
[00:32:15.519] としたら手みい
[00:32:20.440] プそうします
[00:32:25.639] かちょっと待ってね
[00:32:28.919] ちなみになんですけどあのチマゲームあの
[00:32:32.080] 僕今今フォローしましたささみさんああ
[00:32:35.600] いやいいじゃないですかいいと思いますよ
[00:32:37.120] こんいぜひ皆さんもね
[00:32:41.799] あのあのあれしてね本当にフォローして
[00:32:45.159] あげてくださいしてあげててしてねみんな
[00:32:48.519] ボテなんか新鮮ですねうんちょっと待って
[00:32:52.399] やっぱあれしよっか配信画面キャプチャー
[00:32:54.519] した方が良さだねこれねえ
[00:32:59.000] そうやな配信画面ちょっと末ケボ配信画面
[00:33:03.720] キャプチャーしてえの方が音声出るからね
[00:33:07.360] そうだね最初からそうするべきだったん
[00:33:09.639] じゃないのか言たやないけごめんなさい
[00:33:12.880] 言うた
[00:33:14.000] やろその方がいいねうん絶対その方がいい
[00:33:17.639] してきましたあのレトロスコア大会であの
[00:33:20.679] やったからねそれは先の方がいえウンキャ
[00:33:27.360] ちょっとすいませんねグラグラで
[00:33:29.639] ねこれ
[00:33:37.639] をイベント本番とは
[00:33:41.679] 思えなんか本あかい温かい目で見てくれで
[00:33:45.639] 大丈夫温かい目でなんやろ今プレイも見
[00:33:50.679] てるプレイ見てるんやけどさあのすごい本
[00:33:53.519] わかするわああわかるうんわかるこっちの
[00:33:57.480] がいい
[00:33:58.320] あいいですねこっちもねめ
[00:34:02.600] はいこれでいいんか
[00:34:06.000] なこれでも先にさあのクリアした方は
[00:34:10.320] プレッシャーになっていいよななんかこれ
[00:34:12.159] バトルやから余計に参加者の人も緊張する
