[00:00:00.000] DET
[00:04:17.880] の曲作りました配信ヒト今週全然配信でき
[00:04:21.880] てねすいませんねでも違うんやる気がない
[00:04:24.520] わけじゃないやる気がないとか病んでて
[00:04:25.960] なんか配信つけれないとかじゃない普通に
[00:04:28.040] なんかたマジでえ聞きたいあと後で聞かせ
[00:04:33.320] ておやすみちゃまゲームもいいぞあれ前回
[00:04:36.639] のなまあんな感じで今日はだらっとレトロ
[00:04:41.440] ゲームあ本当聞こ今聞く
[00:04:44.800] べ
[00:04:46.720] あの今日もねだらっとねだらっとねあの
[00:04:51.280] レトロゲームをねやらさせていただこうか
[00:04:54.600] なとそういう次第でござい
[00:04:57.600] ますそういうでございますやっぱレトロ
[00:05:02.000] ゲーダラダラやってのがいっちゃんいい
[00:05:06.039] や人さんさん
[00:05:09.280] がういうい2年経ちましたすげえおね
[00:05:14.000] さすがにもう
[00:05:15.600] さ2年もサブスクしてる人に僕なんかして
[00:05:18.880] あげたいんだ
[00:05:19.919] けどえ俺と俺とマンツーマンで通話5分と
[00:05:26.759] かどう2年サした特典俺との俺との
[00:05:31.560] disord2話よくないこれ結構すごい
[00:05:35.880] ことだと思うけどこれ結構すごいことだと
[00:05:38.479] 思うけど俺と話せるって2年やっぱ
[00:05:40.360] サブスクしたらね2年かすごい
[00:05:44.240] なあ2年デートし
[00:05:47.560] たらね全然2年もサブスクしてくれたら僕
[00:05:51.199] いいですよ僕しますよデートあの今ね
[00:05:54.759] サブスクバッチ更新中なんでちょっとね
[00:05:57.440] サブスクバッチさすがにこれ3ヶ月しか
[00:05:59.080] 打ちないんすよサブスクバチがね1年以上
[00:06:01.960] なんかマウントみんなが取れるように
[00:06:04.520] ちょっと作ってますからね作ってるという
[00:06:06.479] か作ってもらってますからねよろしくお
[00:06:08.000] 願いし
[00:06:09.199] ますまいいやも始めようかなおお疲れ
[00:06:13.080] ちゃんお疲れダラダラやります今日も
[00:06:15.720] レトロゲームをダラダラやんのが一番土日
[00:06:18.360] はしてくださいメンタルダメなのでしすい
[00:06:22.520] ません冗談です冗談ですまも2年って
[00:06:25.880] すごいよね2年だよひれ伏せよお前ら囚人
[00:06:29.800] さんに頭上がんねえか
[00:06:31.520] なはいどうもこ間違えた間違えてないんだ
[00:06:36.560] けどどうもこんばんはジャマゲームです
[00:06:40.000] いやなんか最近配信のーになってたあそう
[00:06:44.680] そうそうなんですそうなんですよあのあの
[00:06:47.560] そうですあのファウンダーバッチ剥奪し
[00:06:49.840] ましたあのもうサブスク更新してない来て
[00:06:52.520] ないやつらをあの遠慮なく切り捨ててき
[00:06:55.960] ます私はそしたらさファウンダーがつき
[00:06:58.560] ましたねよかったですねデラ君お疲れ
[00:07:00.319] デラコ君もお疲れ様ですどうもこんばんは
[00:07:02.120] どうもちゃまゲームですすいませんね
[00:07:03.759] なんか最近なかなか配信が今週3回しか
[00:07:07.240] やってない偉くなったもんだ肉さん
[00:07:09.199] こんばんは偉くなったもんでしょ来てない
[00:07:11.400] の笑来てない来てないやつのをばっさり
[00:07:13.879] 切ってきましたばっさり5人ぐらい切って
[00:07:16.599] あの繰り上がり方式でねンダー回ってこい
[00:07:18.960] やおめえに回ってくるにはあと100人
[00:07:20.720] ぐらい切らとだめだ
[00:07:22.319] よあと20年ぐらい俺の配信見たら回って
[00:07:25.199] くるかもしんないなあと20年ぐらい俺の
[00:07:27.280] 配信見たら
[00:07:30.199] あと20年あれPS1個外れてんちゃんま
[00:07:33.280] いいやま今日やってくゲームはですね皆
[00:07:35.400] さんお待ちかねもう皆さん楽しみにして
[00:07:37.919] ないでしょこれずっとね皆さんもういつ
[00:07:40.840] やるんだいつやるんだともうずっとDMも
[00:07:44.000] なりやまぬ中今日はマをじしてこちらの
[00:07:46.479] ゲームあの国民的対策ゲームをやっていき
[00:07:50.400] ます
[00:07:51.240] ババン月風
[00:07:55.440] までですけどどうかデブまでうんデブ風
[00:07:59.080] まで
[00:07:59.960] は誰も知らない
[00:08:01.800] でしょ誰も知らなそう誰も知らなそうえ
[00:08:06.120] お前ら知らないのお前ら月風魔をご存知で
[00:08:10.680] ない月まで
[00:08:12.560] ね何何そうあの月まで月までやってくわ
[00:08:16.520] お前この箱見てくれこの男の子ワクワク
[00:08:20.720] ボックスだからこれ見てこれファミコンな
[00:08:23.080] んだけどファミコンのゲームなんだけど
[00:08:25.159] これなあのこれこれこれこれこれこれこれ
[00:08:31.120] に風までてずっと言ってたあの
[00:08:33.680] 月これ月風魔ね月風魔ですかねゲまでじゃ
[00:08:38.479] このなんて言うのこのこのこの角度によっ
[00:08:41.440] てみたいこ角度によってさ変わるやつこれ
[00:08:46.200] なこれを今日はやっていきますねえだけで
[00:08:51.360] 500円ぐらいかかってコストかかって
[00:08:54.040] そうだね今日はねまじしてこれ誰も知ら
[00:08:56.800] ないと思うんですけどま誰も知らないと
[00:08:58.399] 思うんですけどねやって行きますからこれ
[00:09:00.079] ね遊戯王で見たことあるあったっけこんな
[00:09:03.760] のこんなのあったっけよしまダラダラやっ
[00:09:06.600] てきますわだらだらやってきます僕もこの
[00:09:08.440] ゲーム初見なんでどんなゲームかわかん
[00:09:10.440] ないいすカセットどこやったかなカセット
[00:09:12.440] はね確かこん見ねカセット見てこれ見て
[00:09:16.200] ほしいこれ見て最近これオークションで手
[00:09:18.320] に入れたこれめちゃくちゃやばい見てこれ
[00:09:20.519] ねファミリーコンピューター専用の
[00:09:23.399] アタッシュケース何それこれな見てほしい
[00:09:29.480] やばく
[00:09:30.560] ないめっちゃかっこよくねこれ男の子
[00:09:34.320] ワクワクボックスくそかっこいいべこれ
[00:09:37.519] プリズマティックレアとか
[00:09:38.880] ホログラフィックレアほわこれたまんねえ
[00:09:42.120] べめちゃくちゃいいじゃんこれたまんねえ
[00:09:44.640] だろあのだからもう俺はなんかこう交渉の
[00:09:48.640] 時とかにこうやってすってこれを出して
[00:09:50.760] すっとね興奮するねたまんね落ちちゃった
[00:09:55.079] で今日やのはこちらですこは
[00:09:56.560] ストラックアウトですか今日はこっちです
[00:09:58.320] ストラックアウトじゃないです
[00:10:00.440] アタッシュケースだそうでもレトロ
[00:10:02.880] ゲーマー見たら分かるけどこれ相当な金額
[00:10:05.120] ですよ
[00:10:05.839] これこれ相当な金額ですよこれ見たら
[00:10:08.480] 分かると思うけどこれだけでも多分運は
[00:10:12.800] 余裕でいくと思いますふわかっこいいいい
[00:10:15.720] よねあベちゃんこんばんはベルちゃん
[00:10:17.760] こんばんは今日は今日は今日は月風魔
[00:10:23.360] です皆さんご存じあのついにね国民的ゲム
[00:10:28.320] に
[00:10:31.600] ふさわしい
[00:10:34.040] のみんなが熱望してたあの月まで満して
[00:10:37.560] やってきますじゃない方こっちねこっち
[00:10:40.720] こっちこっちじゃない方ってなんだじゃ
[00:10:42.920] ない方ってさやっていきますかねやってき
[00:10:46.079] ますかねどんなゲームなんでしょうかなん
[00:10:47.880] ちょっとだけやったんねアクションゲー
[00:10:50.000] ムってさ前回さ土日先週さあの貝の冒険
[00:10:55.720] やったじゃんっやっぱってレトロゲーム
[00:10:58.399] やってる輝くなって思ったんですよ自分で
[00:11:02.200] ねやっぱ俺レトロゲームだわと俺やっぱ
[00:11:06.160] レトロだわって思ったんでやっぱ今日も
[00:11:08.079] レトゲやろうと思いますねえドラゴン
[00:11:11.160] クエストモンスターズ3がどうなったかは
[00:11:12.680] 言わないでください言わないでくださいね
[00:11:15.560] はいやっぱレトロなんよやっぱレトロなん
[00:11:19.320] すよねやってきますいいですね
[00:11:23.000] 月風魔これ月風魔じゃねえからな月あの
[00:11:26.560] 主人公月フーマって言うんですよドラ
[00:11:30.279] なんかちょっとちょっとだけやってるし
[00:11:32.600] 行きます下風
[00:11:35.360] まで音もっとあげたい
[00:11:38.320] この
[00:11:41.639] グラフィック
[00:11:46.320] げいきなりちょっと待ってあれなからさ
[00:11:48.880] 最初ストーリーのさストーリストーリーの
[00:11:51.399] 説明みたい確かあったと思うんだよね
[00:11:53.079] ちょっと説明書読むか
[00:11:55.839] あはいはいはいはいは昔話とも予言とも
[00:12:01.519] つかぬ幻の伝説じゃはかな時を超えまれ
[00:12:08.000] ババーに文字がかかって見えねえよ丸木
[00:12:10.680] 元年竜骨が地獄会より目覚めた地上会の
[00:12:16.079] 平和を守るためにフマは立ち向かったの
[00:12:19.920] じゃが共に戦った兄2人は竜骨鬼に殺され
[00:12:25.120] 法の波動拳も奪われてしまったすごい
[00:12:29.279] じゃがフーマは悲しみを復讐の気持ちに
[00:12:33.199] 変え必ず骨鬼を倒し波動拳を取り戻すこと
[00:12:38.399] 2人の兄の魂に誓ったの
[00:12:41.920] じゃお今そなたの後ろにフが見えるこ魔の
[00:12:47.120] 伝説が蘇ったのじゃ目指す
[00:12:53.120] はとの
[00:12:58.120] 住そんな感じですお気持ちDM読みました
[00:13:01.519] お気持ちDMはい彼があのゲツフーマです
[00:13:05.160] ゲツフーマ彼がゲ的に大きいた
[00:13:09.560] なこれちょっとねストーリーはですね
[00:13:14.240] 萌え萌え以外やろかなんか流鬼ってやつを
[00:13:16.720] 倒せばいいらしいです流鬼ってやつを倒し
[00:13:19.000] に行けという感じですお前確かにあのババ
[00:13:21.240] 誰やねん行きます笑笑ババ誰やねん何回
[00:13:24.720] 見んねんそしてこのただこれファミコンと
[00:13:27.320] してはすごくない
[00:13:33.480] 後ろ姿可愛い
[00:13:35.720] 笑ひそしてですねこの
[00:13:42.399] BGMいや神局神局この曲この曲が聞き
[00:13:48.000] たくてやってるまだ
[00:13:50.880] あるめっちゃ神局もう1回聞い
[00:13:55.959] て正直Yワールドでかもワールドで知った
[00:14:00.320] んよあのコミYYワールドであの知ったの
[00:14:04.759] よめっちゃ良くないこの曲さ行き
[00:14:09.079] ますアクションゲームなんだけどなんか
[00:14:12.519] RPGドラクエ見
[00:14:15.199] じゃほんまやほんまや残りがが残り
[00:14:21.480] があうんちゃんこんばんはありがとう今日
[00:14:25.880] もダラダラ謎のレトロゲームやってます
[00:14:29.920] 的なアクション
[00:14:32.519] RPGそういえば聞こえばいいよねあ
[00:14:36.839] ばば呪われた地獄へようこそいきなり地獄
[00:14:41.680] から始まるんだねもしもそなたが誠の勇気
[00:14:46.839] を持つもこまこそのもこ青きこのまいてじ
[00:14:54.040] のアーダコーダみたいななあので言ったら
[00:14:57.639] それだなはぽかったちょ見ぼかっ
[00:15:01.920] た難しい挟むなし出てきたね今
[00:15:06.480] ね見事竜骨鬼を倒しそなたの先祖から
[00:15:11.600] 伝わる王の波動拳を取り戻してゲはい
[00:15:17.360] ランディお疲れランディお疲れ今日は
[00:15:20.800] あのあの国民的ゲーム風までまじしてやっ
[00:15:26.079] てきますこれみんなもう熱望してたいつ
[00:15:29.240] やるんだいつやるんだともう何度も聞かれ
[00:15:31.920] ましたついにやってきます皆さんお楽しみ
[00:15:33.839] 皆さんお楽しみさあゆけ竜骨機を倒すの
[00:15:38.959] じゃ始まりました流こ機を倒すらしいです
[00:15:42.759] レトロゲーあるあるもうなんか目的が
[00:15:44.959] 分かりやすくて
[00:15:46.279] いいおどうもランディオルですランディ
[00:15:49.199] オルランディオル大抵だあこれが
[00:15:52.000] アクションシーンですねアクションシーン
[00:15:53.480] ですねあいいじゃないですかこれ珍しいよ
[00:15:55.399] ねこっち側に進むってあのさそマリオとか
[00:15:58.199] こっちやんあで出るん
[00:16:00.360] だ左に進むって珍しくないやっぱあれかな
[00:16:03.759] 国語みたいな感じで日本語って左に読ん
[00:16:06.199] でくじゃんはみでやっぱこれが日本の和を
[00:16:11.079] 感じるねあリさんこんばんは今日はマおじ
[00:16:14.160] し
[00:16:14.920] てこのね
[00:16:19.279] 入っBGM神なんだよなかあそうなんだ右
[00:16:24.480] から入れ
[00:16:25.440] ばのス良くないえ待ってなんか俺波動拳
[00:16:29.639] 持ってんじゃんえ攻防攻防波動拳こえ
[00:16:34.000] ちょっと上のさステータスがよくわからん
[00:16:36.360] 攻防って何なんかちょっとあれだなリンク
[00:16:39.560] のいてリンクの冒険あるねリンクの冒険身
[00:16:42.480] があるこ敵結構
[00:16:47.680] 怖い普通にむずいし攻撃力防御力じゃない
[00:16:52.639] え攻撃力防御力があるの上がるんBGM
[00:16:55.920] いいね
[00:16:59.120] ちょっとめっちゃむずいいんだけど
[00:17:01.519] めっちゃむずくねえかゲーなら分かると
[00:17:04.439] 思うけどファミコンのアクションゲーの影
[00:17:07.199] のBGMあだからそれ本からさ
[00:17:10.760] ジャパニーズジャパニーズスタイルだよな
[00:17:13.720] 影もそうだ
[00:17:15.079] けど当りでかいんよ敵が基本全部こ避け
[00:17:20.120] られないじゃんこれまずいですねこれこれ
[00:17:22.439] まずいすかあかけこのワワバニティえ
[00:17:27.160] しかも待てこれ倒すじゃん
[00:17:29.440] 変魂見てと回復すん
[00:17:33.600] じゃんあ回復しねえわあれさっきちょっと
[00:17:36.480] 回復したんだけどこれゴールこんばんはあ
[00:17:39.640] これがゴールみたいですあルーフィさん
[00:17:41.840] こんばんはルフィさんこんばんは
[00:17:45.000] ダラダラえこれ
[00:17:47.280] どっちこれうわなんや
[00:17:50.960] ドクロこれどっち行くどっち行ってもいい
[00:17:53.720] のか
[00:17:54.360] ななるほどこういうになんかこのワールド
[00:17:57.840] マップの所にこういうステージがあって
[00:18:03.000] それをこなしていくみたいな上だろえ上下
[00:18:07.039] だろあドラゴンバスターかあドラゴンバス
[00:18:10.760] ターって言われたら分かりやすいかも
[00:18:12.200] ドラゴンバスターみたいにどどこに行って
[00:18:14.039] もいいやみたいな何これ
[00:18:16.640] こ多いのこのなんか生首みたいなあ
[00:18:20.520] ドラゴンバスター方式かドラゴンバスター
[00:18:23.400] 笑笑ルやここういうね
[00:18:27.760] ダダレトロゲが一番いいからダラダラ
[00:18:30.440] レトロゲがあ若いのこんばんはやっぱり
[00:18:32.880] コナミ画クラブっすね曲がいい
[00:18:40.559] ま思い出した思い出した俺これ俺これ俺
[00:18:46.559] これ前も笑った気がするあのさこれさあの
[00:18:50.640] いいよね死んだ時デリて死がさ死が死が下
[00:18:55.679] からデリて出てくんのいいよね
[00:19:01.400] いいいよな死ぬ死んだ時のあれが分かり
[00:19:05.080] やすくていい前もこれなんかちょっと触っ
[00:19:07.840] た時笑ったわ何この死の
[00:19:12.919] 演出いややっぱね風までいいよねやり
[00:19:16.679] たかったんだよずっとなむかつくなこいつ
[00:19:19.360] らトまでもあるあそうそうそう原魔に
[00:19:24.240] めちゃくちゃ似てるって言われるねこの
[00:19:25.600] ゲームね
[00:19:29.000] もこれ攻撃この縦切りしかないんだ穴は
[00:19:32.120] 落ちちゃまずいのね残キってあんのか
[00:19:37.000] 残機あぶちょっとお前らもうやめて
[00:19:40.360] くださいよ
[00:19:41.960] もう残機とかないのこれない人お前知ら
[00:19:45.919] ねえだろ絶て絶対知らねえだろお前限の話
[00:19:50.480] 出したら戦争になるって聞いあ原平島まで
[00:19:54.640] 墓こっち墓で別れるみたいな感じなの
[00:19:57.559] どっちもやったことないんだけど
[00:19:59.799] すげえガニマタじゃんこいつこんなんなっ
[00:20:02.840] て歩いてんじゃんぶいや曲よやっぱレトロ
[00:20:08.080] ゲーすわ俺前回やって気づいた俺やっぱり
[00:20:11.400] レトロゲーやってる俺が一番輝いてるね
[00:20:16.559] ばばババーの会ま全力で行くからね今回
[00:20:20.360] お主さっきのババーとこれ別のババ
[00:20:23.520] かし変わったを持っておるのはこ似た剣を
[00:20:29.880] 南の洞窟で見たことがあるわじゃんだって
[00:20:34.159] さ別のババ別のババかあれ全く見た目一緒
[00:20:37.520] だった
[00:20:38.480] けど南の洞窟にこれにいた剣ありこれここ
[00:20:43.320] にここ南これ何これ
[00:20:46.200] これすげえ目に悪い目に悪いこのこの
[00:20:50.880] あの雰囲気良くないすか雰囲気
[00:20:54.679] 雰囲気雰囲気いいね雰囲気
[00:20:58.799] ただこ敵が基本やめて謎のダメージ床だっ
[00:21:02.280] たねキ何これこんもないんだここはいや
[00:21:06.880] BGM神だわこういうレトロゲーやってん
[00:21:10.240] の
[00:21:10.880] が雰囲気や言うことはできるんだけど何
[00:21:14.840] このなぜか変換できない
[00:21:19.880] 雰囲気虫はやめてくれよ俺虫お何ねあの蜂
[00:21:24.360] めっちゃムカつか
[00:21:26.240] ねああいうやつ嫌い
[00:21:31.000] でなんかそんななんかそんな難しくなさ
[00:21:33.600] そうな感じじゃないこのゲームねだってさ
[00:21:36.760] が変換できるやろなんかあの命命っていう
[00:21:40.880] のがこれ多分体力だ
[00:21:43.559] べ死なんでこんなこの地獄会には島が4つ
[00:21:49.039] あるんじゃ島にはたくさん店があるからえ
[00:21:53.080] そうなの店なんかあるのそこで武器をへあ
[00:21:57.440] 武器を買う
[00:21:59.400] あ
[00:22:00.919] 楽しみ装備の概念もあんの
[00:22:04.520] これわこ何これ
[00:22:09.520] こわなんやねんわなんかドラキュラ
[00:22:12.880] ドラキラやドラキュラっぽさあるなこれ
[00:22:15.159] ドラキュラにいたよなこの敵なこういう
[00:22:17.840] この達人の周で全然当たんねえしなんだ
[00:22:22.320] お前うわんだこいつおだな
[00:22:28.720] から攻めてくるやつお前だよお前何やっ
[00:22:32.120] てるよしあ回復するよこれさあの魂みたい
[00:22:35.960] な取る
[00:22:40.120] とめっちゃ難しいんだけどこのま下行こあ
[00:22:44.720] これ下行っていいんだ明らかに毒だと思う
[00:22:47.360] んだけど
[00:22:48.520] これえ行けか行けるんかいここ俺が行け
[00:22:53.200] ないで戻るんかとって行けますここ別に
[00:22:56.919] なんか進んでわなんか進んで苦労とかえ
[00:23:00.240] なんで死んだ減ってねえ減ってたえ減って
[00:23:05.960] た全然見てなかった減って
[00:23:10.679] た減ってた減ってたマジ
[00:23:13.760] で死ぬんかいあ体力減ってた
[00:23:18.320] なんかあ本当だ減ってるわ行けるんかけ
[00:23:22.799] ないこんばんはパこんばんはめっちゃ毒
[00:23:25.720] なんもっともっとじゃ言ってほしいよね
[00:23:27.840] 痛かった言ってくださいねてこれあれだろ
[00:23:29.600] なこいつなあの歯医者さんとかで痛かっ
[00:23:32.120] たら言ってくださいねって言って我慢する
[00:23:33.559] タイプだろうなこいつな我慢するタイプだ
[00:23:35.919] 痛いのにあって痛かったら手上げて
[00:23:39.159] くださいねつってあげないタイプいや
[00:23:40.679] わかる笑笑そういうタイプだろな多分
[00:23:42.679] こいつなよ
[00:23:44.440] なでもでも分かる俺もあれで痛くても我慢
[00:23:48.240] するもんなんか手をあげてほしいなんか
[00:23:50.520] なんかげ我慢しない方がいいそうなんだよ
[00:23:53.039] な敗者は我慢しない方がいいんだけど我慢
[00:23:55.320] しちゃうんですよ我慢しちゃうちょっと
[00:23:58.000] 待って
[00:24:00.799] もうよし
[00:24:03.320] オッケーこいつ意外となんやねんこいつら
[00:24:07.559] もうきしょいのお前が一番きしょいからな
[00:24:10.760] お前だよ
[00:24:13.799] お前よしよしよしよしよしよしよしよし
[00:24:17.640] よしよしよしよし
[00:24:19.799] よしオオオどうせてあげてもやっぱり痛
[00:24:23.600] そうなんだよねそうなんだよねどうせ
[00:24:26.640] どうせ手あげてもああやっぱ痛いですよね
[00:24:30.240] て言われて何の確認なんそれってい息なく
[00:24:33.720] てえ息できなくて右手けたら左
[00:24:37.399] 細か何それ細かあこ
[00:24:42.559] さね何このクソコ若いの何か買わんかねえ
[00:24:50.120] 待ってまだ何か買うかて何も買ってねえあ
[00:24:53.640] あ下あ下下にあるんだよにだ下にこれか何
[00:25:00.200] 買った俺今なんか買ったなましたねなんか
[00:25:02.520] 買ったな今なえこれ買いたかったその
[00:25:04.480] ぐらいの稼ぎじゃ売れないねあもうもう
[00:25:07.559] 稼ぎのこと言われんだ所持金でもう所持金
[00:25:10.240] で年収まで測られるんだ斬新だな衛門方式
[00:25:14.799] あれだねもうもう俺もうそのぐらいの稼ぎ
[00:25:17.520] じゃ売れないねあそっか財布でもう財布の
[00:25:21.399] 中身でもう俺の年収バレてるんだ年収
[00:25:24.600] なんぼやお前そのぐらいの風の人には売れ
[00:25:27.840] ませんね
[00:25:30.320] 武器売っとるやんけえちょっと金貯めよう
[00:25:32.640] ぜえ金ってどう貯めるのお金ってどうやっ
[00:25:36.559] て溜まってんのこれこっち
[00:25:39.480] かああ本当ださっきクリアしたところでも
[00:25:43.240] あれだねえお金ってどうやって増えてんの
[00:25:45.440] これお金36今
[00:25:48.159] 俺お金は袋みたいなのあはいはいはいこれ
[00:25:52.399] 倒したのねみいしてる
[00:25:58.480] そういうの買う時になやっぱ車とか買う時
[00:26:00.679] に年収とかね聞かれるからねアパート
[00:26:02.799] 借りる時とか
[00:26:05.679] ねえ実際でもああいうのってさアパート
[00:26:09.080] 借りるとかでさ年収があまりにも低いとさ
[00:26:12.080] 貸せないですってなるのか
[00:26:14.399] ねやっぱなるんか
[00:26:18.279] な相当なあれじゃないとならないんじゃ
[00:26:21.200] ないのわかんないけどあお金なかなか
[00:26:24.000] たまんないなこれ多分な収入があるかじゃ
[00:26:26.399] ないあそうことるんじゃないああぱそうか
[00:26:31.120] 一定収入または大きい貯金がないない片
[00:26:35.559] パンになんでだよ俺片親だけどこの
[00:26:38.440] アパート借りてんだろうか関係ねえよおい
[00:26:41.200] 片親の片親の子供の夢を潰すな大丈夫だよ
[00:26:44.799] 片だからって何の心配もありません
[00:26:47.919] お父さんがいなくても問題ないからね
[00:26:49.679] みんな大丈夫だ
[00:26:52.159] よ買親だけど俺アパート借りれてるけど
[00:26:55.399] なんです
[00:26:56.240] かなんですかなんか文句あります
[00:26:59.600] か親パンの子供跳ねてるんだよこの
[00:27:07.200] 時間固定はある固定ではない固定ではない
[00:27:11.000] うち固定ではないよあえ流は倒せたかの
[00:27:16.559] 死んでも死にきれると言うならババが
[00:27:18.520] そなたをもう1度読みせてやっても良いが
[00:27:21.399] の何それ
[00:27:22.840] お前誰やねんお前お前が世界救え
[00:27:27.159] や電話あるないで何を測られてる今俺はえ
[00:27:30.640] お金半分なってる防ぐ攻める
[00:27:35.120] 防ぐ波動拳き鬼面風何これいや漢字多く
[00:27:40.600] ないえ防ぐって何はどころかテレビない家
[00:27:43.919] も少なくない今今そうでしょテレビない家
[00:27:46.480] 多いでしょ俺も別にテレビいらないもんな
[00:27:48.279] あ今チューナーレステレビって流行ってる
[00:27:50.039] よねあのNHK払わなくていいやつ俺も
[00:27:52.440] それにしてえ
[00:27:53.720] わ俺もいやもういいや進もう進もいいやお
[00:27:57.039] 金貯まったら戻ってこ
[00:27:59.039] 昔だと固定電話の海で結構判断されること
[00:28:02.360] も多何が何を判断何が判断できんだよ固定
[00:28:06.000] 電話があるかないかでなあ固定電話がある
[00:28:09.799] かないかで何が分かるんだそいつのそんな
[00:28:12.080] んでなんかこいつん地はあれだなとか言わ
[00:28:13.760] れんのこんなんで人間測れねえだろ固定
[00:28:17.080] 電話ねえだけ
[00:28:18.480] でおおいが知られるみたいなこと固定電話
[00:28:21.559] がないとああお前ち固定電話ねえもんな
[00:28:24.320] みたいなバカ野郎固定電話なんかいらねえ
[00:28:27.600] だろ固定電話出ないよ普段じゃ
[00:28:32.279] ない関係ねえそれはきじゃねえとこない
[00:28:35.440] あんの敵じゃなかったらでもねやっぱ敵
[00:28:38.559] じゃない人はさあれだもんねあの銀行座と
[00:28:41.720] か作れないからね何この何このなんか
[00:28:45.480] バンドマンみたいのがめっちゃ転がって
[00:28:47.080] くる何この何このさVKバンドマンみたい
[00:28:49.840] な生首がめっちゃ飛んでくんのこれ何
[00:28:54.000] ンマンマの顔がもえない
[00:28:58.360] あれこれ何これ
[00:28:59.919] え何これ今はまだ行けないと世の中の親は
[00:29:04.360] それで判断してるみたいだったよあそうな
[00:29:07.080] んだ嫌な時代だ
[00:29:09.640] ねあ結構お金たまっだバンドマン結構お金
[00:29:12.720] 持ってんな嘘だろVKバンドマンなんて
[00:29:14.799] マジで金ねえはずなんだ
[00:29:19.240] けどえ俺の知り合いのVKバンドマン
[00:29:22.360] なんかお前あのライブのノルマさファンの
[00:29:26.080] 女に払わ払わせてたよ
[00:29:38.080] いい
[00:29:41.640] ねなんてそんな
[00:29:46.480] こっそうだよな女に払すてその女は
[00:29:51.840] あのちゃんとチケット払ってきてるの
[00:29:57.039] に曲良すぎこっち
