[00:00:08.440] ういお
[00:14:53.759] ドラクエB好きなんだテレビ壊れたから
[00:14:56.560] それたまくテレビ壊れたから何何
[00:15:00.320] 何ポで買ってきたんあそうなん
[00:15:04.279] だそういやで始まる話かそれそういや俺
[00:15:07.959] って言って俺にする話なのかそれうんでお
[00:15:10.440] 金ないんようん知らねえよして知るか知る
[00:15:16.920] か俺もお金ない俺もお金ないんだよね俺も
[00:15:21.480] お金ないんだよねカパしてください
[00:15:25.310] [音楽]
[00:15:31.959] たテレビだっありがとうございますね俺も
[00:15:35.279] テレビ欲しんだよね新しいテレビ
[00:15:39.300] [音楽]
[00:15:40.800] 欲しい1個1個テレビ欲しなんか最近
[00:15:45.000] [音楽]
[00:15:54.920] さやテレビはないんだテレ
[00:15:59.199] 普にニターとし使いだねあれちゃんと結
[00:16:02.920] そうなんですのきちゃんこんばんはのき
[00:16:04.519] ちゃんこんばんは今日できれば最終回にし
[00:16:07.240] たいな
[00:16:08.360] と楽しめてますか楽しめてるようるせえあ
[00:16:13.639] やばいクブリザードやばいこれやってき
[00:16:17.399] ます
[00:16:18.079] これやってきそういう意味じゃねえ配信
[00:16:21.240] 人生じゃなくて
[00:16:23.519] ね寂しいべでも寂しいでしょそんな退する
[00:16:28.279] なんてたら絶対みんな寂しいと思うよ絶対
[00:16:31.120] みんな寂しいと思うん
[00:16:32.880] だてこやばくない2台目でクリアでき
[00:16:35.680] ちゃうんだぜこの
[00:16:36.720] ゲームおいキラマ仲間にしよでキラマ邪で
[00:16:41.519] 退するなら
[00:16:43.040] 家そかいやもう可愛い女の子だったら別に
[00:16:46.079] 引退しれも集してください言ってくれれば
[00:16:48.319] 重視教え
[00:16:49.920] ます誰見るんだ言ってみる俺引退したら誰
[00:16:53.199] 見んの俺インタしたらこの時間誰見んだよ
[00:16:58.079] いいずれか言いづれえか多分近くのガスト
[00:17:01.120] まで入てるマジでなマジでなもう近くいつ
[00:17:04.720] も俺が昼飯頼んでるとこねのちゃねね汚い
[00:17:09.720] 方の俺汚い人のと汚い方とかたあのあっち
[00:17:12.240] の方のちゃまくさ何あのシグネと交流ある
[00:17:15.640] んだ
[00:17:16.839] ね何あのシグネてすごくない
[00:17:20.720] しげしげってやってんのこの
[00:17:23.240] 時間来るよお同してるんじゃねマジかよ
[00:17:27.760] おい来るよキラ来ます来ますラーメ
[00:17:33.260] [音楽]
[00:17:36.799] のよん
[00:17:42.080] だ俺もじゃそろそろし
[00:17:46.160] にんこんばんはいや来ると思ったもう1回
[00:17:49.000] やったら
[00:17:50.039] 来るにそろそろ俺もっとこうか
[00:17:54.320] なう仲間
[00:17:57.840] なん我慢になります
[00:18:00.799] かちゃんとあれしなきゃだめだこれ技とか
[00:18:03.480] 使ってけないと
[00:18:07.159] 勝てはめたにした方がいいんかなこれなら
[00:18:09.919] ないんだ
[00:18:10.720] オッケーこれ実際さいや今日最終回表最終
[00:18:15.559] 回までは行きたいホやってるぞあれね
[00:18:18.880] あれってさ18分で終わるよねえあれって
[00:18:22.600] さスチームで
[00:18:25.600] いくら安いあれ安くて18分で終わるん
[00:18:29.640] だったらさこれDS版たけちゃん
[00:18:31.120] こんばんはDS版だよDS版しげの鳩追放
[00:18:34.679] してくださいしげの
[00:18:36.280] 鳩お鳩やめろよ興味ねえかんな俺別今シゲ
[00:18:41.880] が何やってるとか興味ねえねぐらいいよね
[00:18:44.880] FFあドラクエ7とかさ4のリメイクとか
[00:18:47.840] 矢印矢印同感ですしげの鳩ラーメ屋になる
[00:18:53.559] ために主要中
[00:18:55.039] のしてます村がそのゲームの批読み上げ
[00:18:59.440] てる時さげコメントしてちょうど昼休み
[00:19:01.600] だったからなちょうど昼休みだった
[00:19:04.320] からそうおめえうん俺も人中いるわと思っ
[00:19:07.360] てなんかなんかでもなんかやだねなんか他
[00:19:10.799] のところで8うっ
[00:19:14.200] てえっとどうしよっかなレベル上げここで
[00:19:19.760] レベル上げしてるよりさはぐれメタル勝っ
[00:19:22.200] た方がさ鬼顔なはぐれメタル買った方がさ
[00:19:26.440] くそったから全部エクルにモしたその行動
[00:19:30.120] も若干キモいけど
[00:19:31.919] なその行動も若干キモいけど
[00:19:35.720] なあやめろやキラマ来たねこれフーク
[00:19:38.799] ブリザードがマジやばいからラーメン屋で
[00:19:42.039] 嫁の元見かけた時みたいめっちゃやだ
[00:19:45.320] めっちゃやだ
[00:19:49.760] それライデイン撃っ
[00:19:54.880] てはぐメタ行こっかなでもここ仲間ワン
[00:19:58.360] チャンワンチャン仲間狙いなんだよなここ
[00:20:01.640] なワンチャン仲間狙いなんだよなキラマ
[00:20:04.679] 欲しいんだよね2だっ
[00:20:08.520] け1だっけあうきさんこんばんはお疲れ
[00:20:12.960] ちゃんいらっしゃいありがと
[00:20:15.919] ねフークブリザードが若干怖え
[00:20:19.640] なみてにれてなかったわれてるよみんく
[00:20:25.120] さつも言われてるもん
[00:20:30.300] [音楽]
[00:20:33.440] 痛い自分もれて
[00:20:35.980] [笑い]
[00:20:40.039] ますれもばっかじゃねえか来
[00:20:44.679] ない来ないんですいやちょっとこれ
[00:20:48.200] しんどいなここでレベル上げすんの画質
[00:20:50.520] いいなニトロ画質マジでいいよねマジで
[00:20:52.760] いいよねしかも遅延もほぼなしマジで遅延
[00:20:56.440] 全然ない
[00:20:58.880] ニトロはいいぞ3万3万だよこの令和4年
[00:21:03.600] にDSライトじゃないDS3DS3万
[00:21:09.440] 100万キモだ
[00:21:11.880] よあフク
[00:21:17.240] ウィザードこれさデボラ下げるかなんか
[00:21:20.720] 申し訳ねえけどこれデボラじゃなくてこれ
[00:21:23.159] ピで言った方が全然強えよ
[00:21:25.559] なじゃねえだろこれうちゃんだろ
[00:21:29.279] おいおいこれだからこれだからこれだから
[00:21:32.400] エモンは
[00:21:34.440] さこれだからエモンは全部ちだと思ってる
[00:21:38.520] これはウナちゃんマンです
[00:21:41.600] から剣だよって言うんだよッのガ
[00:21:45.710] [笑い]
[00:21:48.080] さ防御しよライデン売ってかないときつい
[00:21:57.520] なジャンマの似の真似かと思何その
[00:22:01.320] コロッケのあのなんとかの真似をする
[00:22:04.120] コロッケの物あれみたい
[00:22:07.000] なやばいってなんでこんな強いのここえ
[00:22:11.200] キラーマシンに電入らない
[00:22:14.000] のキラーマシンって大々デインに弱いって
[00:22:17.760] いうそういうあれじゃない
[00:22:23.559] のグレートドラゴンも欲しいね
[00:22:27.080] べめちゃ
[00:22:29.039] 敵がマジでこんなんじゃ絶対無理やん
[00:22:32.880] けどこの知識だよなんやお前ラトやったん
[00:22:37.120] かデブラとやった
[00:22:41.880] うわテワではこの匹を分かるここの2匹の
[00:22:46.640] 増強すぎるってんなんだよ
[00:22:51.279] こいつ仲にならんしおもうだめだやめよ
[00:22:54.880] パチパチパチ
[00:22:56.520] パチパチパチパパやめるちょっと待ってえ
[00:23:01.120] 今日マジでミルドラースは倒したサポート
[00:23:04.919] よサポート
[00:23:07.720] 頼まセーブしないって言ってるよ
[00:23:10.040] [音楽]
[00:23:12.840] ねちょ待てよえちょっと今日マジで倒し
[00:23:17.320] たいあれマジで倒し
[00:23:26.400] たいもうメタルキング行くわさすがに
[00:23:30.600] メタキン行くわあリビーさんこんばんはお
[00:23:33.200] 久しぶりですお久しぶりですでもねのか
[00:23:35.919] なリリービさんお疲れ様ですククールは
[00:23:39.520] タンバリン持たせたもどんだけエ好きなん
[00:23:43.120] だ8やるかじゃ今度またまたていうか
[00:23:46.520] 初めてだけエ俺3DS版やりてんだよあれ
[00:23:50.039] しかやったことないからプレステ2しか
[00:23:52.080] やったことないからから最強の剣が
[00:23:54.240] ドロップするので狙ましょもうもう最強の
[00:23:56.559] 剣ないねんてもうもう最強の剣もう最強の
[00:24:01.000] 剣手に入れちゃったんだよだからもう
[00:24:03.039] こんなぬるゲーになってしまったぬるゲー
[00:24:05.000] と言いつちょっとうずいけどねマリカ
[00:24:07.200] うるせえやらねえマリカなんてエヘンね
[00:24:09.840] グランバニアの洞窟だよね確かねメタえ
[00:24:14.679] メタルキングの剣より強いのってあんの
[00:24:16.919] そっかメタルキングの剣より強い武器って
[00:24:19.919] あんのないよねそんなもんあるわけない
[00:24:22.360] だろそんなもん手に入れちゃったの俺は
[00:24:26.039] この世この世の断りをないよね
[00:24:31.039] これも
[00:24:32.279] だちょわここでハグメタル狩るわだここさ
[00:24:37.320] なメタルするえここが1番いいよねメタル
[00:24:40.520] 狩てさん教え
[00:24:42.880] てメタルスラッグあメタルスラて何やれば
[00:24:46.399] いいのれっぱありすぎ
[00:24:48.730] [音楽]
[00:24:51.000] て優しね今日元気なんでかわかる14時間
[00:24:56.320] 出た
[00:24:58.600] 14時間寝たなんかわかんねけどしちゃん
[00:25:01.559] のイベント終わってしちゃんのイベント
[00:25:03.799] 終わってちょっと昼昼寝して夜起きて配信
[00:25:06.799] しようってラスタで出るんだラス行けねえ
[00:25:09.760] わちょっとお昼寝しようと思って起きたら
[00:25:12.440] 夜中の4時だったでそのまま朝7時まで寝
[00:25:14.720] た14時間ぐらい寝た最高のプラス星フル
[00:25:19.120] ではで錬金しよう連それ何それで連できん
[00:25:22.880] のえどういうことあレそれエだろそれまた
[00:25:26.520] それ8の話だええねえエの話
[00:25:29.920] [音楽]
[00:25:35.080] は超時間寝れるのは若い久々に寝たね
[00:25:39.600] あんのすまだったわこんだけ好きなんだよ
[00:25:44.559] 3DS版やりたいけどね兄貴って言うんだ
[00:25:48.480] あれがあのヤンガスがなみんな声ついてん
[00:25:51.919] だよフル
[00:25:53.039] ボイス貴なんとかでかす
[00:25:56.980] [音楽]
[00:26:05.440] にあれもやりたいおっさんおっさん呼びね
[00:26:09.279] 少年ヤンガスて面白い気になってんだけど
[00:26:12.679] 少年ヤン
[00:26:13.840] ガスあのなんかプレのやつ不のダンジョン
[00:26:17.520] だよね
[00:26:19.410] [音楽]
[00:26:21.799] あれに無理
[00:26:24.740] [音楽]
[00:26:29.039] だっ行け
[00:26:32.039] ああ
[00:26:34.399] はこれでいいんでしょ皆さんこれを望んで
[00:26:38.960] たんでしょこれでいいんだよねヤンガス
[00:26:42.039] ダンジョンは難易度低いだあそうなんだ
[00:26:44.320] そういうのでいいんだよ
[00:26:49.360] ねやっぱ今日の作がなんか受けるひねっ
[00:26:53.240] たらひねったでめちゃくちゃいじるやん
[00:26:55.840] ブル寝ぼフロアフロア寝ぼ
[00:27:00.200] フロアああこいつバカ
[00:27:04.559] だケニアのサッカー協会代表ギギガギガ
[00:27:10.240] ギガデインにほにほ
[00:27:13.679] タクロにほにほ
[00:27:17.760] たくガナのサッカー協会代表にほにほ
[00:27:23.880] たまろにほにほたま
[00:27:29.200] テンションが高いです今日俺
[00:27:31.120] は俺は今日テンションが高い
[00:27:34.790] [音楽]
[00:27:38.880] ですいいんだよてめえら笑わそうと思って
[00:27:41.640] 配信してねえんだよみんなのるやつ違
[00:27:43.880] みんなのじゃねえよあれだよなんだっけ
[00:27:46.679] あれなんて言うんだっけ
[00:27:48.399] あれなんだっけあのなんだっけやべア
[00:27:55.000] のそれ
[00:27:59.880] たナフ好きじゃんみんなトリビアトリビア
[00:28:03.960] 好きじゃないトリビアをご存知で
[00:28:07.080] ないなんかあのもこのさ垢出たの知てる
[00:28:12.840] みんなさっきTwitter見てたら笑っ
[00:28:15.120] たわなんかもこのもこのさそうそう
[00:28:20.679] そうそうなんか風俗圧業者みたななんか偽
[00:28:24.360] 出てたのくそ笑ったわあれ何あれれ
[00:28:28.480] 何どあああれどういう
[00:28:32.510] [音楽]
[00:28:33.679] うわ
[00:28:36.039] うるせえ余計な話すんな今ドラクやってん
[00:28:38.720] だこっちはフォローしましたフォローした
[00:28:41.640] のどういう立ち位置なのあれああれをして
[00:28:45.679] 何がしたいんだろう
[00:28:49.799] なうわ出るな出るんだけどね出るんだけど
[00:28:53.960] ね出るんだけどねババスカウトマン
[00:29:00.399] おこりいいよこれ結構稼げます
[00:29:07.600] からどういうあれなんだよ
[00:29:10.480] それあのそのアカウントがあげてる写真と
[00:29:13.720] あ
[00:29:15.720] こらいてそんな別にそんなあれなくて
[00:29:20.679] い俺が使うになまったな俺が使う
[00:29:28.279] 30もう読むの疲れたあもこうあよああれ
[00:29:31.880] AIなんだあれ変ななんか変なクソ似合っ
[00:29:35.320] てねスーツ着てる
[00:29:36.640] やつそうだよねもこせってなんかいつも
[00:29:39.120] きったねえ服着てるもんねトイソルジャー
[00:29:42.159] のTシャツとかね裏返してベロベロンつっ
[00:29:45.640] てあんなスーツ着ねえよなうわここ
[00:29:48.840] めっちゃ出るやん何これ
[00:29:51.040] [音楽]
[00:29:54.000] なえと今日11時までレベル上げするわ
[00:29:58.440] [音楽]
[00:30:01.440] 11時までレベル上げれ展開した人がきた
[00:30:05.279] ね
[00:30:06.519] ええももこ先生ってアパレル展開してん
[00:30:13.039] のえ向こ先生とアパレル展開してんの嘘
[00:30:18.799] でしょえ誰が買うんの嘘です嘘ですすい
[00:30:23.960] ません
[00:30:28.080] ナイスいい
[00:30:29.640] [音楽]
[00:30:31.240] ねえもアパレル展開してんだすごいね最
[00:30:36.120] やっぱさ配信者とかでも金持つとどなんか
[00:30:39.159] さ金持つとそういうことやり始めるよな
[00:30:42.279] うんこちゃんもなんかカット順とか始めた
[00:30:44.919] しネタかなっと思ってたんだけど本当に
[00:30:46.960] やるんだあもこはムキムキでタブ入れてる
[00:30:52.840] よそういうこと始めんだな金持つと
[00:30:56.600] なにことがねから資産運用だよね多分ね
[00:31:00.159] 普通にあんなだって運営なんて絶対さどっ
[00:31:03.760] かに任せてさ自分はさなんかうまいしる
[00:31:06.200] だけ吸ってるでしょ
[00:31:07.440] あれ俺も今から考えとこう俺金持ったら何
[00:31:10.840] やろっかな俺金持ったら何やればいいと
[00:31:14.200] 思うみんなラメ屋違うになるからそういう
[00:31:18.919] ことだよねだからねもういつまでも配信で
