[00:00:10.000] ういお
[00:06:55.360] 帰ってて見れんかったんよ来たあさん
[00:06:58.759] こんばんはして待ってました笑かけ
[00:07:03.520] 音量の動画から期待しかしてません
[00:07:07.479] 素敵音量の調整から行くよちょっと
[00:07:11.680] もうおできたできた
[00:07:15.960] かかできない
[00:07:19.199] らしいありがとう
[00:07:26.080] ありがとうめっちゃ久しぶり
[00:07:28.520] や久し
[00:07:30.360] ぶりえっとちょっと音流す
[00:07:34.440] よテストで音流す
[00:07:41.360] で音量でかかってる言っ
[00:07:45.960] てこれテストね音量でかいああははは俺
[00:07:53.199] こんぐらいで喋る
[00:07:54.960] けど一応ここでコメントは見てるからああ
[00:08:01.199] 小さい
[00:08:07.000] 小さいあああどうだろう今回であは
[00:08:12.600] [音楽]
[00:08:17.039] ヘイこれはあのテストあれよいい感じ
[00:08:24.470] [音楽]
[00:08:31.360] コメントが
[00:08:32.719] さコメントもっと大きくなんないのかな
[00:08:38.240] [音楽]
[00:08:41.760] これちょっと待って
[00:08:45.250] [音楽]
[00:08:49.160] ねオッケーオッケーこんなもんす
[00:08:52.480] かこんなもんですかね
[00:09:00.000] あちょっと待って何これ
[00:09:05.680] はい行きます
[00:09:10.480] かあれ携帯とかだったっけちょっと待って
[00:09:13.600] ちょっと待ってグダグダや俺曲消した曲
[00:09:19.399] 消えてへんや
[00:09:21.720] んけと動画しちゃっ
[00:09:25.279] てるそうBGM流れぱしだった危ねえあね
[00:09:34.160] なんかこんな感じで行きます
[00:09:38.079] よああ
[00:09:40.680] あああ壁ボコボコかっこいいじゃんかよ俺
[00:09:44.560] かっこいいだろあきりさんこんばんはよし
[00:09:47.760] おいじゃお手洗かにおし
[00:09:56.640] ますあち今
[00:09:59.880] ちょっと待ってごめんちょ違間違っちゃっ
[00:10:01.680] た今の
[00:10:03.399] なしま普通に多分ね普通に1年ぶりぐらい
[00:10:08.240] だからマジ
[00:10:10.079] でまマジでちょっとあのやばそう全然練習
[00:10:13.720] してないからま行きます
[00:10:17.519] はいはいどうもフォロは1000人という
[00:10:21.200] ことでねよありがとうござい
[00:10:24.720] ますまったり行きますよ
[00:10:32.079] ということでこれは000人ありがとう
[00:10:34.040] ございますえなんかちょっともう何電池が
[00:10:37.000] なくふざけんなマジでこんなこと
[00:10:41.600] あるえちょっとおかしくない
[00:10:44.360] かえタイミングやばく
[00:10:48.839] ないタイミングそんなこと
[00:10:52.959] あるいやちょっと待って待て待て待ておい
[00:10:57.320] ちょっと待ってくれよ
[00:11:01.160] えええ仕込んでね仕込んでねえおい仕込ん
[00:11:06.440] でねおい嘘タイミングやばえ神かなあえ神
[00:11:12.720] がいるもしかして嘘だろえ電池がなくな
[00:11:15.920] るってどういうことです
[00:11:17.920] かちょっと待ってもうちょっと待ってよ
[00:11:22.600] なんでそうなんの
[00:11:24.839] よなんで
[00:11:27.200] よそんなのない
[00:11:30.000] うまいじゃんえちょっとそんなこと
[00:11:33.079] あるそんなこと
[00:11:36.440] あるえ大おか神やん意味わからんちょっと
[00:11:41.639] 待ておちょっとちょっとごめんちょっと
[00:11:44.519] ごめんちょっと待ってちょっと待っ
[00:11:48.480] てふざけんなマジでおいねこんなことに
[00:11:53.720] なってんなよ棒読みつけます棒読みつけ
[00:11:56.839] ますとはい棒読み1度つけます
[00:11:59.839] とりあえずながらし
[00:12:02.510] [音楽]
[00:12:21.880] まし111
[00:12:25.720] 笑笑久々に来たらこれ笑笑
[00:12:29.839] ナイス笑笑ナイスクリップえ充電USB
[00:12:35.560] ストリーミングでしょあ充電してんじゃ
[00:12:38.639] 部屋かっこいいのに君かっこ悪いんだね
[00:12:42.279] ナビDBケーブルを接続してくださいB
[00:12:45.480] USBを押すとUSBスリングモドワダ
[00:12:47.839] コードしてますしとるやんけURL省略
[00:12:51.480] tchテレビボビネアホアネトコール
[00:12:54.040] ストリーボブく6フブクレJQクドズブ
[00:12:57.160] 色々ナイス笑笑
[00:12:59.800] USBを接続しとるやん
[00:13:04.600] けえしとるやあか接続してんだがタイトル
[00:13:10.600] センスが最高なん
[00:13:11.950] [音楽]
[00:13:13.240] よちょっとスタックしとるのにしとらんや
[00:13:16.959] ないかいっちゃうこれマジ
[00:13:21.519] で
[00:13:23.600] えナイス
[00:13:25.760] クリップちょっとちょっとちょっと
[00:13:29.320] がわからんもうなんでこんなもうふざけん
[00:13:33.320] なマジ
[00:13:34.720] でだよもうこんなことなんだよありえねえ
[00:13:39.480] だろこんな
[00:13:41.079] こと始まった瞬間始まった瞬間だぜあれ
[00:13:46.800] ちゃまさんうまい肉食った後横になるの
[00:13:50.519] 気持ちいいえちょっと待っえさん何さん
[00:13:54.120] 投げた全然ったぎ
[00:13:58.040] 番そんなのしかない
[00:14:00.920] このせっ今日8万円使ってだっもおいしい
[00:14:04.560] と思ってそうですきくそ
[00:14:06.639] うまいこんなことないでしょこんなこと
[00:14:10.279] ないでしょ笑笑バカうまいじゃんやったぜ
[00:14:14.519] 笑笑やったぜ伝説また作ったわありがとう
[00:14:17.680] ございますすいません今のなしすらも狙い
[00:14:19.600] だったんでしょ8万8万円の威力これか
[00:14:27.630] [音楽]
[00:14:29.519] ですかぶっつけ本番するから
[00:14:33.600] もう今充電してるんですかねで電池切れだ
[00:14:37.880] と2000人の時どうするんよハードル
[00:14:40.560] 上げ
[00:14:42.360] すぎ待ってくれそんなことある持って
[00:14:45.440] るってこと
[00:14:46.920] 笑今気持ちよくなりかけた瞬間行きかけた
[00:14:50.079] 瞬間だったのに今力足けそうだったのに
[00:14:53.360] こんばんはかっこいいちゃまさんにきまし
[00:14:56.160] た今行けそうだったのにけんなよさクっ
[00:15:02.639] やっ部屋爆発する
[00:15:06.800] っびれ
[00:15:09.000] たふざけんなマジでそんなことねえ
[00:15:12.440] だろクリップ貼ってあげてってるよ近い
[00:15:15.680] 近い近い近い近いとかURLツイッテレビ
[00:15:20.519] スディシルキーテルグブロアマイ8R90
[00:15:25.000] この画この画はピロでかけのに耳元で
[00:15:32.319] ちょっと待って明日にする明日にしていい
[00:15:36.759] ちょっとかもしれない明日にしないかも
[00:15:55.440] しん映ってたのう
[00:16:00.920] て今日やって今日やって今やって今日やっ
[00:16:03.959] て今日やって今みたいお願いスター
[00:16:07.519] フックスめっちゃわかる今見せてお願いし
[00:16:11.120] ますケーブル断してないポコミレイド来た
[00:16:14.639] のにどちたのトラブル今日やって今日やっ
[00:16:18.759] て今日やって今日やって今日やっ
[00:16:22.360] てええやんええやんええ今やって今日やっ
[00:16:26.240] て今日やってやってやってなくなりました
[00:16:31.240] 笑笑行けるやんええやんそれで行こう行け
[00:16:35.839] たええやんええやんええやんええやん
[00:16:39.839] めっちゃきれに整いたのになめちゃくちゃ
[00:16:42.519] きれに整えたのになこのカメラの角UR
[00:16:45.720] 省略ツッテレビスディシルキードってビグ
[00:16:48.839] ブロア-8R97はァ60今の15分なし
[00:16:54.240] ねマジかよなんかずれてるもうき
[00:17:00.759] てなんかずれてるもん笑笑えめっちゃ綺麗
[00:17:05.919] にやったのに
[00:17:06.740] [音楽]
[00:17:08.439] もうお今始まったばかりかかっこよく
[00:17:12.760] 始めようとしたのに笑笑お酒買って準備し
[00:17:17.000] てたんだけど
[00:17:19.720] なもっと可愛い色の服にしてえええ
[00:17:23.520] やんっと可愛い色の服にしてなんでよいい
[00:17:27.480] でしょうよこれいいでしょはいもうやり
[00:17:30.679] ますねもこれでいけるねオケーいつも
[00:17:33.880] みたいなやつこれちょっと傾いてんな俺が
[00:17:37.840] 俺がさ今日早く帰ってきてさどんだけこの
[00:17:40.480] カメラの挑戦したと思っ
[00:17:42.320] てんこれでいいねさあリスタートせの次
[00:17:47.520] もう
[00:17:48.880] 斜めさんが斜めになればオ今日仕事やった
[00:17:52.919] の今日仕事だよ今日仕事だった
[00:17:55.640] よクソ喉かいたもう
[00:18:03.480] マジでさ狙ってないんだ
[00:18:06.640] よおかしいよ
[00:18:10.799] なあすいませんすいませんすいませんおし
[00:18:15.200] ましたすいませんいやいやいやまさか
[00:18:18.159] こんなことになると思っとらんもんよ
[00:18:21.480] もうなんでおちゃんありがとう11ッじゃ
[00:18:26.720] マカロン食べれない
[00:18:29.360] 嘘嘘嘘はい行きますもうやりますよやり
[00:18:33.440] ますちょっと待って
[00:18:37.240] ねあオオ
[00:18:43.799] ね割と割と出な口がれた音なるCPその
[00:18:49.400] ままでいいようんそのままでいいえBGM
[00:18:52.280] 切れてるでしょ切れてねえしなんなんだよ
[00:18:55.720] もうもうでこんなグダグダなんだもうで
[00:19:01.000] グダグダなんだこんなにうるさい
[00:19:09.360] もよいしょはいもう切った切ったオケ
[00:19:14.000] ねこの狭い部屋
[00:19:17.200] 往復はいじゃ行き
[00:19:19.840] ますタネルポイントのS切っとく切っとく
[00:19:24.600] いや任せるよ任せるよっってのも変んだ
[00:19:26.840] けど
[00:19:30.159] はい画質あんま良くないねあんま画質良く
[00:19:33.559] なくないあんま画質良くないねなんか
[00:19:39.840] ねまいっか別
[00:19:45.600] にまいっ
[00:19:48.640] かオやりますせすいませんね申し訳ござい
[00:19:54.120] ませんでしたえかっこ悪いとこ見せちゃい
[00:19:56.480] ましたね始めますよと
[00:20:01.960] はい改めまして
[00:20:04.120] ね切り直して茶ゲームフォロワー1000
[00:20:07.520] 人ありがとうございます今日はちょっと
[00:20:10.200] DJを回して行こうと思いますよろしくお
[00:20:12.440] 願いし
[00:20:14.360] ますもう勘弁してくれマジでなんかもう
[00:20:18.000] ここちょっとかっこいいこと喋ろうと思っ
[00:20:19.679] たのにここかっこいいこと喋ろうと思った
[00:20:22.320] のに落語DJってなんだよふざけんな行き
[00:20:26.120] ますよ
[00:20:29.480] まあの知ってる曲も知らない曲もいっぱい
[00:20:31.760] あると思うんですけどねあの関係ないんで
[00:20:35.240] 楽しんでてくださいあおめでありがとう
[00:20:37.120] ござい
[00:20:39.480] ますはい
[00:20:42.840] 神フロにありがとうござい
[00:20:50.720] ます
[00:20:52.919] マイクあマイク音拾っちゃってるか
[00:20:57.600] なやりながらなんだ
[00:21:06.610] [音楽]
[00:21:13.919] けどもう電源切れないでくれよオルも少し
[00:21:18.159] 欲しい
[00:21:27.520] ありがとうレ
[00:21:30.350] [音楽]
[00:22:23.679] あ
[00:22:25.590] [音楽]
[00:22:38.919] ありがとうございますコインズ
[00:22:44.980] [音楽]
[00:23:13.679] ちゃんのそのスタンパ何どこの
[00:23:16.860] [音楽]
[00:23:27.440] スタンプH
[00:23:31.810] [音楽]
[00:24:06.460] [拍手]
[00:24:07.470] [音楽]
[00:24:23.600] OPgoLetGoLetGoGo
[00:24:29.960] [音楽]
[00:24:56.880] ごめんな久しぶり続て全然喋れねえわだ
[00:25:09.970] [音楽]
[00:25:20.200] だあなんでちょっと待ってなんでよ
[00:25:27.000] [音楽]
[00:25:29.480] くそ
[00:25:30.960] 恥ずかしいなんで
[00:25:34.559] よなん
[00:25:38.240] でなんでよ
[00:25:41.600] もうなん
[00:25:43.840] でなん
[00:25:48.870] [拍手]
[00:25:50.860] [音楽]
[00:25:52.399] でやり直していいやり直していいなんか
[00:25:56.159] もう
[00:25:59.440] くそはずマジか
[00:26:01.630] [音楽]
[00:26:10.760] ようくそ
[00:26:14.160] [音楽]
[00:26:29.610] [拍手]
[00:26:31.080] [音楽]
[00:26:32.520] now
[00:26:34.560] [音楽]
[00:26:44.890] [拍手]
[00:26:45.630] [音楽]
[00:27:00.180] [拍手]
[00:27:05.490] [音楽]
[00:27:20.960] think
[00:27:24.900] [音楽]
[00:27:45.960] おみんなありがとうあさんこんばんは
[00:27:48.799] ごめん挨拶できなくてごめんな楽しんでて
[00:27:52.720] ください
[00:27:58.600] [音楽]
[00:28:06.760] チ
[00:28:25.390] [音楽]
[00:28:43.399] P
[00:28:58.159] すげえパンツ
[00:28:59.480] 下がるめちゃくちゃパンツ
[00:29:05.840] [音楽]
[00:29:14.559] 下がる動きかわいいデブが必死に
[00:29:20.290] [音楽]
[00:29:33.600] は
[00:29:38.920] [音楽]
[00:29:59.200] Hello
[00:30:01.050] [音楽]
[00:30:53.440] ごめん喉かいた
[00:30:58.200] 喉乾きましたね喉は乾きますよ
[00:31:01.330] [音楽]
[00:31:05.320] ね喉ます
[00:31:07.920] [音楽]
[00:31:14.440] ねね知ってる曲も知らない曲もあると思う
[00:31:17.320] からねちょっと知らない人はすまんすまん
[00:31:21.120] すけどまあね適当に楽しんでてください
[00:31:27.960] [音楽]
[00:31:45.120] あ
[00:31:48.800] [音楽]
[00:32:14.080] く
[00:32:16.170] [音楽]
[00:32:28.200] あとましてフォロワー1000人本当
[00:32:29.559] ありがとうございます一応今年の目標だっ
[00:32:32.320] たからなんか達成できて嬉しいっすね
[00:32:34.919] ありがとうござい
[00:32:36.679] ますじゃこれからもよろしくお願いします
[00:32:40.720] 普段こんなこと言わね
[00:32:43.399] けど頑張れ
[00:32:46.450] [音楽]
[00:32:56.840] 頑張れあ
[00:32:59.530] [音楽]
[00:33:27.960] はい神
[00:33:29.350] [音楽]
[00:34:24.310] [拍手]
[00:34:25.960] うまいじゃん
[00:34:32.010] [音楽]
[00:34:49.320] この中にねじ込むのくそむいでしょどっか
[00:34:52.679] で入れるか
[00:34:55.130] [音楽]
[00:34:59.160] はい
[00:35:01.440] [音楽]
[00:35:23.200] 神イ
[00:35:28.090] [音楽]
[00:35:34.200] やるじゃん
[00:35:35.770] [音楽]
[00:36:25.440] 懐かしい懐かしいよねスクリレックスね
[00:36:28.350] [音楽]
[00:36:36.760] we
[00:36:41.250] [音楽]
[00:37:14.460] [拍手]
[00:37:15.599] 暑暑いわ
[00:37:23.970] [音楽]
[00:37:28.880] み本当ありがとう
[00:37:31.160] ね熱いよ
[00:37:36.440] [音楽]
[00:37:57.640] our
[00:37:58.599] AFF
[00:38:01.370] [音楽]
[00:38:03.240] Lofthe
[00:38:10.740] [音楽]
[00:38:51.640] rob
[00:38:52.650] [音楽]
[00:39:16.920] K
[00:39:19.640] ASS
[00:39:21.090] [音楽]
[00:39:25.880] goodgood
[00:39:30.280] [音楽]
[00:39:44.680] PR
[00:39:49.920] PlayPR
[00:39:54.120] [音楽]
[00:40:08.040] ああこいつバカ
[00:40:21.880] [音楽]
[00:40:24.040] だ熱い汗かいてる普通にデブだし俺デブだ
[00:40:31.160] しパント落ちるし普通にデブだし
[00:40:44.490] [音楽]
[00:41:23.440] もうもう嘘でしょ
[00:41:28.890] [音楽]
[00:41:32.560] 神なんてい
[00:41:38.319] ない神なんていない
[00:41:42.520] よマジ
[00:41:50.760] で
[00:41:53.680] ちちょっと
[00:42:04.980] [音楽]
[00:42:13.240] おおしょうがないからここでほるしかねえ
[00:42:15.720] な
[00:42:20.220] [音楽]
[00:42:37.440] や
[00:42:41.640] わおっから映っても
[00:42:47.079] なあ
[00:42:50.280] っと
[00:42:52.370] [音楽]
[00:42:54.680] ちょっとえ
[00:42:59.280] ちょっと
[00:43:02.520] ちょっと頼むっ
[00:43:08.320] [音楽]
[00:43:14.599] てああやめて
[00:43:18.550] [音楽]
[00:43:22.040] ああああ8万が
[00:43:32.600] [音楽]
[00:43:36.400] 頑張れ
[00:43:44.839] 頑張れええちょっと
[00:43:56.690] [音楽]
[00:44:11.720] でも勘弁して
[00:44:17.040] くださいあ終わっちゃった強終わっちゃっ
[00:44:20.200] た教終わっちゃっ
[00:44:22.880] た教終わっちゃって1番タブーなのに
[00:44:33.960] 遠終わっちゃ毒終わっちゃった
[00:44:39.480] よちょっと待ってて
[00:45:03.839] ちょ待
[00:45:05.720] これちょちょっと時間時間もらっていい
[00:45:09.920] すかすいませ
[00:45:19.800] んちょっと待て
[00:45:27.839] ちょっと待て
[00:45:31.880] よちょっとさあちょ待ってちょっと
[00:45:39.559] さおいこんなのこんなことあるかねクソ汗
[00:45:46.280] かいたわなんかもうちょっと待ク汗書い
[00:45:48.920] てるし
[00:45:50.359] もうちょ待ってよ待ってちょっと待って
[00:45:53.680] もうカメラ変えるからねカメラ変えるから
[00:45:56.200] ね
[00:45:57.440] メラ変えますんで頑張れ
[00:46:00.000] 頑張れ
[00:46:01.800] 何
[00:46:03.319] もう緊急SOSって何ちょっと待ってが
[00:46:07.760] わからん
[00:46:10.079] あブカ今機材トラブル中
[00:46:13.839] です
[00:46:15.800] トラブル頑張れ頑張れ絶賛絶賛トラブル
[00:46:22.200] 中ちょっと
[00:46:24.960] 待てただこのこの
[00:46:27.680] カメラ私仕切り直しやちょ待ってよ
[00:46:32.119] いとそとこの8万のはもうカメ2度と使わ
[00:46:35.800] んこれ
[00:46:36.760] 本当本と使わん
[00:46:39.640] わ頑張れ頑張れ
[00:46:43.760] け頑張れ頑張れめっちゃかっこよかったの
[00:46:48.760] にめっちゃかっこよかったの
[00:46:51.559] に頑張れ頑張れちくしめっちゃ汗たけ
[00:46:57.160] ちょっと待って
[00:46:58.319] ねまだやるよ全然
[00:47:02.160] ちょっともう勘弁して本当に勘弁してそう
[00:47:07.440] いうのくだらんわくだらないん
[00:47:13.000] じゃ待て
[00:47:15.559] な待てよなカメラ変えてるからうるさい
[00:47:21.880] の慣れないことやるから
[00:47:28.880] カムにする充電しながらカム使これ無敵
[00:47:34.359] やろ無敵
[00:47:37.319] やろらなんかこっちの方画質いいしなんか
[00:47:41.359] こっちの方が画質良くねiPhoneのが
[00:47:43.319] 画質良くね全然いいじゃんこっちでなあ
[00:47:47.720] iPhoneの方が画質良く
[00:47:50.599] ねめちゃくちゃ明るいじゃんこっちの方が
[00:47:53.800] こっちの方がいい
[00:47:55.839] じゃん俺汗かいて前髪もう変なになってる
[00:48:00.960] しふざけんなマジ
[00:48:03.370] [音楽]
[00:48:09.200] で仕切り直させてくれりもう1回やらせて
[00:48:13.520] くんねも俺にチャンスくんねもう1回俺に
[00:48:17.640] チャンス
[00:48:18.260] [音楽]
[00:48:21.160] くれよ俺にチャンスくれよおめえ
[00:48:24.920] なまらんまあカメラ一生定まら
[00:48:39.240] んこっちの方がええや
[00:48:42.359] んこっちの方が
[00:48:45.280] ええ熱い
[00:48:47.960] そしてこっちの方がええよこれで行くわ
[00:48:52.240] ふざけんな
[00:48:54.040] よあ
[00:49:00.760] ちょっともう
[00:49:09.520] 本当もう本当ダメじゃん
[00:49:15.319] 今日なんやのよ
[00:49:19.319] もうなんやのよもう今日
[00:49:22.799] はきこりんちゃうね
[00:49:28.119] こ恥ずかしいこの丸いモニター設定する
[00:49:30.680] とこ見られんの恥ずかしいこれ丸い
[00:49:32.839] モニター設定するの見られんのちょっと
[00:49:34.400] 恥ずかしい
[00:49:38.520] これここ見られるのすごく恥ずかしいここ
[00:49:41.960] 見られるのすごく
[00:49:47.000] 恥ずかしい反応悪いの
[00:50:00.319] はい皆さん大変お待たせいたしました
[00:50:03.559] 申し訳ございません申し訳ございませ
[00:50:07.319] んあ丸いモニター設定してるはいはいはい
[00:50:12.760] 申し訳なませんねちょっと
[00:50:15.400] あのもう気持ちいいとこなったの
[00:50:20.799] に最初から瀬取り変えるわじゃあ瀬取り
[00:50:25.880] 変える
[00:50:27.319] 手取り変えますふざけんなよ
[00:50:31.240] おいタグ
[00:50:33.680] よ気持ち良かったのに
[00:50:36.760] なここちょっと適当に回すわもう今もう
[00:50:40.559] 考えてちょっと考えてきたやつ全部なし
[00:50:42.839] 途中で終わっちゃったから本当いいとこだ
[00:50:45.599] じゃもあのはいすいません行き
[00:50:50.359] ます流れてるよね音
[00:50:54.000] ねえ音流れてる
[00:50:58.280] 流れて返しもなんや
[00:51:00.799] ねん意味がわから
[00:51:03.599] んふざけんな
[00:51:05.839] よ1000人記念なんです
[00:51:08.799] 今日もう1回行き
[00:51:12.400] ますすいません仕切り直してもう1回やせ
[00:51:15.040] てくださいすいませんすいませんでござい
[00:51:18.280] ますこっからね仕切り直していき
[00:51:23.880] ましょうゲーム音楽多めで行こうかなあ
[00:51:27.880] ありがとう200
[00:51:29.150] [音楽]
[00:51:43.400] ミッこれでiPhone壊れた呪い
[00:51:46.680] だろわ100ビありがとう
[00:51:51.150] [音楽]
[00:52:16.440] ちょっとも怖いわ
[00:52:19.810] [音楽]
[00:52:40.760] あきさんこんばんはごめんねあの挨拶でき
[00:52:44.000] なかったらごめんできてなかったらごめん
[00:52:45.400] ね
[00:52:56.640] お
[00:53:05.870] [音楽]
[00:53:32.000] もうさっき止められたらマジ痛いもう
[00:53:35.119] なんかちょっとちょっと乗りきれん俺が
[00:53:37.520] いる
[00:53:39.319] なんか何6度ってお前何や6度とかもう
[00:53:42.720] ええねんそういううんそれ映しとけ
[00:53:45.080] [音楽]
[00:53:47.480] ええおなんだお前お前もうええてそういう
[00:53:51.599] の
[00:53:53.160] 本当これだけ映しとええや
[00:54:00.359] グタグタじゃねえか
[00:54:04.880] よなんかお菓子食べながらルタ食べちゃう
[00:54:08.960] かルタだっけんだっけルタ食べようか
[00:54:12.200] 美味しくいただきました僕が持ち帰った
[00:54:13.799] ケーキはごちさでした皆さんがね食べる
[00:54:16.640] 予定だったケーキは僕が全部食べました
[00:54:18.839] ロックマやりながら全部変な動きって言う
[00:54:22.280] なよお全部変な動きって言うなよ
[00:54:28.280] あん変な動き
[00:54:30.880] てルーブルフロマージュ
[00:54:33.839] なんでなんで笑ってるだけで俺笑われ
[00:54:36.599] なきゃいけねんだよふざけん
[00:54:45.240] [音楽]
[00:54:47.720] なまぶちゃんが好きじゃないかなこの曲
[00:54:51.599] わかんない
[00:54:53.160] [音楽]
[00:54:55.319] けど
[00:55:07.970] [音楽]
[00:55:25.319] HT
[00:55:29.120] [音楽]
[00:55:57.960] テンションあげ
[00:55:59.790] [音楽]
[00:56:01.599] てらなんで俺が滑ったみたくなってんのよ
[00:56:06.200] ななんで俺が滑ったみたくなってんの
[00:56:09.030] [音楽]
[00:56:16.270] [拍手]
[00:56:16.800] [音楽]
[00:56:25.240] よDET
[00:56:28.760] [音楽]
[00:56:56.359] T
[00:57:01.070] [音楽]
[00:57:26.319] あ
[00:57:39.930] [音楽]
[00:58:12.960] モハもまた続きやりたいね途中で終わっ
[00:58:16.119] ちゃってるから
[00:58:17.200] ねていうか画質めっちゃえ8万の意味全然
[00:58:21.920] iPhoneのがいい
[00:58:25.119] じゃんお
[00:58:27.520] [音楽]
[00:58:56.440] T
[00:58:58.580] [音楽]
[00:59:40.880] あめちゃん
[00:59:49.599] こんばんはあっちわあっちわい
[00:59:56.200] え
[01:00:05.180] [音楽]
[01:00:26.119] N
[01:00:28.000] [音楽]
[01:00:56.079] he
[01:00:57.790] [音楽]
[01:01:39.280] も暑くてなんか動きもなんか弱弱しくなて
[01:01:43.280] き
[01:01:44.520] た熱いそねみんな見えないように隠してん
[01:01:48.440] だけどここにね扇風機置いてるからね扇風
[01:01:51.440] 機置いてるから
[01:01:54.839] あういやレボついとるってもうついとんね
[01:01:58.760] もうつい
[01:01:59.570] [音楽]
[01:02:24.839] とる
[01:02:35.130] [音楽]
[01:02:54.839] jegJA
[01:02:56.960] [音楽]
[01:03:25.920] DET
[01:03:29.350] [音楽]
[01:03:57.039] あごめん間違っちゃっ
[01:03:58.240] [音楽]
[01:03:59.960] た戻しちゃった戻しちゃったみんな戻し
[01:04:06.119] ちゃった曲もう1回聞こうもう1回
