[00:00:29.720] ສ
[00:06:15.039] やはりエロは全てを作うんだな。
[00:06:18.680] 音大丈夫か?音大丈夫か?これニューゲームでいいのか?続きから
[00:06:24.160] どっからやればいいんだ?これでいいの?ロートします。はい。前回のあれになってんのか?え、何これ?いや、待って待って待って待って待って。なんかなんかデータ残ってる。これどうい?ちょっと待って。え、これ最初からていいんだよな。
[00:06:31.694] [笑い]
[00:06:41.319] ダニーガーデン。
[00:06:42.400] あ、ありがとうございます。あ、データ分けるか。データ分けるか。
[00:06:43.484] [笑い]
[00:06:47.360] あ、データ分けるか。えー、ニューゲーム。
[00:06:53.720] むくむくむくむく。
[00:06:55.274] [笑い]
[00:06:56.720] ペペペロ、お疲れ。ペロお疲れ。やっていくぞ。やって。俺の名前はレン橋本レン。よろしく。もう今日ちょっと、今日ちょっとこ今回はちょっともう俺行きたい子まってるんですよ。
[00:07:05.099] [鼻息]
[00:07:15.080] 行きたいこう決まってるんすよね。会社首
[00:07:19.240] になりました。[笑い]
[00:07:21.919] 当然か。1では2人じゃないからね。
[00:07:24.680] むしろ今までよくいや、今時会社首にな
[00:07:27.639] るってことないぞ。なかなか超会面って
[00:07:30.720] ことだよな。超会面職ってことだよな。
[00:07:33.960] なかなかないと思うけどねえ。何?え、
[00:07:36.520] 好みのタイプ?
[00:07:38.840] 前回これ行ったんだよ。ミステリアス
[00:07:40.759] なお姉さんに行ったんだよ、前回。
[00:07:42.319] どうやのかもう運転むクムクしてきちまうよな。あ、お疲れちゃん。行くぞ。ツんでるな子行きましょうか。もう名前忘れたけど。あの紫の子行きましょう。紫の子行きましょうか。紫の子来ちゃった。結局お店お酒が伸びるお店を探してる。でも今日ぐらいはいいじゃない。こんな日ぐらいは力にお前よく前財布の中
[00:08:08.240] 1万5000円でこんな店来たな。
[00:08:10.879] 気も座りすぎだろ。
[00:08:14.280] お回りさです。ここに心者みたいな人がいます。
[00:08:14.530] [叫び声]
[00:08:18.440] エロすぎるんよ。[笑い]
[00:08:22.639] むっほ
[00:08:23.680] エロすぎるんよ。ええ、違います。不審者なんかじゃないんです。
[00:08:28.560] 本当ですか?その焦り方とかなり怪しいんですけど。
[00:08:32.839] お前の方が不審者だろどうかも。お前、これこれでお前この店通ってんの?
[00:08:38.479] 私服が地上[笑い]
[00:08:39.680] 本当だよ。
[00:08:40.399] でも不審者じゃないなら何者ですか?
[00:08:43.680] どう?
[00:08:44.000] 死にそうな顔してお店の前でうろうろして。
[00:08:47.480] しかも1
[00:08:48.519] 人になりたくないとか真剣な顔して呟いちゃってましたし。
[00:08:51.211] [音楽]
[00:08:52.880] ちょ、今回この子行きますからね。
[00:08:54.440] うん。怪しい。やっぱりかなり怪しい。不審者だ、この人。お回りさん。
[00:08:57.106] [音楽]
[00:09:01.120] 笑。叱られたすぐ。笑笑。
[00:09:03.001] [笑い]
[00:09:06.680] いいっすね。ナがいいね。ナいよ。開幕グッド。開幕グッドな気持ち悪さだね。え、何?しかれた。叱られたすぐる。いいっすね。気持ち悪いですね。叱られたすぐる。
[00:09:18.066] [笑い]
[00:09:25.320] あ、怒った。今怒りましたよね。
[00:09:27.959] 前回あれだよな。
[00:09:29.000] 前回中がどうしてもあのこの子行きたがってたからんだ。笑
[00:09:33.786] [笑い]
[00:09:35.440] こ今日今回はお前のお前の激しい。この子行くよ。この子行くよ。
[00:09:40.720] よしよし。怒る元気はあるんですね。全く死そうな顔とかしないでよ。ま、もしかしてあれです。
[00:09:46.886] [音楽]
[00:09:49.160] 別にそれほどでもないけどわざと深刻な顔して周りにアピールするタイプとか。
[00:09:54.399] いるいるよね。
[00:09:55.600] 誰か心配して声かけて寂しすぎてしまかって
[00:09:58.676] [笑い]
[00:10:01.360] いいですね。
[00:10:04.320] 何勝手に帰ろうとしてるんですか?まだダめ。まだ返さないというかこの辺でうろうろしてた。
[00:10:12.360] いや、選んでない。選んでない。あの変なピンク色の髪の名前全然忘れたけど。こりんこんばんは。
[00:10:17.399] 前はあの辺のピンク色のピンクがあったからエッチな女の子がいるお店でもて元気にしてもらおうみたいな。
[00:10:23.567] [音楽]
[00:10:27.079] どこが元気になっちゃうんですか?どこが?
[00:10:30.440] ふ。
[00:10:30.760] より父がでかい方に行った。見てください。
[00:10:32.737] [笑い]
[00:10:35.000] いや、この子も十分ですよ。十分大きいですけどね。これマウスポインターって映ってんの?エロすぐる。エロすぐる。
[00:10:43.217] [笑い]
[00:10:46.440] ここの空気になりたい。この部屋の空気にならせてください。
[00:10:49.880] 私が働いてるお店に決まってるでしょ。
[00:10:51.880] 順番に肺に入って循環していきたい。この女の子たちの肺に空気になって入り込んで循環していきたい。
[00:10:54.352] [笑い]
[00:10:59.800] 私だけじゃなく可愛い女の子を素なって酸素になって
[00:11:06.480] 酸素になって血液で巡りたい。
[00:11:08.800] さあ
[00:11:09.639] よろしくお願いします。
[00:11:11.240] もうすっごいって評判だし、どんなことしてくれるのか気になっちゃってる。
[00:11:17.440] もうお前そんまもうこも風俗のお前誘い文句じゃねえかよ。今から別のお店探目どうかな。他にも女の子いるんでね。なら入ってあげてもいいけど。なんで偉そう。
[00:11:19.242] [笑い]
[00:11:30.680] め、
[00:11:31.720] 今日はお店に入れてあげません。
[00:11:33.399] あらららららららら。
[00:11:35.360] 何ですか?
[00:11:36.000] 県外で声をかけちゃったからお店に入れたらキャッチになっちゃいますよね。
[00:11:40.203] [笑い]
[00:11:43.600] だめ。
[00:11:44.160] そしたら私がお回りさんに捕まった。
[00:11:46.753] [笑い]
[00:11:47.519] そんなことも分からないんですか?
[00:11:50.760] ああ、また怒ってる。ちゃったの?
[00:11:52.648] [笑い]
[00:11:53.920] しょうがないですね。じゃあこれあげるから機嫌直してください。はい。
[00:11:59.839] うちの入天権利。これで次から好きな時に遊びに来ていいですよ。
[00:12:02.473] [音楽]
[00:12:04.720] やったぜ。
[00:12:08.720] うーん。顔色も良くなってきたし、もう大丈夫そうかな。いいですよ。帰ってよし。
[00:12:16.720] 行ってよし。これ前回も言った気がする。
[00:12:18.848] [笑い]
[00:12:19.399] は、そんなわけないでしょ。勝手な妄想しないで欲しいんですけど。アップとかはキモい。オート。オートってやっちゃった。
[00:12:27.040] え、これオートって?え、ちょっと待って。あれ?何これ?どうやって?
[00:12:33.258] [笑い]
[00:12:34.079] ていうか
[00:12:34.680] 全然
[00:12:35.120] 元気出たならさっさと帰ってください。私はこれから忙しいんですけど。
[00:12:41.279] な、何それ?急にありがとうとか言ってくるのずるい。めてくれ。
[00:12:47.760] あの下り顔勝ち誇った顔してるし。ムかつくムかつくむかつくからもっと文句言いたいんですけど。
[00:12:48.323] [笑い]
[00:12:51.598] [泣き声]
[00:12:57.720] お店に絶対に来てください。めちゃくちゃ文句言ってやるんだから。いや、マジ決めた。マジ今日はもう今回は浮気しません。もうこの子で行きます。いや、最初前回も本当はこの子行こうとしてただ途中でなんかもっとおっぱいの大きい女が出てきたからそっち行っちゃったんだけど今回はもう君に決めた。なんだろう。不思議な子だな。
[00:13:09.284] [咳払い]
[00:13:13.869] [笑い]
[00:13:24.680] 当然偶然と出会ったばっかりな。
[00:13:26.680] 負けたんか?
[00:13:27.279] 父に負けたな。やっぱ何か美味しいものでも買って帰るか。それでお風呂に入って寝よう。
[00:13:28.934] [笑い]
[00:13:35.959] でも茶まげは映り。
[00:13:37.839] 大丈夫大丈夫。今回はもうもうあの初対面じゃないからな。みんななもう誰がいるか分かってるから。なぜか気持ちは変わったな。昨日ほど人生に絶望してないなんとかするしかなんと。とにかく行動だけでも試してみよう。それでダメだった時はまたそん時考える。
[00:13:53.240] まだ家具がある。
[00:13:55.134] [笑い]
[00:13:57.399] そっか。前回全部売り払ったんだっけ?金なくなって。
[00:14:01.029] [笑い]
[00:14:01.920] 草。
[00:14:03.000] そうだ。まだまだ人間の住む家だったね。前はただの箱になったもんね。ただのでかい箱になった家が。ただの四角い箱になった。何もなくなったから。えっと何?かなちゃん、りんちゃんみゆかちゃんエリサちゃんね。こ
[00:14:21.240] じゃない。
[00:14:21.920] エリサちゃんね。
[00:14:23.600] クオンちゃん、そちにトレにえ、ルナちゃんかプライバシーとか防犯の家計とか顔は乗ってないな。どれが昨日あったこなんだろう。
[00:14:33.160] バニガ2
[00:14:33.959] ですよ。しね、こんばんは。バニガ
[00:14:36.399] 2周目やっていきます。もう1
[00:14:38.120] 周やったんだけどね。ちょっと前に一周
[00:14:40.079] やったんだけど、どうしてもちょっと心に
[00:14:43.000] 残ってる女の子がいて、ちょっと
[00:14:44.800] そいつ行きたいなっていう
[00:14:52.560] ルナはごめん。[笑い]1
[00:14:54.839] 周目でやめたおじり違う1周したよ。全部
[00:14:58.160] 1周した。あの
[00:14:59.079] 今回のターゲット
[00:15:00.320] 今回のターゲットはあのなんか紫色の子名前忘れた。もう名前忘れちゃ。女の子の名前覚えらんねえんだよな。
[00:15:03.910] [笑い]
[00:15:09.959] 女の子の名覚えられまへん。
[00:15:12.040] エルサ、
[00:15:13.199] エルサ、エルサ、エリサ、エリサ、え、エルサ、エル、エ、エル。あ、出た。ほら、これ昨日行った。この前回行った。このピンクの
[00:15:21.519] バニーガーデン。
[00:15:22.320] どうもこん
[00:15:22.920] どこす。どうもこんちす。
[00:15:24.880] うわ、
[00:15:25.600] うわってなんだこれ。どうもこんばんは。
[00:15:28.720] 元か。
[00:15:29.319] まさか本当に遊び。あを判断してないなんですね。こんばんは。いやいや、そんなことないよ。
[00:15:30.110] [笑い]
[00:15:38.000] そんなことなくない。別に。いや、お、
[00:15:39.600] 前回グローとかだったっけ?
[00:15:41.319] そう。そう、そう、そう。前回く、え、なんだっけ?クオンさんてなかったっけ?
[00:15:45.399] 黒、この人。この人。このこの右にいる。左にいる。
[00:15:51.440] 何?水平父。おになりそう。ここだって。お前見てみ。ここ。おい。これさ、マウスポインターって映ってんの?マウスポインターって。こう、もうやばいやん。は、ちょっともうそり返ってますやん。すごいで、このおっぱい。
[00:15:53.035] [笑い]
[00:16:06.000] は、そんなこと言ってないし。勝手な妄想キモいんですけど。
[00:16:11.079] 文句を言いたいから絶対お店に来てってそう言われたんだけどな。
[00:16:15.160] 1
[00:16:15.360] 週間前にほんの少しあっただけなのに。まさかそんなくだらないことを。
[00:16:15.961] [音楽]
[00:16:20.759] このね、このね、いや、このね、このね、この、このお尻の始まりがエロいねんな。お尻の始まりが見えてんのがエッチなん。わかる?
[00:16:26.441] [笑い]
[00:16:30.000] さん、こんばんは。
[00:16:31.480] こんばんは。で、ターゲット変わってしまうか飛ばしますか?変わります。
[00:16:34.956] [笑い]
[00:16:35.399] いや、マジで変わらない。マジで変わらない。今回はマジでこの子に行く。なんかなんかしんないけどあれからね、もう
[00:16:41.680] 1
[00:16:41.880] ヶ月ぐらい経ったかな?この前回この、え、左にこのピンクの子行ってからクリアしたんだけどなんかね、この子がね、なんかちょっとね、断ることにちょっとなんか、あ、なんかあの子可愛かったなみたいなあって。
[00:16:56.480] ツンデレ好きなの?
[00:16:57.800] ツンデレ好きかもな。好きかもな。
[00:17:00.440] 変な人なんですね。
[00:17:01.399] あるもあるマジであのあのゲームの中だけね。うん。これ現実でそういうことされたらちょっともうなんやこいつってなるからな。でも君も覚えててくれたんだよね。顔を見た瞬間分かってくれたし。
[00:17:07.706] [笑い]
[00:17:13.520] 笑笑。
[00:17:15.240] 現実で積んでるとかいたらちょっと
[00:17:17.039] ああああまたその顔してる。その勝ち起こったような顔ムかつく。
[00:17:24.000] でも
[00:17:24.640] この子は貧入であって欲しかった。
[00:17:26.702] [笑い]
[00:17:27.839] いや、バニーガーデンには貧はいないからきたくなるねんな。みんな
[00:17:33.080] DV
[00:17:33.600] 男もいる。え、なんで?え、みんな、え、みんなは何?この子あんまりなの?
[00:17:35.872] [笑い]
[00:17:40.120] セームスゴッドセ
[00:17:41.720] ニナはずっとこの子してたけどな。はずっとこの子してたけど
[00:17:45.799] ねえ。正直に答えてください。[音楽]
[00:17:48.600] はい。
[00:17:49.120] 別に深いはないね。
[00:17:50.937] [笑い]
[00:17:52.320] 私とこので会うのって。
[00:17:55.080] 今日が初めてですか?
[00:17:56.600] これほら、
[00:17:57.200] 変な嘘とかつかないでくださいね。
[00:17:59.080] これ2
[00:17:59.480] 周目だから知ってんねん、この子。なぜか分からないけど。背中に見覚えがある。
[00:18:06.039] おかしいですね。私も同じです。
[00:18:09.200] これ2周目特有の
[00:18:10.240] なぜか初めてじゃない気がするんです。こんなこと言うとおかしい子かなって思われちゃうかもしれませんけど。私
[00:18:18.159] ほら[音楽]
[00:18:18.960] あなたとずっとお話したこと。
[00:18:20.679] あら、かいいんだから。
[00:18:24.480] ずっとずっとずっとお話したかったけど
[00:18:28.159] 背中に視線を感じるだけで無法
[00:18:31.080] 話はできなかった。
[00:18:32.857] [笑い]
[00:18:33.360] だから今こうしてようやくお話できるようになって私本当に嬉しいです。
[00:18:41.080] 匂い嗅かせてくんねえか。
[00:18:42.080] え、思っちゃってるんですけどこれってどういうことなんでしょうね。
[00:18:46.559] こういうやつほど配信ではコメントしない。
[00:18:48.640] 自分でも意味がわかりません。[笑い]
[00:18:50.919] ロムぜ。
[00:18:51.480] やっぱり忘れてください。りんさんがお勧めしてくれた異世界転生物のアニメを見すぎちゃった影響だと思います。はい。バカな話はここまで。今までのことは全部忘れてください。なんなの?
[00:19:05.080] いや、可愛いじゃん。この子でしょ。今回
[00:19:07.799] ね。可愛いよな。
[00:19:09.840] なんでなんかと俺しか喜んでないの?なんでもうだって。え、だって全員見たやん。え、アンケ、アンケ、アンケ取る。
[00:19:13.468] [笑い]
[00:19:19.600] アンケ取ろうか、じゃあ。あ
[00:19:21.679] あ、別にもうないですけど。というかそもそもあなたに興味ないし。
[00:19:23.948] [音楽]
[00:19:26.960] いや、それは無理があるって。さっきのお前
[00:19:29.280] 側はよい
[00:19:30.200] 何言ってるの?そんなわけないでしょ。
[00:19:31.808] [笑い]
[00:19:34.080] 側別に嫌いとも言ってない。勝手に話を進めないで
[00:19:37.703] [音楽]
[00:19:40.978] [笑い]
[00:19:41.039] なのも何飲みます?
[00:19:43.600] ま、確かにもうちょっとゴミのゴミを見るような目で俺を見てほしい。
[00:19:46.679] ブルンブルン。
[00:19:48.559] え、どうしよっかな。俺が何飲むか?俺はもう安酒だけ。俺水いんだけど。俺金ねえからよ。水でいいぞ、俺。俺水でいい。ま、ウーロンハイでも飲んどくか。
[00:19:53.423] [笑い]
[00:19:58.663] [音楽]
[00:20:00.919] 私も頂いていいですか?
[00:20:04.200] えっとね、何が好きなんだっけ?この子甘いやつ好きなんだっけ?カしそれ違うな。なんだって前なんかやっカミルコやろ。
[00:20:13.679] もカミルこ大好きなんですよね。
[00:20:16.400] 覚えてんねん。
[00:20:17.280] コーヒーの香りとミルクのままろやかさが最高。ああ。みんな
[00:20:27.559] いただきます。[笑い]
[00:20:31.414] [音楽]
[00:20:31.440] ミルクね。
[00:20:32.280] 会館。会館。
[00:20:34.280] じゃ、とりあえず初回なのでこのお店のことを説明しちゃいますね。
[00:20:38.440] よろしくお願いします。
[00:20:39.520] お店の名前はバニーガーデン。女の子と楽しくおしりしてお酒を飲む場所です。
[00:20:42.549] [音楽]
[00:20:45.840] これ以上説明することはないですね。あなたの欲望のままに楽しめばいいんじゃないですか。
[00:20:51.064] [笑い]
[00:20:52.600] こんなことしたらお前止まんなくなっちゃうよ。ど
[00:20:54.840] 切度とマナーは守ってくださいね。
[00:20:56.304] [笑い]
[00:20:57.600] 庭に産主師長何?庭にはこもあるってどういこと?
[00:21:04.960] 身の竹を湧きまえずに借金を重ねて予選行きになった人たくさん
[00:21:10.200] だ。まだ家具いっぱいあるから大丈夫。まだうちには家具がいっぱいある。
[00:21:15.039] どうでしょうね。北の割れた海は冗談で済まないくらいにらしいですよ。じゃか
[00:21:22.400] でもこれさ、あれだからね。あのなんだっけ?プレステ
[00:21:25.480] 3のさ、俺がやってたあのなんだっけ?
[00:21:27.159] またか売ってしまうの?
[00:21:28.480] あのなんだっけ?あれあれと一緒だからなんだっけ?名前忘れちゃった。
[00:21:34.559] ドリクラと同じシステムだからね。これドリクラよりエッチだけど。
[00:21:38.480] ドリクラよりエッチだけどね。
[00:21:42.200] 分かってたし。
[00:21:43.720] これからするつもりだったし先に言わないで欲しい。
[00:21:47.200] 可愛いなお前。じゃあごめんね。それじゃあ自己紹介をお願いします。
[00:21:51.360] そっちに主導権を握られるのむかつくんですけど。
[00:21:53.290] [音楽]
[00:21:54.360] 分かる。
[00:21:55.279] でも仕方ないからしてあげます。
[00:21:57.799] 男は主導権を握るんじゃない。
[00:21:59.679] 名前はエリサです。このお店には体験入点としてお世話になってます。
[00:22:06.320] あ、体験入点なんだまだ?
[00:22:08.080] いえ、
[00:22:09.039] ちゃんとしたキャストではあるな。
[00:22:10.975] [笑い]
[00:22:11.600] 一応私の希望で体験入点ということにしてもらってます。その方が色々と都合がいいと。
[00:22:14.905] [音楽]
[00:22:18.240] え、どこ逃るの?[笑い]
[00:22:22.559] はい、私の自己紹介は終わったので次はそっちの番。
[00:22:26.880] なんでその方が色々都合がいいってなんだよ。えっと、レンティますかな?
[00:22:31.600] とりあえず覚え
[00:22:35.640] 操縦してもらおうぜ。操縦してもらおう。
[00:22:37.175] [笑い]
[00:22:39.480] 指揮感だのつって
[00:22:44.400] 首だから前にあった時あんなに元気なかったんですね。あ、だとしたらちょっとひどかったか。あの時人の気を引きたいから深刻な顔してるんでしょうとかあり
[00:22:51.585] [笑い]
[00:23:01.159] メリカシーのないこと言っちゃってましたね。
[00:23:02.720] [笑い]
[00:23:04.480] 本当にごめんなさい。
[00:23:05.799] ちゃんと謝れます。この子は気にしなくていいよ。
[00:23:08.279] あの時エリスちゃんのおかげで元気ってたんだし。だから今日はどうしても面倒向かって俺を言いたかった。ありがとうちゃん。あ、別に私何もしてないし。
[00:23:17.279] ガチで言われても困るんですけど。食っていいな。デリあり。
[00:23:22.559] 何デありって?デアリって何?デリあり
[00:23:23.681] [笑い]
[00:23:28.200] でもそこまで言うなら[笑い]
[00:23:30.799] いや絶対今回はこの子だって。
[00:23:33.520] 私もあなたの元気になった顔見れてだろ。
[00:23:38.091] [笑い]
[00:23:38.200] そういうことびてくれたんだから。
[00:23:39.679] なんかとんでもねえ言葉かと思った。ごめん。
[00:23:42.640] ごめん。とんでもねえ言葉かと思った。ごめん。なんでもなった。ごめん。なんでもない。ごめん。ごめん。
[00:23:48.080] ほら酒はどうするの?まだ飲みますか?それともう帰る?
[00:23:49.226] [音楽]
[00:23:52.400] 帰りません。延長します。延長つ。
[00:23:55.720] まだ私と痛いん。
[00:23:56.919] デリ抜きなし。
[00:23:59.120] 何飲みます?
[00:24:01.000] え、何飲もっかな?延長。えー、俺カ折れとかでいいんだよな。
[00:24:09.760] ちょっと喉が乾いちゃったな。
[00:24:12.840] えっと、ちょっと高いの行ってみる。
[00:24:15.799] 神酒頼めるかな?
[00:24:17.600] 美いしいですよね。私結構好きです。
[00:24:18.701] [笑い]
[00:24:22.919] 相変わらず気持ち悪いっすね。口髪酒け。
[00:24:25.251] [笑い]
[00:24:30.360] 気持ち悪。なんかさ、X
[00:24:32.080] でさ、クソきめえ動画流れてきたんだよな。なんか女の子のこういうだからガールズバーみたいなやつでさ、なんかカ折れくれっつったらなんか女の子がコっぺにペッ入ったやつ。
[00:24:44.559] あれ何なの?あれ?あれマジであるの?あの店ねえ。あの店マジであるの?
[00:24:49.960] え?キモないか?あれはさすがにあれさすがにキモいよな。なんかバナナオレト。
[00:24:58.120] バナナオーレくださいつったら女の子がバナナてぐちゃぐちゃぐちゃって噛んだやつベって入ってそれ飲んでたよ。
[00:25:04.799] だいぶキモいで。あ、リアルはやめてね。うん。リアルはやめて。ゲームの中、ゲームの中でもきついけどね。それ
[00:25:13.159] 少し待ってくださいね。シーカーを用意しなきゃなので。
[00:25:16.159] そんなされたら普通に切れるで。
[00:25:18.307] [笑い]
[00:25:19.000] え、あれマジであんの?あの店ああいう店ってま、あるあるんあるんだよな。多分な。
[00:25:24.760] ルーデ行ってまうが。
[00:25:26.822] [笑い]乾杯。
[00:25:29.799] 果たしてグーで行く権利あるんだろうか。は。口髪酒飲みてえとか言ってんだから。ま、ゲームの中だけな。
[00:25:32.717] [笑い]
[00:25:38.679] てか
[00:25:39.960] いや、金取るんでしょ。
[00:25:41.360] 喜んで飲んでるよ。ど
[00:25:42.600] ちょっとしっかりした方が良くないですか?
[00:25:44.799] なんですか?何が?何が
[00:25:46.720] だってその
[00:25:47.720] はい。
[00:25:48.480] 仕事を首になったんだよね。
[00:25:50.279] はい。
[00:25:51.200] こういうところでお酒を飲んでて大丈夫なんですか?
[00:25:52.367] [音楽]
[00:25:54.880] それマジな。それマジな。でもさ、1
[00:25:57.039] 回首になっちゃったらもうなかなか最終就職ってできねえからな。首ってやばいからね。今首って要は超面職ってことだから、もう就職なかなかきついっすよ、これ。普通の食にはつけないんじゃないかな。
[00:26:02.847] [音楽]
[00:26:10.279] あ、ごめんなさい。そうですよね。私何言っちゃってるんだろう。
[00:26:16.840] そうなの。超会面職ってあの履歴書に
[00:26:20.559] 保険申請しなかないから何したん
[00:26:24.080] 絶対言われる。絶対言われる。で、それで結局だめちゃめちゃ最終厳しくなるよ。
[00:26:27.919] から、あの、日本の会社は超会面職って首
[00:26:32.120] なかなかやら、やらないのはやらずに自主
[00:26:35.960] 代謝みたいな感じで自分から自出せよ
[00:26:39.799] のあの自分からやめたって自己都合でやめ
[00:26:43.320] たっていうその先のことも考えてそいて
[00:26:46.120] 言ってんだな。
[00:26:47.799] せっかく会いに来てくれてお酒も一緒に飲んでくれてるのに私
[00:26:55.200] それなのにこいつは
[00:26:57.213] [笑い]
[00:26:58.480] 俺は首になってるだから相当なことやった多分あの飲酒運転は
[00:27:05.399] 1発で首になるよね。1
[00:27:07.120] 発で首になるんだ。
[00:27:08.159] 本当にごめんなさい。でもあなたのことを考えたらしい。
[00:27:13.240] 涙浮かべちゃってスポイトでスポイトで採取していいすか?
[00:27:18.440] ないよ。
[00:27:18.919] スポイトで採取してペトリザに入れたいすね。その涙なあ。ペトリザでさ、あの用しよう。涙を
[00:27:27.039] ねえ、その顔、その顔やめて。
[00:27:30.120] そんな爽やかな顔でドヤ顔されると悔しいんですけど。
[00:27:34.760] そもそも心配なんかしてないし。[笑い]
[00:27:37.159] 勝手に勘違いして随分とポジティブなんですね。
[00:27:39.134] [音楽]
[00:27:40.840] で最近みたい。
[00:27:43.064] [笑い]
[00:27:44.960] 別に嫌いじゃないけど、だからと言って好きとは名言してないんで勘違いしないように。
[00:27:51.760] 全然いいよ、この子で。可愛いじゃない。
[00:27:54.240] どっか調子狂っちゃうな。なんか今日は時間が過ぎるのが早いかも。次のドリンク用意しましょうか。
[00:28:02.720] 足りめえよ。
[00:28:04.159] ありがとうございます。もう少しだけ私と一緒に過ごせてよかった。
[00:28:10.000] いや、なんかなんでこの子がね、あ、前回こさ、右のこのいや、左のなんだ、この子名前なんだっけ?クオンちゃんクリアした後もこの子がね、あの、頭から離れなかったかと言うとこれみんなには見せでもあれか、あの、俺の
[00:28:19.089] [音楽]
[00:28:27.039] Discordに貼ったけどさ、
[00:28:29.320] ASMR、AMSR
[00:28:31.399] だっけ?あれ、エッジモードあるやん。モードでさ、この
[00:28:35.399] 2人攻めみたいなことされたのよ。
[00:28:36.774] [笑い]
[00:28:38.240] もうそれがたまらなくてこの子が出てきてこの子が出てきてね、なんか急にもうそれがエロすぎてもうちょぼ忘れなくなった。
[00:28:46.519] たまらんねん。
[00:28:47.399] もうね、1
[00:28:48.279] 人で楽しみやがって。
[00:28:49.559] たまらんねん。いや、でもあれだよ。乗せたよに。あの配信は配信にはで載せらんなかったからあのあのあれなスクショじゃなくてそのあれだけ載せた写真だけ。
[00:29:02.720] 私も頂いていいですか?
[00:29:05.080] おめのためだったら高けえの入れてる。
[00:29:07.000] ブルーハワ入れたる。
[00:29:08.760] 美いしいですよね。私結構好きです。すぐ準備するのでちょっとだけ待っててください。
[00:29:16.279] あ、これさ、ボトル入れると後ろ行ってくれるんだよな。
