[00:00:25.160] うい。お疲れ。
[00:06:12.240] じんちゃん。じんちゃん。しかもこれ、あの、こないだ、こないだ判明したんだけど、じんちゃんが今回ね、あのバニーガデンツなんかプレゼントしてくれたんだけど、なんか俺プレゼントしてもらったのに受け取りやってなくて
[00:06:23.280] 1
[00:06:23.520] ヶ月ぐらい経っちゃってなんか受け取り期間が終了しちゃったんだよね。で、じんちゃんに電話して、ごめん、もう
[00:06:29.599] 1回買ってくれるつって。もう
[00:06:31.800] 1回買ってもらった。
[00:06:33.680] もう1
[00:06:33.960] 回買ってもらった。うん。お金が返金されたから一緒じゃんつって。
[00:06:38.599] お金が返されたから一緒じゃんつって。買ってもらいました。もう
[00:06:44.120] 1回。
[00:06:45.479] でもなんかじんちゃんはうえセールの時に買ったのにとかって。ごめんごめんごめん。今度なんか飯怒るからつって買ってもらいました。
[00:06:55.560] かわいそう
[00:06:57.400] ということでやっていきますよ。バニーガーデンね。
[00:07:01.120] ちょっとでもさ、怖いのがさ、これ
[00:07:03.120] ban,これ
[00:07:03.840] banれないよな。大丈夫だよな。なんか他が色々みんなやってるから、みんな配信者やってるから多分大丈夫だと思うんだけどされないよな。これでされたらちょっと
[00:07:13.680] 用意した。大丈夫?
[00:07:15.319] これで、これでされたらさ、ちょっとあれさすがにさ、さすがにちょっとこれエコひやんな。もちろん。あ、ティッシュ用意して。ティッシュー、ティッシュー用意しました。
[00:07:26.960] 大丈夫?
[00:07:27.639] ティッシューね。何があるかわかんねえからね。
[00:07:29.919] 禁宿今回はない?
[00:07:31.560] わかんない。え、前回あったんだっけ?前回あったんだっけ?シさんこんばんは。
[00:07:35.720] 前回あったんだっけ?もう前回もね、全然覚えてないんだよね。
[00:07:38.960] ちょっとね。
[00:07:39.840] 前回あのバニーガーデン
[00:07:42.240] あったから気をつけて。
[00:07:43.919] え、ASMRあんの?
[00:07:45.240] 配信中に4545した。
[00:07:47.759] さすにな。いや、それはさすがに。いや、そこら辺は節度持って、節度を持ってやっていきましょう。ま、さすがにこんなんもう
[00:07:53.599] Steam
[00:07:53.879] のゲームでそんなそんな食らうことないっしょ。
[00:07:57.199] 言うても言うても食らうことないっしょ。や、それ慣れてるんで俺やっぱそういうあのこっち関係慣れてるんで大丈夫だと思いますけどね。あの恋愛テク見せちゃおうかな。恋愛テク
[00:08:09.879] 立てるから立てない。
[00:08:10.960] 何がお、あの1個最初に言っとくね。1
[00:08:13.919] 個最初に言っとくね。角な下ネタのコメントやめてね。あのあの面白い範囲してね。
[00:08:21.720] こんばんは。エロゲーされたらさ、言っとかねえとさ。
[00:08:26.039] 関係慣れてるんでバ
[00:08:27.680] 2回2
[00:08:28.879] 回せいさんこんばんは。せいさんこんばんは。エロゲーザで封印されたらだきます。エロゲーザでな。ま、でも言うてもね、あのやっぱ恋愛もパズルゲーみたいなとこあるんでさん
[00:08:42.479] 恋愛もパズルゲみたい
[00:08:43.839] 動かすんですか?
[00:08:44.760] そう、あの、あれなさ、こんばんは。あの接度を持ちましょう皆さんね。節度を持ってあの行きすぎた下ネタはちょっと本当にあのやめてくださいね。本当に。
[00:08:56.720] 俺だけだからあの行き過ぎだ下ネタ許されるん。はい、やってきます。ま、ま、いいんだけど。はい。やってきますよ。やってきますよ。
[00:09:06.399] 今日この配信を終わらせる
[00:09:08.079] 9
[00:09:08.720] 楽しみですね。楽しみですなあ。ちょっと待って。ちょっと待って。これさ、ちょっと音、音がさ、音
[00:09:16.800] 1
[00:09:16.920] 回消してるからちょっと待って。これで音ちっちゃいから。音ちっちゃいな。音ちっちゃいな。
[00:09:23.440] 音ちっちゃくない?わかんねえけど。あとどうやってやるの?これ
[00:09:30.800] ちっさい。
[00:09:31.440] ちっちゃいよね。ちょっと待って。オプションで。いや、で、ボイスでかい方が
[00:09:37.040] バニーガーデンへようこそ。
[00:09:38.600] めっちゃでかいだろ。
[00:09:40.200] ボタン。
[00:09:40.560] バニーガーデンへ。
[00:09:41.760] バニーガーデンへようこそ。くらい小さい。
[00:09:46.880] バカ。バカでけえよ。俺の俺の俺の俺はこんなぐらい。
[00:09:52.160] えいかどうだ?
[00:09:55.440] こんくらいでいいか?こんくらいでいいよね。わかんない。ま、いいや。都どで都どやっていく。
[00:09:59.959] 印象派は都どまだわかんない。俺さ、前回もさ、このなんかこの真ん中のこの黄色真ん中のあの右から左から右左から
[00:10:08.160] 2番目のさ、あの金髪の女の子
[00:10:10.399] 1
[00:10:10.519] 人しかやってないからさ、ぶっちゃけわかんないんだよね。全然結局やってないからね。あんな興奮して。この右の
[00:10:18.240] 3人が新しい子なんでしょ。
[00:10:20.440] 右の3
[00:10:20.880] 人が新しい子なんでしょ。てかもうてかさ、ていうか
[00:10:28.120] 新山もいますと
[00:10:29.440] エロない。ていうかさ、エロない。
[00:10:33.920] 右の女そうとえじゃなくて追加のさ、え、え、
[00:10:38.800] これさ、これでよ、全年齢対象は無理があるだろ。はい、やっていきます。よろしく。
[00:10:45.880] 主人公の名前ってこれ変えれるの?あ、おいおいおいるかい?ちょっと本名でやらせてくれ。本名でやらせて。
[00:10:57.519] 本名でやらせてくれ。
[00:10:58.560] どうして?
[00:10:59.440] 本名が本名でやらせてくれ。本名でやらせてくれ。
[00:11:03.560] 豚しっかりしてるから全年齢に決まってんだろ。
[00:11:07.160] 正直1万5000円とってもエモい。
[00:11:13.240] さ、よろしくお願いします。やらせていただきますよ。え、フルボイスで
[00:11:18.079] まずシートロリだと思われて逆に危ないらしい。
[00:11:20.880] あ、なるほどね。なるほどね。あ、何をやってるんだろう。やらかした。盛大にやらかしてしまった。どうしてあんなミスをしちゃったんだ?ちゃんと気をつけていたつもりだったのに。
[00:11:34.120] 会社首になりました。え、こっからキャバクラ行く流れになるね。
[00:11:40.320] こっから、え、こっから風俗行く流れになるか?
[00:11:44.440] 帰れよ、1
[00:11:45.120] 回。え、こっから風俗に行く流れにはならないだろ。会社首になりました。
[00:11:50.959] 毎回首になってない?
[00:11:53.040] 一度や井戸じゃないからね。そうだっけ?前回覚えてないわ。むしろ今今までよく雇ってくれてたよ。今回、え、会社には本当に感謝の気持ちしかない。首を伝えられた時だって先輩たちがみんなフォローしてくれたし。ミスはお前
[00:12:06.480] 1
[00:12:06.600] 人の責任じゃない。俺たちの全員の責任だって。
[00:12:10.200] 初チャットかよ。しさん、どうも
[00:12:12.600] こんばんは。え、前回も君になってます。
[00:12:15.040] 本当全然覚えてなかった。初チャットあれ
[00:12:17.839] とハチャットじゃなくない?アカウント
[00:12:19.240] 変えた?えー、
[00:12:22.079] 会社に残れるように上司に時間談判までし
[00:12:24.160] てくれてこんなポンコツのために首は
[00:12:26.839] 変わらなかったけれど気持ちが嬉しかった
[00:12:28.560] 。ありがたい。でもそう簡単に会社って首
[00:12:31.959] にならないけどな。会社首になるって相当
[00:12:35.040] だよ。
[00:12:36.560] 今どなん数で会社首にはできません。
[00:12:40.199] アカウントで米したことなく。
[00:12:41.839] あ、そうなるほどね。なるほどね。
[00:12:43.120] そうそう。アカウント買えました。
[00:12:45.399] 首になることないからなんとなくやめろっていう雰囲気を作ってくるだけで。
[00:12:49.680] 情報載せたんかも。
[00:12:51.199] いやあ、それはでもだそこまでやったとしても
[00:12:55.040] そうそうそう大体
[00:12:57.360] 大体なんかそのあれだからね。
[00:12:59.279] あの、お前やめろよっていう空気感を出し
[00:13:02.120] てくるという、あの、日本人特有の一番
[00:13:05.040] なんかあのやあな感じ出してくるからね。
[00:13:08.959] うん。うちの会社でも応行してます。
[00:13:12.519] ブロ、ブラックだから。ブラックだから。
[00:13:14.560] あの、うちの会社でも、あの、なんかもう
[00:13:16.240] そういう雰囲気あるから、あの、やばい
[00:13:18.519] やつはもうなんか自主代謝させるっていう
[00:13:21.040] 。よくないいっすね。よくないすね。それ
[00:13:24.040] はそれとして明日からどうしよう。
[00:13:26.120] 気のない部署に飛ばすだのあだのこうだの
[00:13:28.880] あのなんて言うんだっけ?そういうのあるよな。なんかあの地下室の昔はよくあったらしいよね。
[00:13:34.240] 金
[00:13:35.440] そう飛ばされるとかね。派遣を停社員にする前にやめさせる安上がり人材。
[00:13:40.639] うわ、ひどいね。なんかあの
[00:13:43.760] 大企業は昔あったっていうよね。あの地下室の窓のないさが
[00:13:49.360] 1
[00:13:49.519] 部屋あってそこにあのそこにあのあれさせるっていうのってそういう
[00:13:54.079] いやちげえだろ。おい、
[00:13:55.639] 大和シュレッダー室がある。
[00:13:57.959] お前、シュレッター室。
[00:13:59.440] 俺それでいい。
[00:14:01.560] シュレッター室やばすぎるな。ああ、生きていけなきゃいけないよな。どうにかこうにか生きていかなきゃ。こぶりん、こんばんは。生きていいんだよね。なんな、なんか重ない。え、そういう感じなの?このテンションで行くか。女の子誰の役にも立てない。
[00:14:21.320] どうしようもない人間でこの滝も他人に迷惑をかけつくしちしま人だとどしても
[00:14:25.639] アリエルさんこんばんは。生きてていいのかな?重
[00:14:28.480] しうかな?
[00:14:30.480] 重すぎるだろ。だめだ。だめだ。重く考えすぎてる。今は何を考えてもネビのことしか思いつかない。
[00:14:36.880] 1
[00:14:37.079] 回帰って泣くよね。この仕事首になった帰り。その足で行かねえだろ。
[00:14:42.120] これに女の子が落ちるんか?
[00:14:44.079] 落ちねえだろ。こんな時は何もかも忘れて楽しいこと考えよう。
[00:14:48.839] 例えば好みのタイプの女の子に癒してもらうとか
[00:14:51.240] 2000という人がいたそうな。
[00:14:53.560] 照者まで座ってるだけで年収2000
[00:14:55.320] 万だからWindows2000
[00:14:56.600] Windows2000
[00:14:57.240] というなんだそれ?あ、窓際族だからな。無敵の人になるかもしんねえな、これな。好みの体ツか。え、何?会話中の選択流れを選択します。中には好感度に影することもあります。慎重に言葉を選びましょう。ま、言うてこのゲームはあれだよな。あの、あれに近いよね。あのなんだっけ?プレステ
[00:15:15.120] 3
[00:15:15.399] の何だっけ?俺がやつやつ忘れちゃった名前。
[00:15:18.199] え、ドリームクラブに近いからな。ドリームクラブに近い。でもドリクラもいいんよね。ドリクラもいいんよ。今度やろドリクラもこのえ、待って。ここで決まるの?ここで決まるんか?
[00:15:31.880] ドリクラも好きだった。
[00:15:33.399] あれもいいんだよね。ここで決まるの?これミステリアスなお姉さんに癒してほしい。ツンデレな子に癒してほしい。
[00:15:39.880] 声かける系なら声がでかいって逃げられそう。
[00:15:43.040] 俺が明るく精ースな子に癒してほしい。
[00:15:47.880] ギャップのある口調でやんちゃな子に癒してほしい。ちょいギャルな子に癒してほしい。棒一種でクールな子。うわ、ここで何このポケモンみたいな感じじゃん。もう
[00:15:57.279] るおばあちゃんに癒してほしいな。
[00:16:00.120] カレ線だ。カレ線もいますと。え、わかんねえよ。顔、顔、顔、顔、顔見してくんねえと。
[00:16:08.480] 顔見せ。え、俺前回って何だったの?
[00:16:11.279] ポケ、あのポケランの
[00:16:13.600] 1
[00:16:13.759] 番最初の主人公変わる、あのなんかアンケートみたいなね。
[00:16:18.440] ギャルだって。俺前回だったんだよ。ギャ
[00:16:21.040] ギャウだよね。
[00:16:21.759] 笑笑にこゾム。にゃこゾム。ニャコゾ。
[00:16:25.800] 包容力のあるおばあちゃん。これいう選択しないです。
[00:16:30.160] ダウナーダウナーな子。ダウナーな子ってのが棒一種でクール。ま、棒一種でクールはちょっと違うよな。違うな。
[00:16:38.920] で、ギャルはもう前回やってるから
[00:16:41.600] 顔考えなかったらどのタイプが好みなの?お姉さん系頼む。
[00:16:47.079] ミステリアスお姉さんツんデレ明るく清楚ギャップある口調でやんちゃな子かんねえだ。ギャルだ
[00:16:55.639] 前回もだから結局前回も結局あれだったんだよ。ギャルギャルがいいなつってギャルにしたんだよな。うわ、ここで決まるの?え、これここで決まるわけじゃないよね。
[00:17:06.600] 決まるの?ここでポケモンじゃん。
[00:17:09.039] 53
[00:17:09.400] 家みたいな。え、どうしようかな。ツんデレ。
[00:17:14.319] 大声で突っ込んでくれる子がいいよね。
[00:17:16.520] そうなんだよ。ギャルはそうだったんだよ。ギャルはそういう感じだった。やっぱギャルやっぱ
[00:17:19.919] 1
[00:17:20.120] 番いいからな。ギャルがいや、病まない女いよな。やっぱな。病まない女が好きだから。やっぱ俺はえー。出たってなんだよ。出たってなんだよ。
[00:17:32.799] いつもの56系
[00:17:35.240] いつものまない女がいいわ。あの
[00:17:39.039] Twitter
[00:17:39.360] のアイコン真っ黒真っ黒にしない子がいいです。真っ黒にしなければ誰でもいい。え、ツんデレかな。でもやっぱツんデレみたいね。な、ちょっと
[00:17:47.000] 1
[00:17:47.120] 回選んでみようぜ。最悪変えればいいんだから。最悪、最悪変えればいいんだから。別にいくらでもいいんだから。は
[00:17:52.640] てくる女でもいいんだもん。
[00:17:56.480] ま、
[00:17:57.240] 情緒安定してる娘は楽
[00:17:59.640] 銀さんみたいなツッコミしてくれる女の子なんか
[00:18:02.799] あ、でもちょっとこれ女の子行って趣味聞いて好きな漫画が銀たまって言ったらちょっと考えるな。慣れてきた頃になんかおいとか言いそうじゃん。俺ちょっと無理だから。
[00:18:13.320] おい、
[00:18:15.240] おいはちょっときついんで積んでれな子に癒してほしいな。いやいや、こ、今度の今後のことを考えたら選ぶ、遊ぶ余裕なんてない。
[00:18:24.320] 次の仕事が決まるまでは節約生活しないと。今日はこのまま家に帰ってこれからのプランを考えよう。あ、帰るんかい?帰るんかい?来た。いや、早いだろ。いや、店までの導入が早くない?今帰るって言ってすぐ来てますやん。なんかその
[00:18:41.720] 帰るって言ったけどなんか運命的な出会いがあってしょうがなく言っちゃうみたいな流れは一切ございません。一切ございません。帰ろう来るです。来ちゃった。
[00:18:52.480] 結局お酒が飲みる大だったんだよ。行けよ。
[00:18:59.919] でも今日くらいはいいじゃない。こんな日はお酒の力を借りたくなるよ。明日から真面目に頑張るから今日だけ許してください。誰に謝ってんのお前?いや、お前誰に謝ってんの?
[00:19:09.960] 1番怖いやつね。
[00:19:11.840] 1番怖い怒り方ね。
[00:19:13.080] 明日から明日から。1
[00:19:14.400] 番怖い怒り方。え、誰に謝ってんの?お前悪くないんだよな。今は
[00:19:20.480] 1人になりたくない。
[00:19:21.440] お周りさん、こっちにこに心者みたいな人がいます。
[00:19:25.280] おお。え、この子、これ積んでね。これ積んでね。お前どんな服やねん、これ。無ほ。
[00:19:33.280] でかすぎんだろ。
[00:19:34.880] で
[00:19:35.320] でかすぎんだろ。おい、
[00:19:36.640] でっか。
[00:19:37.720] え、違います。不視者なんかじゃないんです。本当ですか?その焦り方とかなり怪しいんですけど。いいですね。
[00:19:47.520] こほでいい匂い。
[00:19:53.159] いい匂いする。え、なんかいい匂いする。いい匂いするぞ。こんだけでかいと税金不動れだな。固定したんだよな。
[00:20:02.280] 不審者じゃないなら何者ですか?死にそうな顔してお店の前でうろうろして。
[00:20:07.679] うわ、すいません。ちょっと会社首になっちゃって。
[00:20:09.480] しかも1
[00:20:10.360] 人になりたくないとか真剣な顔していちゃって。
[00:20:14.280] いや、すごいね。4DXだな。うん。
[00:20:16.720] 怪しい。やっぱりかなり怪しい。
[00:20:19.600] 一目
[00:20:20.360] 不審者だ、この人。お巡りさん
[00:20:25.159] だから違いますって。もう帰りますからほっといてください。
[00:20:27.600] 怒った。今怒りましたよね。
[00:20:30.880] よしよし。怒る元気はあるんですね。全く死にそうな顔とかしないでよ。紛らわしい。
[00:20:37.679] なるほど。こういうタイプね。なるほど。こういうタイプね。好き。早。うん。好き。
[00:20:44.880] 好きかも俺この子の子ありかも
[00:20:48.240] もしかしてあれです
[00:20:50.240] 別にそれほどでもないけどわざと深刻な顔して周りにアピールするタイプとか
[00:20:55.880] いるんだよなこうやつね
[00:20:58.360] 両落ちるいる
[00:20:59.720] こう思われんのやだな
[00:21:01.880] 誰か心配して声かけて寂しすぎて死んでるかもかってか構って
[00:21:06.440] おい結構おいおいおい刺すなおいこれ結構刺さるやついるんじゃない?これ結構刺さるよそういうのやるからこういうやつ本当
[00:21:13.240] に
[00:21:14.080] こんなんじゃありません。では失礼します。
[00:21:16.480] 何勝手に帰ろうとしてるんですか?まだダめ。まだ返さない。
[00:21:20.799] え?何ですか?
[00:21:21.880] というかこの辺でうろうろしてた理由ってどうせあれですよ。な
[00:21:27.240] んすか?あれって何?あれって何ですか?あれって
[00:21:29.880] なんか嫌なことがあったからエッチな女の子がいるお店でも行って元気にしてもらおうみたいな。
[00:21:35.720] あれ?
[00:21:36.320] いや、まあね。エッチエッチな女の子がいるみたい。まあね。でもそうだよね。だってそういう時もありますから。
[00:21:44.080] ち、違うけど。あはあは。そんなことを身も思ってない。本当に違う。本当に全然そんなこと思ってなかった。
[00:21:51.400] ほら見てください。
[00:21:53.080] 何?何?何?何?何?何見せてくれるの?え?いや、この流れで、この流れでこんなん見せられたらもういや、もうこれもう風俗じゃないですか?そんなってこからや、この店そういう店じゃないんでって言われたら逆に詐欺でしょ。
[00:22:10.880] おっ。
[00:22:11.760] 逆に詐欺でしょ。え、ていうか待って。あの
[00:22:13.480] ピンクの女もう1人、
[00:22:14.640] え、ね、ピンクのもあのさ、真ん中の子がいい。え、あの子可愛くない?真ん中のピンクの子。あの、新しい子でしょ?多分これも
[00:22:23.440] ほぼはほぼ履いてないやん。
[00:22:25.760] 乗り換えて。
[00:22:26.600] 乗り換えもありですね。乗り換えもあり。
[00:22:28.679] ピンクの女がいい。ピンクめっちゃいいよ。
[00:22:31.240] ピンクっちゃいよ。何知ってんの?
[00:22:34.080] 私が働いてるお店に決まってるでしょ。
[00:22:36.720] どんな店やねん。
[00:22:38.600] 私だけじゃなくて他にも可愛い女の子いっぱいいますよ。
[00:22:44.039] あららら。
[00:22:46.200] あ、もうって評判だし。
[00:22:52.919] これ大丈夫?これ大丈夫?別に気にならないし。ていうかここバーだよね。一緒にお酒飲むだけでしょ。で、でも今から別の店を探すのめどうかな?他の女の子もいるんだよね。なら入ってあげてもいいけど。
[00:23:07.200] だめ。
[00:23:08.559] 今日はお店に入れてあげません。
[00:23:10.520] 可愛いな。でも可いいな。可愛いな。
[00:23:13.960] 天街で声をかけちゃったからお店に入れたらキャッチになっちゃいますよね。ブラウン
[00:23:21.440] なんかちゃんとしてるな。そうだめなんか今ダめだもんな。今ダめだからな。キャッチあのお店まで連れてっちゃうのダめだからね。トブラウンだめ。
[00:23:32.919] そしたら私がおうりさんに捕まっちゃう。
[00:23:36.080] そんなことも分からないんですか?
[00:23:38.120] あ、なるほど。こういう感じね。こういう感じね。メスき系ね。帰る。
[00:23:43.360] ああ、また怒ってる。怒っちゃったの?しょうがないですね。じゃあこれあげるから機嫌直してください。な
[00:23:51.080] んですか?おですか?
[00:23:52.120] はい。うちの入天権利。
[00:23:54.640] 入転。
[00:23:55.039] これで次から好きな時に遊びに来ていいですよ。
[00:23:57.440] なんか怪しくない?この店大丈夫?なんかあのダイヤモンド会員とかないよね。なんか友達連れてきたらなんかその下のグループがお酒買ったらちょっと俺も儲け儲けになるみたいな。ないよね。大丈夫?これなんか
[00:24:10.240] 権利くれるの?怖い。
[00:24:11.480] なんかあの一
[00:24:12.760] 見さんお断りかな?
[00:24:14.200] 怖いんだけど。ここ
[00:24:15.240] アムチ
[00:24:16.960] これアムじゃないよね。これねアムじゃないよね。一応受け取ってきます。それじゃあもう帰りますから。
[00:24:24.120] うん。顔色も良くなってきたし。
[00:24:27.440] もう大丈夫そうかな?いいですよ。帰ってよし。
[00:24:32.159] 行ってよし。え、もしかして心配してくれてた?え、元気を出せるためにわざといじらなこと言ってたんだか?
[00:24:38.760] はあ。そんなわけないでしょ。勝手な妄想しないで欲しいんですけど。知識過剰はキモい。ていうか元気出たならさっさと帰ってください。私はこれから忙しいんですけど。
[00:24:51.120] 巨種1等速がおっぱい揺れるやん。
[00:24:53.360] バルンバルン。
[00:24:55.880] おっぱいがもうブルンブルンですけど。はい。はい。忙しいのにわざわざ時間抑えてくれてありがとう。
[00:25:04.080] 何それ?
[00:25:04.679] もっとありがとう。ずるい。むかつく。
[00:25:09.039] も揺れてる。てるし。ムつくムつく
[00:25:14.679] むかつくからもっと文句言いたいんですけど。だから今度
[00:25:19.159] お店に絶対に来てください。
[00:25:20.679] うまいな。
[00:25:21.720] めちゃくちゃ文句言ってやるんだから。
[00:25:25.799] ありがとうございます。ありがとうございます。ありがとうございます。なんだろう。ちょっと不思議なことな。偶然ちょろっと出会ったばっかりなのに。でもなんか少し元気出たかも。は、単純が美味しいものでも買って帰るか。それでお風呂に入って寝よう。
[00:25:39.120] 実際これくらいおっぱい大きい女と喋ったことないかられるから。
[00:25:43.880] 確か確かにな。確かにな。だってあれの上からあんだけでかいってもうお前
[00:25:50.520] Jカップぐらいあるだろ。うん。
[00:25:53.480] 状況は何も変わってない。無職になっちゃったし、今後の予定もないなんか。でもなんか
[00:25:59.200] ありそう。
[00:26:00.919] J
[00:26:01.159] カップぐらいあるよな。でもなぜか気持ちは変わったな。昨日ほど人生に絶望してない。なんで
[00:26:07.559] 1人暮らしなのに椅子2
[00:26:08.799] つあんだよ。なんとかするか。とにかく頭だけでもしてみよう。それでダメだった時はまたその時考える。お金を稼ぐ方法だって人そじゃないはずだし。どうにかこうにか生きていこう。
[00:26:17.919] 本当だ。
[00:26:18.679] それによりえ、それに何よりまたあの子に会いた。
[00:26:21.600] パソコン床置き混じかしてるね。
[00:26:25.320] パソコン床置きまだね。なんか味けねえ部屋だな。確かカードもらったよな。ちょっとネットで調べてみよう。何この
[00:26:38.919] Twitterみたい。ピクシー
[00:26:39.919] 誰か来ると思って買ったんだよ。
[00:26:41.640] ピクシーだって。ピクシーなまあ誰か来ると思ってな。マニーガーデンここだ。
[00:26:47.120] えっと何々かなちゃん、りんちゃんえみわな何て読むこれ?みわかちゃん、みわかちゃん、
[00:26:54.480] えり、えちゃん、くロネちゃん。
[00:26:59.120] くネちゃん。
[00:27:00.480] え、それにルナちゃん、みゆ、みゆか。ミゆかみゆかちゃん。え、今日も元気に営業中。可愛いバニーちゃんが紳士の皆様をお待ちしております。
[00:27:10.840] 本日の出勤カナリンミューカエーリーサ
[00:27:15.320] えクロネクロネで合ってるルナえーはい
[00:27:20.279] メンバーも殺信予定ガルバガルバなのね
[00:27:23.399] 一応ガルバっていう設定なんだ
[00:27:29.000] あんまりいいねついてないなこれ女の子の
[00:27:31.440] 写真乗せないと
[00:27:34.200] えとか防犯の関係なのか顔は乗ってないの
[00:27:36.600] ?ああなるほどね
[00:27:37.320] お疲れちゃん
[00:27:38.720] あじちゃんお疲れ
[00:27:40.919] プレゼントバニガ
[00:27:42.720] 2やってますわ。
[00:27:44.720] 誰かさん勘違風俗って言。いや、あの流れで言われたら風俗だろ。まあ行けば会えるか。なんかどんどん元気になってきた。単純だな。でもうみ向いて過ごすよりも何枚も待ちだよね。この流れに乗って動きたそう。よし、頑張ってみるか。あれ?もしもし。急に電話かけてごめん。いや、なんつうかさ、前に話してただろ。
[00:28:03.760] 仕事が忙しくなったから探さなきゃってみちゃんでも私生活とか顔せると見バレするからダメなんだって。
[00:28:10.039] へえ。何みーちゃん?誰みーちゃんみーちゃんって?あのみーちゃんって山田さんのみーちゃん。あのそうこのゲーム起動しようとして
[00:28:17.720] Steam
[00:28:18.120] さ起動したらさ、なんか横に出てフレンドの
[00:28:21.240] 1
[00:28:21.399] 人がウィッシュリストに追加しましたって。
[00:28:23.080] あの、マーブルがこれ、
[00:28:25.000] マーブルがこれ、あの、ウィッシュリストに追加してるから、みんな、あの、買ってあげてよかったらウィッシュリスト望んでるからってる。に何にも覚えてなくて笑った。
[00:28:34.960] 全然覚えてない。
[00:28:36.080] 望んでいます。
[00:28:37.880] おお、おお。今のなんか今なんかあのさ、ロード中の画面見たいの出てたけどおっぱいめっちゃそこもめっちゃ許たな。
[00:28:47.799] 過ぎ去った女のことは覚えて。
[00:28:49.880] うん。ま、もうあの、もうはい。あの、1
[00:28:51.640] 回ね、あの、1
[00:28:52.480] 回あれだったらもう終わりだから、新しい仕事について
[00:28:55.840] 1週間。え、給料入るけど何使おう?
[00:28:58.799] 1
[00:28:59.000] 週間ハ働たないとて大給料ならねえだろ。こりんちゃんこんばんは。こりにちゃんこんばんは。やっていく新郎紳士の足並みを
[00:29:07.279] そういえばこうして前向きになれたのもあの子のおかげだな。あの子のお店に行ってみるか。今週の給料が幸れました。え、収入
[00:29:14.919] 4万5000円。ま、1
[00:29:16.000] 週間フルタイム働いて
[00:29:18.080] 45。
[00:29:19.279] まあ、バイトとかだったらまあまあな、
[00:29:23.159] 5日間働いて45ま、ちょっと低いな。
[00:29:26.440] 1
[00:29:26.720] 週間で4.5
[00:29:30.519] 入点旅行旅行とか派遣チキチキ
[00:29:36.519] バイトす
[00:29:37.720] ギャンブルがあるじゃねえか。ギャンブルがカレンダーショップフりメルカリがある。メルカリあるんだ。
[00:29:45.679] 音楽寝る。へえ。ま、とりあえず入転するしかないんかな。確かこの店だったよな。ちょっと緊張するな。
[00:29:56.440] 1
[00:29:56.640] こ椅子売ろうぜ。
[00:29:59.200] いつ1個売るべ。う、
[00:30:01.360] ダニーガーデンへようこそ。
[00:30:02.880] おいおいおい。
[00:30:04.200] ポケカ転売できますやん。
[00:30:06.360] うわとか言われたんだけど。え?はい。どうもこんばんは。
[00:30:10.559] はあ。まさか本当に遊びに来ちゃうとこ。
[00:30:14.320] あららら。きなんですね。
[00:30:16.519] どうもこんばんは。やってきちゃいました。約束を守りに来たよ。絶対に会いに来てって言われたからね。
[00:30:21.760] は、
[00:30:22.480] そんなこと言ってないし。勝手な妄想キモいんですけど。
[00:30:25.600] 可愛いね君可愛いね。
[00:30:29.720] バイン可愛い。
[00:30:31.440] どうもがガチやん。どうしてこ
[00:30:35.440] んの言い方もそれガチじゃないですか?
[00:30:37.480] 出ないのか不思議。
[00:30:39.120] これどうなってるの?その服。
[00:30:42.120] いちいち文句を言いたいから絶対お店に来てって。そう笑顔で言われたんだけどな。聞いたことない疑がなんかこのゲームめっちゃ出てくんだよな。むくつくとかさ。
[00:30:52.679] もと
