[00:00:50.079] うい。お疲れ。
[00:09:41.200] なかなか上がんないんだよね。
[00:09:48.240] ててん。あれ
[00:09:52.480] こねに怖いんだよね。このディスク2で
[00:09:56.000] ロード入るとさ、マジでたまにさ、あの、
[00:10:00.440] フリーズするからさ、もう敵が多いな。
[00:10:04.880] 敵が多いのにレベル上がらへん。
[00:10:11.040] これ前回の最後に、前回の最後に買った
[00:10:14.560] 武器なんだけど、割と強いんだよね。
[00:10:17.920] ブラスタータイプの444マス。割と強い
[00:10:21.480] 。使い勝手がいい。
[00:10:41.800] あ、ていうかさ、ていうかさ、俺のリスナーにいるかわかんねえけどさ、え、あのさ、熊本とか自信やばくない?大丈夫?みんな俺のリスナーにいるかちょっと把握してねえけど。
[00:10:51.732] [鼻息]
[00:10:54.120] あ、わりつくおいいっす。自信大丈夫だっ
[00:10:56.560] た?みんな
[00:11:05.200] あの
[00:11:07.399] なんだ
[00:11:09.240] 友達の配信者で言ったらさ、あのヒッぺと
[00:11:12.120] かさ、近畿も少し揺れた
[00:11:15.279] ああいやそっちの方絶対揺れるよね。南の
[00:11:18.600] 方は絶対揺れるなと思って。
[00:11:20.279] の方とかこっちは正直ね、全然カは揺れてないんだけど相当でかかったんでしょ?
[00:11:28.880] たろちゃんは連絡取れたから大丈夫そう。
[00:11:32.079] あ、本当に
[00:11:33.920] Twitter
[00:11:34.320] で見たけどヒッぺの家やばあ。やばやべえことになってたもんね。全然こっち揺れなかったからさ。
[00:11:41.440] は、全然その仕事終わってから昨日かん昨日だっけ?仕事終わってから知ったんだけどやばいよな。やっぱ
[00:11:53.160] クだけいじめに合ってる。
[00:11:54.760] フムやばいよね。震度
[00:11:59.519] 7だっけ?やばすぎだろ。
[00:12:17.480] 津波とか大丈夫なんかね?いや、てか弾
[00:12:19.160] ねえやん。津波とか大丈夫なんかね?熊本
[00:12:22.600] って海あるやんな。え、あるよね。
[00:12:26.639] よく[笑い]わかってないけど。熊本って
[00:12:28.000] 海あるやんな。
[00:12:41.240] 今回地海だったっけ?
[00:12:43.440] あ、違うのか。内陸。あ、確か内陸って見たかも。なんか海じゃないんだっけ?海じゃないんだっけ?
[00:12:56.800] 内陸やけど津波あった。
[00:12:58.880] あ、あったんや。
[00:13:04.000] てかなんかその俺地震のさ、
[00:13:06.440] メカメカニズム
[00:13:08.399] よくわかってないんだけどさ、その海じゃ
[00:13:12.560] ない信源が海じゃない地震ってどういう
[00:13:15.760] ことなの?山でも崩れたってこと?
[00:13:20.240] どういうこと?なんか海ん中のなんか
[00:13:22.399] プレートがさ、あれがすんのが自信なん
[00:13:25.480] じゃない?
[00:13:27.680] ま、高卒だから俺習いかもしれない。大学
[00:13:29.680] で習うんかね。滑断。もっと下が揺れた。
[00:13:34.800] なるほど。断層ってやつか。ああ。え、じゃあ何結構あれなんじゃない?地面ボコボコになったとかそういことじゃない。
[00:13:44.480] 分かりやすく言うと血げの腹を徐々に上に持ち上げて落としちゃった感じ。
[00:13:49.120] 分かり分かりやすくねえよ、全然。どういうことだよそれ。分かりやすいか言うほど。あれ、俺どっちから来たんだっけ?こっちから来たんだっけ?ちゃうやん。こっちからや。
[00:14:14.040] いや、マジでみんな無事で無事だといいけど俺のリスナーにいたっけなと思ってたから余心が多いんでしょた。
[00:14:24.720] うん。スナッチよりロボットに乗ってられてるよね、これね。
[00:14:27.229] [笑い]
[00:14:30.079] 全然なんかスナッチーってもっとひっそり
[00:14:32.720] 活動してるってイメージがあったけど、
[00:14:34.320] こんな
[00:14:35.839] でストーリーどうだったか全然覚えてな
[00:14:37.720] いっていう。[笑い]何するんでしたっけ
[00:14:39.560] ?次、次何するんでしたっけ?
[00:14:44.639] 信源が浅かったか。なるほどね。なんか
[00:14:47.000] 消すさ、夕方もなんかちょっと揺れた
[00:14:49.320] みたいな。見たけど、
[00:14:51.959] もう[笑い]
[00:14:54.720] 出まちすなや。出待ちやん。
[00:15:15.800] いや、でもなんかその自信があった。弾
[00:15:18.519] ないよ、本当に。ま、でも1回本部帰る
[00:15:20.720] けどね。1回本部うん。1回本部戻って
[00:15:23.240] 買ってこよ。
[00:15:28.040] 自信あった人たちのさ、写真なんつうの?その部屋の写真とか見たけどとみんなとんでもないことになってるもんね。俺この部屋で震度
[00:15:35.680] 7
[00:15:35.920] あったら終わりやで。ちょっと怖くなったな。ちょっと怖いは驚きました
[00:15:43.800] ね。すごかったよね。
[00:15:46.839] 新度の穴ってやばいよね。せさんこんばんは。いや、だからその別に熊本なん、なんて言うの?言い方うん。
[00:15:56.680] なんつう誤解を招く言い方かもしれない
[00:15:58.839] けど、熊本でさ、震度なでああだったわけ
[00:16:01.800] じゃん。もしそれがさ、そね、よく言わ
[00:16:05.240] れるし、死と直化型主と直化型だったら
[00:16:09.440] やばいよな。東京で震度のあったら終わる
[00:16:12.360] よね。[笑い]
[00:16:13.959] 笑い事じゃないけど。
[00:16:20.040] いもこんばんは。いも、こんばんは。
[00:16:21.319] お疲れちゃんやってくぜ。
[00:16:25.639] 昨日の自信の話たわ。地震の話やばない?自信大丈夫なのか
[00:16:31.000] の場合によっては栃木から出られ
[00:16:33.240] いや、本当よ。本当よ。本当よ。マジでうん。
[00:16:37.319] トってあっちの方じゃなかった。
[00:16:38.800] そう、そう、そう、そう、そう。頑張る太郎。そうだよ。でもね、あの頑張る太郎はチャトピーのあの連絡来て無事でやることは確認済みらしい。さすが豆な女だぜ。
[00:16:50.021] [笑い]
[00:16:53.040] トラフは33万人がって予測出てる。
[00:16:57.240] 何回トラフってどこどこどこどこ何回トラフって
[00:17:02.160] あのっぺもやばかったもんね。家ね。ああ、弾なくなった。やべ。
[00:17:14.400] 昨日、昨日さ、風呂上がりにさ、レベル上げしたんだけど、
[00:17:17.880] 2時間やってレベル1
[00:17:19.079] しか上がんなかった。[笑い]
[00:17:22.360] 2時間やってレベル1
[00:17:23.600] しか上がんないでよ。あかん、あかん、このゲームは
[00:17:29.080] しっぱ、
[00:17:30.400] しょっぱ。主人さん、こんばんは。
[00:17:30.632] [笑い]
[00:17:36.000] 全然わかんねえ。このゲームだから裏いつも裏で俺がレベル上げするとさ、品縮を買うけども好きな
[00:17:44.200] んでも好きな。めっちゃ音でかい。こんな音でかくなっちゃったんか。俺音でかくしたんだけどめっちゃでかくしちゃったな。
[00:17:46.352] [笑い]
[00:17:51.080] ドラゴンクエスト
[00:17:52.960] まあしょっぱいね。そんくらいね。でも好きなの。でも好きなの。
[00:17:59.919] モーション。
[00:18:00.640] そうやねん。
[00:18:01.559] 俺、あの、俺早くとりあえず今ね、こいつが出てこなくなるとこまで行きたい。たぞ。笑。
[00:18:05.960] 音われしてたな。とりあえずこいつがで
[00:18:11.039] でも好きなの?
[00:18:12.552] [笑い]
[00:18:12.600] 音でか。でも好きなの?ダブル。もっとエぐいな。
[00:18:23.120] いや、もうこいつよりマジで攻撃モーション長いやついないやろ。
[00:18:28.272] [鼻息]
[00:18:29.440] 攻撃モーションはね、ま、でも好きなんだけどさ。足が早い。な、何なんだよこいつ。足が早えよ。
[00:18:39.559] バンすぎる。
[00:18:40.720] バ音すぎる。嘘、やっぱ音下げた方が良かったか。ちょ、今じゃあ下げていい?今、今下げていい?みんなこんばんは。みんなこんばんは。ちょっと待ってね。
[00:18:58.000] さすがにちょっと。さすがにちょっとって感じ。
[00:19:03.200] でも好きなの?
[00:19:04.039] こんばはカールすぎ。いか
[00:19:07.600] でも好きなの?
[00:19:09.159] 待って待って。今待って待って。今今待って。えっとリガーファイヤー。トリガーファイア。
[00:19:17.159] でも好きなの?
[00:19:18.039] ちょっと待っ、ちょっと待って。ちょっと待って。今直してるから。これでこれでどう?これで落としたくなんなかった?
[00:19:24.080] でも好きなの?
[00:19:25.400] 笑笑。
[00:19:25.919] 変わんねえな。
[00:19:27.223] [笑い]
[00:19:28.720] でも好きなの?
[00:19:29.840] ちっちゃい。今度ちっちゃいんだよ。今度ちっちゃなんねん。ま、ちょっと待て。
[00:19:38.559] でっかちっさやかれてたな。
[00:19:40.323] [笑い]
[00:19:44.039] こんくらいか。こんくらいか。これでどう?これでどう?これでどう?
[00:19:53.280] でも好きなの?あ
[00:19:54.320] あ、いいじゃない。いいじゃ。いい。良くなった。よかった。
[00:19:56.520] 良くなった。良くなった。ええじゃない。ちょうど良くなったな。ちょっと今日マジでストーリー進めさせてください。もういい加減
[00:20:09.143] [笑い]
[00:20:11.880] ストーリー進ませてください。ペロンは
[00:20:14.640] 女配信者から集めよ。
[00:20:16.600] いや、いい。あの、他の配信者の声いい。
[00:20:18.314] [笑い]
[00:20:23.640] あの、つまでも仲良くられるわけじゃないから。いつまでも仲良くられるわけじゃないし。気まずくなるかもしれないし。うん。何やばって
[00:20:26.829] [笑い]
[00:20:38.559] じんちゃんで。
[00:20:40.400] いや、まあまあまあまあでもこれはなんかこのこの可愛い声だからいいというか。ちょ、もうほんまもうレベルはもうええ。
[00:20:50.600] もうほんまもうあのもうちょっと進ませて。うん。
[00:20:54.080] になった配信者にも好きなのって言われるのいいんじゃない?
[00:20:58.880] やだよ。
[00:21:00.240] 待て。ちょっとこれ敵多すぎてよ。こいつキモい。マジでどこだよ。ルドゥ。よし。やった。戻きた。戻って帰った。戻ってきた。
[00:21:18.039] 1回本部戻ります。1回本部戻ります。
[00:21:23.159] 次何するんだったかわかんなくなっちゃっ
[00:21:25.080] たよ。次何するんだっけ?
[00:21:31.880] あ、ディスク1ね。はいはいはい。
[00:21:34.799] あれ?あ、あれ?ディスクにちゃんと
[00:21:37.600] 吐き出すようになった。なんだそれ?なん
[00:21:40.400] やねんこれ。治ってくれたんや。助かる。
[00:21:46.480] ちゃんとディスクに吐き出しますやん。
[00:21:53.679] 申し訳ないけど、今日はあれ、もうあれやで。
[00:21:55.960] 運が良かった。
[00:21:56.880] 運が良かった。こ、今日はもうストーリー爆進め。もう今日は雑談なしね。もう今日ゲームが進めなんで申し訳ないけど。
[00:21:57.875] [笑い]
[00:22:08.720] 申し訳ないけども、今日はストーリー爆進め会なんで
[00:22:21.159] 雑談なし
[00:22:22.840] だ。今日ってもうイベントありまくりストーリー進みまくり会だもん。え、ご苦労様ちゃ負け次何すりゃええの?次何すりゃええのか教えてくれよ。次何すればいいか忘れちゃったよ。
[00:22:39.880] 次はギブスンの見つけたスナッチャーの
[00:22:42.760] メンテナンス病院はどこなのか。それを
[00:22:44.520] 明らかにせればなるほどな。
[00:22:46.760] で、うんででメンテナンス病院何?メンテナンス病院ってメンテナンス病院って何さ
[00:22:56.825] [笑い]
[00:22:59.440] チャーマくこんばんは。ジ
[00:23:00.840] ゼットマンこんばんはどうこんばんは。
[00:23:02.720] 美容ゲか
[00:23:04.400] 美容ゲかコータブリもこんばんは。ふん
[00:23:07.360] どこからがゲームの話なの?
[00:23:10.720] まあまあそんなのはね、そんなそんな隔たりはないんですけども。
[00:23:14.840] なおみ。
[00:23:16.320] 直み。えー、どんなことがあっても私のとこに帰ってきてね。
[00:23:23.360] 直
[00:23:26.400] ちょごめんな。何の話?ごめん。ああ。はい。はい。
[00:23:28.921] [笑い]
[00:23:33.480] でかすぎんだろ。
[00:23:38.360] だ誰?
[00:23:39.320] いや、俺や。
[00:23:42.679] どこ包進包めばいいかわからんから
[00:23:44.880] になったのに美容科なることだっけ?
[00:23:49.480] ちょ何の話何の話の全然わかん
[00:23:52.200] クインって直接言ってましたよね。
[00:23:54.520] もう言ってたよね。クイーンクイーンクイーン病院ってどこ?クイーン病院ってどこにあんの?わしが探さなあかんの?それ
[00:24:03.039] 直の解説されてます。
[00:24:04.799] え?ちょ、そういう言葉があるんや。
[00:24:06.600] 職っていうその医者になったのに美容美容下科になること何そのそれダメなの?その
[00:24:12.806] [笑い]
[00:24:13.799] 直接美容ゲか?
[00:24:15.000] え、何それ?え、そういうことな?全然知らなかった。え、そんな言葉あるんや。何それは?何医者界隈でなんか結構調されることなの?あいつ直らしいぜみたいな。ダメなんだ。ちょっとリーヌに会いに行ってみる。カトリーヌに会いに行ってみる。
[00:24:37.480] て、俺痩せたよな。顔がちょっと今自分でも思ったわ。なんか顔ちっちゃなった気がする。顔ちっちゃなった気がするな、俺。人命にあ、
[00:24:46.867] [鼻息]
[00:24:50.919] 今日美ジいちゃ
[00:24:52.320] レトロゲーマー乗るのにポリメガしか持ってないみたいな感じ。
[00:24:56.692] [笑い]
[00:24:57.600] いや、ま、そういう人もいるんじゃないの?わかんないけど。また来てくれたのね。嬉しいわ。ちまげ。ゆっくりしていってね。
[00:25:04.840] ゆっくりして行ってのは直ポ。あいつは直ぽらしいぜ。ポリメガはまだいいよ。だってディスク自分で買ってんだもん。ディスク自分で買ってんだから。
[00:25:08.482] [笑い]
[00:25:17.679] ポリメガって何ですか?
[00:25:19.279] ポリメガてあの俺が買った高いあのゲーム機器を
[00:25:22.799] 1台で済ませられるやつでまだいいよ。
[00:25:24.857] [鼻息]
[00:25:26.520] 1番やばいのは1
[00:25:27.840] 番やばいのはレトロゲーマーって言いながら
[00:25:30.000] 乗ってたのに僕夏1本べ
[00:25:32.640] いやでもいいんじゃないで。
[00:25:34.559] 違うって。だからレトロゲーマーレトロゲーム配信者なのって任天堂ンライン
[00:25:40.039] ineしかやらないとかわかんないけど。よくわかんないけどお仕事気をつけてくださいね。もしものことがあれば私みたいに悲しい思いすることをまた作ることになるもの。うん。ま、それはいいんだけどそこどいてくれねえから。よし。ねえ、病院ってどこにあんのよ。
[00:25:42.542] [笑い]
[00:26:04.600] え、クイーン病院ってどこ?何?どこに
[00:26:07.240] あんの?
[00:26:10.440] あ、ナポレオンに聞きに行く。ナポレオン
[00:26:12.919] にでも聞き。お前どけや。なんでそ、お前
[00:26:15.120] の初期位置やねん。初期位置ここなの?何
[00:26:18.760] なんだよ。
[00:26:21.480] あ、ロタてナポレオン[鼻息]に会いに
[00:26:23.760] 行きますか?ジョイディビジョンにでも
[00:26:25.559] じゃねえ、なんだっけ?アウターヘブンに
[00:26:26.880] でも行くか。
[00:26:46.399] いい曲。
[00:26:47.880] 鳩。[鼻息]
[00:26:50.008] [笑い]
[00:26:53.159] 誰がハトやねん。誰が鳩トや?乗っんねんの。センタープラザ。あれ?センタープラザ。
[00:27:02.960] センタープラザってなんだっけ?どこだっけ?センタープラザ行ってみるか。もう今武器とかはあ、武器とかは今割と純宅というか。
[00:27:13.640] お疲れ。
[00:27:14.960] はい。リビさんお疲れちゃん。続きやってきますよ。続きやってきますが、あの、すいません。次何やればいいかわかんなくなっちゃった。クイーン病院を
[00:27:21.448] [笑い]
[00:27:23.360] 伸びるの早ない?
[00:27:25.559] 髪伸びんの早い。エロいから。エロいから。で、よく言うよな。エロいとエロいと髪伸びんの早いって。
[00:27:32.399] うん。俺早いんだよ。髪伸びんの早いよね、確かに。でもそうかな?違うね。顔、顔がちっちゃなって髪長く見えてんね。今
[00:27:32.584] [鼻息]
[00:27:41.399] えとハげるの早いよ。
[00:27:43.039] え、そうなん?なんで?そうなん?センタープラザ来ましたよ。セプラちょっと
[00:27:53.519] 痩せないで。[笑い]
[00:27:57.679] なんでやねん。
[00:27:58.720] いや、もう最近はもうね、痩せるために何かをしてるとかではない。
[00:28:02.714] [笑い]
[00:28:05.000] おい、じゃ、一緒に一緒に行こう。お前もついてこいよ。お前もついちょっとナポレオンに挨拶してこう。ナポ、ナポ、病院の位置教えてくれよ。よ
[00:28:22.480] ワイハ20kg落とした。一旦満足。
[00:28:25.679] わ、すげ。ジャンカーの旦那座は住んでる
[00:28:28.559] かい?
[00:28:30.600] え、[咳払い]
[00:28:33.600] ねえ、だこさ、[鼻息]このゲームそうな
[00:28:37.399] んだけどずっと思ってんだけどなんかその
[00:28:38.960] 主要キャラクターが結構なんかモブキャラ
[00:28:41.360] にされちゃっててさ、カトリールとか
[00:28:43.880] こいつとか何にも喋ってくれねえんだけど
[00:28:45.720] 。
[00:28:48.200] 何にも喋ってくれねえよ。病院はどこに
[00:28:51.360] あんのよ。
[00:28:56.720] ここの従業員にナポレオンっていう
[00:28:58.240] 垂れ込みいや、目の前にいるやろ。
[00:29:02.440] 同じことしか喋ってくれねえ。
[00:29:07.919] え、ちょっと待って。どこ行けばいいか
[00:29:09.159] マジでわかんない。えー、もうやっとあの
[00:29:13.000] なんかダンジョン地獄から終わったと思っ
[00:29:14.679] たら普通に普通に先進めないやんな。何
[00:29:18.279] あさ別にね、攻略見ようとして思ったわけ
[00:29:20.880] じゃないんだけど。そう、攻略サイトない
[00:29:23.440] のよ。
[00:29:24.840] マジでない。なんかこのゲームについて
[00:29:27.600] 語ってるブログみたいのあるんだけど、こ
[00:29:30.480] 攻略サイトなんかその攻略チャートみたい
[00:29:32.919] なマジでなさすぎて
[00:29:38.919] どこに行けばいいか分かりません。
[00:29:42.200] クイーン病院にあんのよ。攻略上げようぜ
[00:29:44.760] 。俺も攻略サイト上げればでも大丈夫でも
[00:29:47.080] このゲームやるやついね。確かにこの
[00:29:49.399] ゲームの攻略を書いたところでこのゲーム
[00:29:52.440] プレイするやついないんよね。
[00:29:55.559] 令和8年にしてこのゲームを9万で
[00:29:59.305] [笑い]
[00:30:00.000] 9万で買って
[00:30:02.399] 56万かけてあのMSX本体買ってやるや
[00:30:06.799] ないんだよ。
[00:30:10.960] こ上の方行ってみる。
[00:30:12.399] で売ろうぜ。攻略。
[00:30:14.360] 誰もか。いやあ、もう敵も多いし。ああ、弾買ってくんの忘れちゃったよ。弾買ってこねえと。ごめん。弾買ってくるわ。ここにはいろんな種が集まっています。いや、それはいいんだけど。
[00:30:52.200] ああ、ディスク入れ替えね。はいはいはい。ああ、なんかディスクに履き出すようになった。
[00:31:05.360] 馴染んだね。馴染んだね。馴染んだね。
[00:31:08.200] 具合が良い。
[00:31:09.080] 具合がいい。
[00:31:10.320] でも好きなの。
[00:31:12.080] お腹いっぱいなんかな。
[00:31:13.440] お腹いっぱいなんかな。でももうもうでもほらあれだ。良
[00:31:15.941] [音楽]
[00:31:18.760] い。
[00:31:19.279] おつ。ほぐれたね。ほぐれました。うん。でもあのピンセットでガッチガチャに掴んだ傷はついてるけどピンセットであのラベル部分ガチャガチャに掴んだ傷が残っちゃったけど。
[00:31:21.836] [笑い]
[00:31:31.519] 健康でいいね。最悪。
[00:31:35.720] マジで
[00:31:38.120] 緩なった。
[00:31:39.480] 緩なった。ガバガバになってきた。お薬ください。お薬ください。あとどこに行けばいいかも分かりません。誰か教えてくれよ。おい、誰かこのゲームキプレねえの?キップ。お、キップいねえの
[00:31:54.480] の風俗ライターが普通に生地角よりの手で売った方が儲かるって言ってたよ。キプ。
[00:32:00.240] へえ。
[00:32:01.120] ノーでノートでま、ま、だってノートはだってお金払って買うもんね。他のだって記事普通に書くとあれは広告収入とかになるわけでしょ。
[00:32:10.000] ですが教えましょうか。
[00:32:11.617] [笑い]
[00:32:12.279] 何教えれんねんよ。お前に弾買うぞ。たけえよ、これ。高いなあ。
[00:32:23.919] 6000円。1
[00:32:24.720] 生が2万ぐらいなるらしい。
[00:32:28.200] 一記事4000円が2万になる。
[00:32:32.240] 4000円文字ってこと?どういうこと?
[00:32:33.840] 4000円が2万になる。[鼻息]
[00:32:36.840] ま、そのノートのあれにもよるんじゃない
[00:32:38.480] ?内容にもよるんじゃないの?内容にも
[00:32:41.159] よるんじゃないの?[鼻息]
[00:32:50.360] もうどこ行けばいいかわかんねえよ。
[00:32:57.639] サウスダウンタウンなんかな、やっぱりな。サウスダウンタウンなのかな。もうちょっとあそこら辺。もうちょっとこの最新の
[00:33:14.497] [鼻息]
[00:33:16.799] 健康持ち込みで単価4000
[00:33:18.639] 円なのがの手だと2
[00:33:20.000] 万円分買ってくるって話じゃない。
[00:33:22.600] そう。あ、なるほどね。[笑い]
[00:33:24.720] もうついについに翻訳が必要になったね。チマゲームに。チャマゲームにコメントを理解してもらうために翻訳が必要になってしまった。みんなが何言ってかマジでわかんない時あんだよね。俺の毒力がなさすぎて。
[00:33:28.253] [笑い]
[00:33:33.493] [鼻息]
[00:33:40.679] チャッピー入れようぜ。
[00:33:43.080] え、[鼻息]
[00:33:44.960] 今日難しい日だね。
[00:33:46.320] 今日難しい。もう頭働いてないから。
[00:33:56.440] ゲームしよっか。
[00:33:59.360] ここがサウスダウンタンだ。住んでる俺が言うのもなんだか。しけた貧乏。貧乏のとこだ。おまけに奴らが幅を効かてんだ。は働いてるみたいな言い方。
[00:34:09.518] [笑い]
[00:34:11.839] 働いてるやろ。こい。あの下ネタになるとペラが回わんだけどね。チマゲームもね。
[00:34:18.800] 下ネタになるとペラが回るけどもね。
[00:34:22.320] 真面目な話だと。ああ、あ、なんて
[00:34:35.359] レ下ネタの時本当楽しみ。笑
[00:34:40.200] なんかもうこないだめちゃめちゃ配信
[00:34:43.399] おもろかったから良かったんだけど
[00:34:45.000] ちょっとショックだったもんね。
[00:34:47.119] 俺って下ネタじゃないと笑い取れねえんか。ちょっとショックだったもんな。ちょっとショックだったもん。俺って下ネタじゃねえと盛り上がんねんか配信。そうか。でしょ
[00:34:50.783] [笑い]
[00:35:08.640] 大喜りしてたもんな。マーブルのちんちん大喜り。とんでもねえ。
[00:35:13.054] [笑い]
[00:35:14.880] マーブルのちんちん大喜りだ。
[00:35:18.480] 下ネタでしか盛り上がらないやつが多いんじゃない?
[00:35:21.920] もうちょっと待って。ちょっとさ、本当におかしいと思いませんか?これ
[00:35:25.520] 今でも無限に出てくる。
[00:35:27.464] [笑い]
[00:35:29.480] ちょっと敵の数多すぎないっか?おい、ちょっとこれ多すぎませんかって誰も言わなかったんかい。これイ
[00:35:38.680] ライラ棒
[00:35:41.680] 多すぎなってくる。
[00:35:44.079] ずっとこの画面
[00:35:45.804] [笑い]
[00:35:46.720] ずっとこの敵の画面もさすがに今日はちょっと違う敵見せれ見せれるように頑張りますよ。
[00:36:04.800] 本当にも今日はガつ進め。
[00:36:08.720] ガチ。
[00:36:26.560] もうこれほぼ死んでるやろ。
[00:36:37.240] しょっぱいんだよね。これ飛んでるやつの
[00:36:39.200] あの経験値
[00:36:41.359] まだこのもういいよ。
[00:36:46.119] もう逃げべ。もうだリーよ。もう逃げます
[00:36:49.319] わ。
[00:36:52.040] 馬ないねん。お前戦っても。[鼻息]
[00:36:56.160] ほんで
[00:36:59.440] あんたもこんな街早く出てた方がいいぜ。
[00:37:01.839] そのうちあらの天国になって人間なんて誰
[00:37:04.160] もいなくなるに違いねえ。ここって何だっ
[00:37:06.480] け?何さん?ここ
[00:37:11.359] がランドシャフト。ああ、なんだっけ?
[00:37:13.160] ランドシャフトトってごめん。全然覚えて
[00:37:14.440] ねえ。[鼻息]
[00:37:19.720] え、このどっかビーフなんやねん。それ
[00:37:23.720] 好きだけど。確かにうまいようなあるのは
[00:37:25.400] 。あたこんばんは。
[00:37:28.440] え、こん中に病院があんのかね。
[00:37:31.240] この中のどこかに病院があんのか?
[00:37:40.200] トリプル美味しいの?
[00:37:43.240] トリプルんダブルアビーフや味一緒じゃない?あの味うまいよな。なんかなんかちょっと前に
[00:37:51.319] Twitter
[00:37:51.640] でさ、あのなんかソース抜き頼むとかって言ったけど、あのソースがうまいんやろがい。
[00:38:03.480] しょっぺでうめえの。しょっぺでうめえんだよ。あれだよな。マジでなんか流行ってなかった?
[00:38:10.520] Twitter
[00:38:10.880] でなんかあのソース抜きがソース抜きをすれば表三道の
[00:38:15.440] 1個3000
[00:38:16.359] 円のバーガーになるんだよね。
[00:38:19.839] スーパーの安いバーガー。あの
[00:38:21.696] [笑い]
[00:38:22.800] ツーブリじのザれごリ薬屋の独り言みたいな。
[00:38:26.936] [笑い]
[00:38:30.280] お、漫画書いた方がいいぜ。それで売れそう。なんかツぶりじのザれ事。
[00:38:35.451] [笑い]
[00:38:35.880] 笑笑。
[00:38:36.960] ダブル
[00:38:38.800] いいね。漫画書こう。それで
[00:38:40.640] 笑笑
[00:38:41.960] ぶりじのザれ事流行るで。
[00:38:45.839] 痛そう。[笑い]
[00:38:47.800] ここ病院なんちゃうの?何これ?ちょっと待って。マジでどこに行けばいいかわかんねえんだけど。おい助けてくれ。そう。
[00:38:55.101] [笑い]
[00:38:56.800] みーちゃんと山田さんみたいなさ、ミーちゃんと山田さんとかみたいな。なんか最近そういうの流行ってるやん。ヤニ猫とかさ、なんかそういうなんかちょっとブラックな、
