[00:00:53.600] うい。お疲れ。
[00:15:58.519] ああ、ここだな。30、30も食らう。
[00:16:01.199] そんな強くないやん。考えたらそんな強く
[00:16:03.240] ねえやん。
[00:16:06.120] え、どうなの?これ。もう今日最終回で
[00:16:08.079] 行けるよな。
[00:16:12.720] 全然そのストーリーのあのさ、なんて言う
[00:16:16.120] の?長さとかもなんか全然わかんねえから
[00:16:18.319] さ、これ。ただもう最終版だよな。どう
[00:16:21.199] 考えてもな。
[00:16:23.519] お疲れ。おそらく最終回です。おそらく
[00:16:26.319] 最終回。あのさ、前回終わったあのバカ
[00:16:28.759] でけえボスみたいの倒したよ。おそらく
[00:16:31.920] 最終回なんじゃないのかなと。
[00:16:38.759] ただね、まだ最終回だとは思うんだけど
[00:16:42.600] 、だとは思うんだけど、そんなちょろっと
[00:16:45.480] は終わんなそうな感じするよな。まだ
[00:16:47.720] 一悶着ありそう。やべ、レベル50になっ
[00:16:49.839] てんじゃねえかよ。やべえ、俺もこっち側
[00:16:52.480] の人間になっちまった。
[00:16:59.560] 一旦攻撃力下げないとだめだ。
[00:17:06.640] やつ強え。
[00:17:15.799] もう敵もこれな、もうホバー型なんだが
[00:17:19.959] 地面の敵なんだかよう分からんことになっ
[00:17:22.000] たけどな。これどなんななんこいつ
[00:17:24.081] [笑い]。
[00:17:25.280] これなんなん?ドローンかこいつ。
[00:17:29.000] で、体力を削っていくと
[00:17:37.880] クロートタイプであって欲しい。
[00:17:39.679] クロートタイプってどういうの?クロートタイプってどういうの?ドローンみたいなの?これオスプレイみたいな
[00:17:53.520] 下に噴射して浮いてる。
[00:17:55.080] ああ。はいはいはいはいはいはい。
[00:18:02.919] いや、1回弾とか買いに戻りてえ。マジで
[00:18:07.679] 弾とかないんすか、これ。買い。もう絶対
[00:18:11.280] 敵避けらんなくなってる。もう
[00:18:16.080] エクスプレス15発。15発しかねえんだ
[00:18:18.600] よ。15発しか。
[00:18:28.559] なんかこれマットマクシマムでもなかなか
[00:18:30.640] 全然できるけどな。なんでこれこんな弾
[00:18:33.240] 持ってんの?俺480発ってこんな買って
[00:18:35.320] きたっけ?
[00:18:39.559] 全然使ってねえから溜まっちゃったんか?
[00:18:52.840] いいって。その申し訳に避けなくて。よし
[00:18:56.039] 。
[00:18:58.480] よしよし
[00:19:05.080] よしよしよし。
[00:19:08.080] 防御力がそんな高くねえな。防御力は
[00:19:10.400] そんな高くねえぞ。
[00:19:18.840] よし。もうほぼ死んでるだろ、これ。
[00:19:28.880] よし。
[00:19:31.840] 金ランク。おお、めっちゃレベル上がるや
[00:19:34.400] ん。ええやん。いいのかいいのか。
[00:19:37.703] [笑い]
[00:19:38.320] まだレベル上げる必要があるんだろうか。
[00:19:41.080] やべ、金2万も溜まってる。ロケット
[00:19:43.919] ランチャー書いて
[00:19:46.760] ラスボス全部ロケラン。ラスボス全部
[00:19:49.559] ロケランでいいと思ってる。え、ここで
[00:19:51.080] あげる必要あんのかな?
[00:19:55.240] これ1回さ、本部帰らせて欲しくない?1
[00:19:59.320] 回本部帰りたいんだけど、これ。いや、
[00:20:02.640] 多いよ、相変わらず
[00:20:05.360] 1回本部帰りたい。
[00:20:12.679] 弾だけでいいから充させてくんねえか。
[00:20:18.400] だってこっから本部
[00:20:19.559] が待ってる
[00:20:21.440] なデデデフリー側なジャニー北側なってさ、こっからね
[00:20:48.280] に弾買いに戻ろうとしたらまずこのクソ
[00:20:51.080] 投げ、この変な研究所みたいなとこ抜け
[00:20:53.000] なきゃいけなくて、それ抜けたらあれだ
[00:20:54.960] からな。変ななんか敵めちゃめちゃ強え
[00:20:57.280] 洞窟抜けなきゃいけなくて、で、それ抜け
[00:20:59.320] てミラーハウス抜けて遊園地抜けてやっと
[00:21:02.320] 本部変えれるんだ。無理無理無理無理無理
[00:21:05.520] 。それだけで2パート使うわ。それだけで
[00:21:08.840] 2パート使う自信ある。
[00:21:14.640] いや、マジで地獄だよな。
[00:21:22.919] いや、ちょっと弾買ってくれよかった。
[00:21:27.039] いや、でも金結構あり金全部買ってきた
[00:21:29.200] つもりだったんだけど
[00:21:31.679] ロケランに金使っちゃったからな。だが
[00:21:34.960] しかしロケランまだロケランまだ11発
[00:21:37.159] 持ってるぜ。ラスボスまぶっちゃけ弾ま
[00:21:39.520] なくてもラスボスロケランでロケランで
[00:21:42.279] ぶっ飛ばやだ。[叫び声]危ねえ。よし
[00:21:44.919] よし道合ってんのかこれ。
[00:21:47.640] やばい、やばい、やばい、やばい、やばい
[00:21:49.360] 。
[00:21:51.120] よし、よし、よし、よし。
[00:21:54.640] あ、いいぞ。この錆びついて、おい、なん
[00:21:58.919] だよそれ。開けろや。錆びついていて動き
[00:22:02.279] ません。どっか他の道を探しましょう。
[00:22:03.960] なんやねん、それ。
[00:22:07.045] [音楽]え、他の道あったか?どけ。そこ
[00:22:10.440] どっちかにせえよ
[00:22:15.840] ね。[笑い]
[00:22:16.919] で、避けらんね。キャラの動きがカクカクすぎて制御できねえ。自分で。
[00:22:26.320] ナイスディフェンス。
[00:22:27.679] 全然避けらんなかった。まあ、もう討分あれだな。このマッドエク、マッドマクシマムで行くしかねえ。この
[00:22:41.440] 6連車。ま、強えけどな。
[00:22:43.400] 俺もシンボルのグラブ
[00:22:47.520] そうなんだよね。これ凝ってるよね。凝ってるよね。あの初代ポケモンみてなさ、あのな、手持ちのポケモンなんだか全然わかんねみたいな。そんなことになってないのがすごいよね。初代ポケモンのケンタロスのさ、ケンタロスの手持ちに入てる時のグラフィックただの馬だから牛だからね。ただの牛
[00:23:07.720] みたいな牛みたいな牛のグラフィックだから。
[00:23:08.615] [笑い]
[00:23:14.039] あとあ、ネット。あ、びっくりした。初代ポケモンの代わりもなるしね。
[00:23:20.840] うん。あの初代ポケモンのあの不思議だね、手持ちに入れてる時のグラフィックは花だからね。花ではねえだろ。なんなんだあの謎の花は。その点のゲームはすごいっすよ。
[00:23:28.921] [笑い]
[00:23:40.320] これ敵のグラフィックがちゃんと1匹1匹
[00:23:42.840] 違うんすよ、もう。あ、出てもこれ多分
[00:23:45.279] ラストだ。今日、今日ラストだ。多分
[00:23:47.919] わかんねえけど。ラストっぽいとこには来
[00:23:50.640] た。
[00:23:55.200] でもなんかあれだな。あんなに文句言って
[00:23:57.039] やつた。このゲームもいね。ラスト思う
[00:24:00.039] と寂しいよな。BGM聞けなくなるのか、
[00:24:03.200] もう。このマジでCD欲しい。俺の
[00:24:09.320] このなんかね、この
[00:24:11.760] なんだ、SDスナッチャーとMSX版の
[00:24:16.400] えっとスナッチャーのBGMが2枚なん
[00:24:18.720] つうの2作セットになってるなんか3枚組
[00:24:21.360] のCDあるんだけどそれ2万ぐらいすんだ
[00:24:23.919] よね。[笑い]
[00:24:25.279] それ2万ぐらいするんだよね。これの
[00:24:28.320] サントラマジ欲しいんだけどさ。あ、ニコ
[00:24:32.679] きついよね。
[00:24:33.440] 高すぎだよね。もいいからね、このゲーム。めっちゃ曲いいからさ。曲めっちゃ好きなんだよな、このゲームの。
[00:24:41.679] 計11万。
[00:24:42.960] 計11万高すぎる。[笑い]
[00:24:46.679] 来年から給料減る。
[00:24:48.399] 何それ?来年から給料減るってんな話?そうなん?え、もう減るほどもらってないんだけど。いや、減るほどもらってねえよ。もうい、もう増税ぜばっかりして、もう。
[00:25:04.399] どんだけ増税すんねん。
[00:25:09.640] 何勢が上がんの?何がうわ、もうここ絶対
[00:25:12.760] 当たるやん。ここ
[00:25:22.799] 防衛費かれるんだっけかな?防衛費って。
[00:25:29.120] ちょっともうやめてほしい本当に増税
[00:25:31.440] ばっかり。
[00:25:34.799] 苦しい、[笑い]
[00:25:37.039] 苦しいよな。
[00:25:58.200] よし。
[00:26:00.279] ゲーム
[00:26:01.799] 4900
[00:26:02.799] 円でありそうな気がしないでもない。
[00:26:04.880] いや、それ多分違うんだと思うんだよね。あのね、
[00:26:08.520] あのね、スナッチャーの、
[00:26:10.919] スナッチャーのあのなんだっけ?あれ、えっと、サントラってめっちゃあるんよ、いろんな種類が。ま、要はだから
[00:26:17.480] PC
[00:26:17.799] エンジンにも出てるし。だからそれごとにあるのよ。作品ごとにあって、移植版ごとにあって、俺が欲しいのは
[00:26:24.000] SCC、SCC
[00:26:26.240] メモリアルシリーズってやつなんだよね。
[00:26:28.600] なんでそんなにサントラ作るん?
[00:26:30.399] だって違う。あれだって音が毎回違うから曲が。子供の医療師無料。あ、子供の医療費って今無料なの?子供の医療費って無料なんだ。すご。あ、そうなんや。俺子供とかいねえからわかんねえけど。あ、今何?日本って子供の医療費無料なの?
[00:26:33.633] [鼻息]
[00:26:51.080] 自治体次第だけど。
[00:26:52.320] ああ、そういうことか。お、でもすごいことだよね、それって。
[00:26:57.799] なるほどな。ま、確かにそう、
[00:27:00.720] そういう風なのを聞けば、まあ確かに俺の
[00:27:04.000] その俺のケ税がそういうところに使われ
[00:27:08.080] てるんであればえ、すげえ。高校、え、
[00:27:12.960] マジで高校設まで無料なの?
[00:27:17.480] マジ
[00:27:25.360] すごすぎやん。
[00:27:27.760] は通学費無料になってる。ありがや。
[00:27:31.120] マジですごいね。通学費って何?通学費って何?まず高校高校無料なんだ。ええよ。今の時代のいいな。俺なんかあれだぜ。俺の同級生友達が病にかかっ時病にかかった時金貸したからね。あい本君さ、俺なんかちんちんにボツができちゃって病院きてえから金貸しってっしたけどね。
[00:27:57.360] え、無料ってこと?今それは返してもらうかな?
[00:28:00.679] 返してもらってねえよ。そういえば
[00:28:03.880] ちんちんにボイボができちまってよって病院行きてから金ねえから金貸してくれ。俺、俺このままジが腐っちまうって言うから貸してあげたんだけどは、それ今無料ってこと?高校生は
[00:28:12.539] [笑い]
[00:28:18.480] 君が収めた税金でうちの子が健康。ありがたいや。
[00:28:22.200] ありがたや。じゃないんだよ。返してもらおうかな。
[00:28:24.919] が下ろすから2
[00:28:25.760] 万貸してきって帰ってきたのは
[00:28:27.880] 1年。
[00:28:28.399] ええ、ちょっと待って。いや、ちょってんな。あ、電車バス台。
[00:28:38.080] え、電車台無料なの?電車台無料なの?すご、マジで定期代無料ってこと?定期代無料ってこと?え、じゃあ今の高校生は定期代お母さん定期あの更新だから
[00:28:54.279] 4万ちょうだいつて4万もらって。それ
[00:28:56.080] その定期化して。
[00:28:57.279] その定期更新しないでさ、あの家から
[00:29:00.679] 1
[00:29:00.840] 時間ぐらいかけてチャリンコであの半年間通うってことやんないの?ちなみに俺はやってた。
[00:29:06.250] [笑い]
[00:29:06.960] ちなみに俺はやってた。定期代更新
[00:29:09.519] 4万5000
[00:29:10.039] 円ぐらいもらって更新したよって言いながら家から家からチャリンコで
[00:29:14.919] 痩せそう。
[00:29:15.679] 家からチャリンコで1
[00:29:16.679] 時間ぐらい遠いところの高校に関する。なんかちょっとやな予感するからセーブしていい。これランダムだよな?これランダム倒れてねえか?お前も精病か?金貸してやろうか?俺が病院行ってこいよお前。ちんちんにボツボツができたんだろうな、多分な。
[00:29:28.520] [笑い]
[00:29:36.080] ちんちんにボツボツができ会社でそれしたらバレた翌月の給与れるで。な
[00:29:36.380] [鼻息]
[00:29:40.760] んでそれバレる人なの?だって自分の金じゃん。別に給料から金もらってるわけじゃねえもんな。
[00:29:44.640] 者で通えば交通費丸儲けだね。
[00:29:47.000] そうだよ。そうだよ。俺は高校の時にそれやってた。夜けに家に家が出るのが早いって思われたけどね。いや、電車ならあんた
[00:29:55.919] 8
[00:29:56.080] 時の電車に乗ればいいじゃない。いや、俺は
[00:29:58.360] 7時に家出なきゃいけないんだつって。
[00:30:00.640] 1時間ぐらいかけて。1
[00:30:02.399] 時間ぐらいかけて。
[00:30:03.320] でも途中で友達と合流したりそれはそれで楽しかった。あ、ランダム
[00:30:08.120] ママは分かって黙ってたんだよ。
[00:30:10.159] まだまかもしれないな。かもしれないな。うん。かもしれないな。そういう俺のお母さんはそういうとこあるからな。ありがとなお母さん。腕を腕をやられた。大したことはない。動けるかランダム。ああ、なんとかな。こん中にありそうなんだが、何かありそうなんだが。入るか。入るに決まってんだろうか。だからお前は来なくていい。
[00:30:29.519] 怒ってもゴムしろって言われたんだったよね。
[00:30:33.720] 言われた、言われた。あ、これはあれじゃない?ランダムハズルのオリジナルなんだっけ?エリアマットな。
[00:30:46.159] コーラで洗えばいいじゃん。
[00:30:47.559] 何それ?え、コーラが洗ったらセーフなん?そんなことある?
[00:30:49.086] [笑い]
[00:30:56.360] そうなん。コーラで洗えばセーフなん?マジかよ。
[00:31:00.760] 血山私だ。わしじゃよ。誰だよ。気をつけろ。誰かいるぞ。お、それは、それは分かってるよ。お前
[00:31:09.039] 炭酸で洗い流せってのりらしい。それ
[00:31:11.679] 誰?誰だこいつ?エリアマットのじゃねえの?あの最後に出てきた。
[00:31:20.279] 30
[00:31:20.559] 分ぐらいベラベラ喋ってたけど何か全然わかんねえやつ。え、ちょっとやな予感する?え、これさ、ボイスねえじゃん。ええ、ここでボイスないじゃん。
[00:31:29.080] 俺もしかして30
[00:31:29.960] 分ぐらい朗読しなきゃいけない?スナッチャー名物エリアマットのあの毒白ロード長いの怖いよね。
[00:31:39.480] え、ちょっと待って。
[00:31:40.240] 名物?
[00:31:41.080] 名物でちょっと待って。え、嘘でしょ?俺やボイスありだったから。ボイスありだったからまだ良かったもの。いもこんばんは。こんばんは。び
[00:31:49.240] っくり。
[00:31:50.279] いもこんばんは。あのなんか
[00:31:52.159] 1
[00:31:52.320] 番最後のあのエリアマットランとこ来たわ。今日多分最終回。
[00:31:57.720] ちゃんと声整えて。
[00:31:59.827] [咳払い]
[00:32:00.679] いや、始まったぞ、これ。30
[00:32:02.320] 分ぐらい始まるぞ。これ俺これ全部読まなきゃだ。久しぶりだな。邪魔し。
[00:32:06.377] [音楽]
[00:32:07.039] お馴染みご存じ。
[00:32:08.639] 30
[00:32:10.559] エリアマットだ。うわ、しかもこれ自分のペースで次の行けない。このこのペースで行かなきゃいけない。年置いてしまったとはいえわがわからんとは。本当に何も覚えてないようだな。シード博士。
[00:32:26.320] 博士。うわ、これ長そう。ちまぎ。どういうことだ?
[00:32:29.957] [笑い]
[00:32:32.480] こんな敵いたね。
[00:32:33.919] あのなんだっけ?あのあれな。あのカオソのカオじゃない。魔よかろう。千がお前に失われた記憶を埋めてやろう。私の話を聞いたことを後悔するかもしれん。
[00:32:53.399] 記憶をなくしたことはある意味では正解
[00:32:56.840] だったのだからな。べってりこんばんは。
[00:32:59.919] 俺の過去に何が
[00:33:03.559] 全ては50年前にマジで長そうやん。これ
[00:33:09.960] もう読むの
[00:33:13.080] あの頃世界の軍事金衡は上限に達していた
[00:33:17.159] 。
[00:33:18.720] 世論では国際原子力機構による平気核分裂
[00:33:23.600] 性物質の生産停止協定の思考が噂になって
[00:33:28.639] いた。アミレカをはめとする軍事大国では
[00:33:32.240] 待機圏外での順事競争にしぎを削っていた
[00:33:35.720] アンさんこんばんは。しかしクレブリンの
[00:33:38.960] 暴君たちは違った。全く違った方向からの
[00:33:42.480] 軍事優位を目論んでいたのだ。
[00:33:46.039] おい、税金がんだったらこれもぜ、国の勢でどうにかしてくれよ。これ国の勢でこれ読み上げ入れてくれよ。俺の税金取ってんだったらよ。
[00:33:54.000] でもでも好きなの誰もが考えつかぬ恐ろしい計画。当時世界のなんちゃかんたあんたが危機で訪れていた共産主義の亡に関わる問題だったのだ。我々は焦っていた。そしてあの子供じみた計画が走り出した。いや、これ長いぞ、これ。それがスナッチ。
[00:34:09.518] [音楽]
[00:34:13.760] 敵国のVIPをクレムリンの操り人形の
[00:34:16.760] ごとく極秘のうちにすり替え政治や経済を
[00:34:19.560] 操作し裏側から共産主義着会主義を
[00:34:22.520] 植えつけていく。
[00:34:26.040] そうだチアム少しは思い出したか。そして
[00:34:30.399] スナッチャー開発のため世界中から優秀な
[00:34:33.599] 科学者が集められた。マジでちょっとこれ
[00:34:36.159] も一時停止一時停止推奨でお前ら自分で
[00:34:39.480] 読んでくんねえか。
[00:34:40.159] これもしんどい。で、その頂点に位置するのが我々参加していたフランケンプロジェクト、フランケンスタインプロジェクトチーム。やば、なんか鼻の奥で鼻くそがピロピロしてるからちょっと待って。
[00:34:41.613] [笑い]
[00:34:51.800] そんなん聞き汚い。
[00:34:53.720] フルボイスで助かる。[笑い]
[00:34:55.879] 父、あ、ごめん。読めなかった。え、ロバット工学からは父ペトロビッチマッドナーのボタン押して。
[00:35:03.760] 遺伝工学分子学からは私エリアマットのえンダさんこんばんは。
[00:35:08.880] 黄色のボタン。えー、高学生、行動理学。なんとかかんとかからはジェミー。そして携帯心理学からはお前げ。どうも天才科学者橋本です。干しビルスクにあったネオガデムゴロドで全然読みずれえ。初期開発や。その後クレブリーニをつった。
[00:35:15.019] [音楽]
[00:35:31.079] ペストロイカグラスノスグラスノスチズスアガデムゴロもう全然わかんねえや。もう何だこいつら。あの頃私は夢中だった。自分の警官研究にそしてジェミーに。
[00:35:53.319] この辺の単語ムクスさんで覚えた。
[00:35:55.560] なんかな、あの好きよな。
[00:35:57.400] あのロシアのあの
[00:35:59.560] なんちゃらなんちゃらみたいな
[00:36:01.560] 正のやすな。精理のやすくジェミーだ。ジェミロリイン博士
[00:36:08.680] グルートかな。当時私はまだく駆け出しの遺伝工学者が研究生は行動生理学者として父ペトロビッチの女子として働このペトロビッチバットなんってあのメタルギアにも出てくるよな。
[00:36:23.920] え、私はジェミーの美しさに魅了され、彼女の笑顔に満たされていた。彼女には東側の女にはない何かがあった。若い私の閉たされた心はそんな心に次第に引かれていった。ちょっと待って。これ今何分経った?幸せだってよ。毎日が充実していた。父の信頼を受け、ジェミーにも見守れながら私は研究を関係させようと気になって頑張った。
[00:36:40.825] [笑い]
[00:36:53.440] しかし私のそんなさきも幸福も長く続か
[00:36:58.079] なかった。これマジで30分ぐらい語っ
[00:36:59.920] たらどうしよう。マジで[笑い]
[00:37:02.480] あと5倍ぐらいある。血ぎお前だ。お前が
[00:37:06.359] 現れたのだ。全てが崩れ去っていった。
[00:37:10.680] 千山、お前は私の全てを
[00:37:15.079] 生きがを奪っていったのだ。これさあ、
[00:37:22.400] ちょっと俺はモスクワにいた。
[00:37:27.480] どうして父の名を?
[00:37:33.560] おお、ジェミーとお前は愛し合い結ばれ
[00:37:38.200] 。
[00:37:39.760] そして1人の息子を設けた。あ、息子な、
[00:37:43.800] ちょうどハレ星の大接近の年だったのり。
