[00:00:29.720] ສ
[00:11:11.040] あ、そうなんだ。スピーカーめちゃめちゃいいスピーカーじゃないの?こんなスピーカーで。で、こ、ま、
[00:11:15.600] HDMI
[00:11:16.160] は何ぼあっても助かりますんで。ありがとうございます。とりあえずあ、ま、これはあれですわな。おまけですわ。おまけですわ。
[00:11:23.480] これは何?ちょっと何からあげればいい?
[00:11:25.560] どれから上げればいいんだ?どれ
[00:11:28.040] から上げればいいんだ?
[00:11:32.000] またなんかまたなんかこれどうせまたこれ
[00:11:35.760] 後で使うんでしょ?これ。これ何これ?
[00:11:37.920] これ何?[笑い]
[00:11:39.680] また出たよ。変なのよ。後で使える
[00:11:41.839] 後で使うやつね、これね。出たね。後で
[00:11:43.639] 使うやつなんか
[00:11:45.680] なんか[音楽]なんかいい模様入ってる
[00:11:48.880] けど高そうな。なんか
[00:11:52.720] なんか後で使うんだろうな、これな。なん
[00:11:54.200] か出ました。え、先にこれ行っていい?
[00:11:57.399] これ多分中身違うんだけど。
[00:12:02.279] うわ、これね、ま、実はね、あの、もう
[00:12:05.399] DMで頂いてたんで知ってるんすけど、
[00:12:08.079] これ結構すごいっすよ。
[00:12:10.720] これと取り出した瞬間に首もげそうだな。
[00:12:14.279] なんかど、なんか、
[00:12:18.240] あ、すごいわ。
[00:12:21.360] ちょ、白飛びしちゃって。これすごくない?これあの黒のトリガーのマール。黒のトリガーのマール。これえぐくない?とととと。
[00:12:34.800] ああ、
[00:12:35.760] 黒ノトリガーのマールと、あ、ちょっとこれはもう
[00:12:39.320] DMたけど失敗したっつったけどマールとなんだっけ?え、黒のマールと黒のフィギュア。これすげえ。
[00:12:48.040] ただ色ぬ、色は自分で塗ってねって言われけど、多分俺には塗れないだろうな。俺には塗ることはできないだろ。これすごくない?質感がちょっとほら、ちょっと暗くするとわかんないけど、ちゃんとこの
[00:12:51.598] [笑い]
[00:13:00.040] さて、塗装がかりさん。
[00:13:01.839] はい。さ、デラコマ君に送ろうかな。
[00:13:04.440] デラコマ君の元へ。[笑い]
[00:13:06.040] いや、さすがにちょっと、ま、さすがにちょっとそこまでちょっと激務にさ、できないので、ま、ちょっとこのまま飾っとこうかな。すごいよ、これ。でも本当にすごいよ。すごいよ、これ。
[00:13:17.680] ちょっとあの髪が失敗したって言ったけど
[00:13:20.440] すぎ。
[00:13:25.560] いや、いいね。ま、ちょっと塗装は自分で
[00:13:27.920] できるかわかんないけど。これ何?
[00:13:30.760] どれから開ければいいんかわかんねえな。
[00:13:33.720] どれからこれは何?これは何ですか?これは何?アイアンタートルのなんかデラコマンの奥さんに殴られそう。それはアイアンタートル。
[00:13:36.139] [笑い]
[00:13:48.360] あ、アイアンタートルのアイアンタートルの石板。これなんでアイアンタートルなの?なんでアイアンタートルなんか微妙。俺別にそれ好きじゃないんだけど。アイアンタートルアイアンタートル別に好きじゃないんだけど。これなげが殺されたやつ。
[00:14:02.920] あ、そっ。え、全部作った。全部作った。え、何それ?どこに入ってんの?それどこに入って?え、待って。これはすごい。これすげえ。ちょっと待って。なんかこいつだけクオリティえぐくない?カエルも入ってたわ。すげえ。カエルのクオリティえぐ。
[00:14:12.819] [笑い]
[00:14:25.959] お、なぜか髭は
[00:14:29.880] 3本しかなかった。
[00:14:32.560] いや、カエルのクオリティえぐくない?塗装しなくてもそのままいけるやん。
[00:14:37.040] オフログ、オスフログ、オスフログ。
[00:14:39.680] これすごいな。
[00:14:42.519] オスフログ
[00:14:45.320] かっけ。ありがとう。これすごい。すげえ。色濡れたら最高なんだけど。え、次このなんかこれ行っていいすか?ああ、すごいわ。
[00:14:56.705] [笑い]
[00:15:02.480] あ、なるほどね。今まで俺が、今までのドラクエの人生プレイで俺のモンスターを殺してきた方々ね。すごに鶏受け流しのな。受け流しの大ニ鶏ね。
[00:15:18.199] に鶏ね甘飛びしちゃうんだよね。ギガンテス。ギガンテス。めっちゃいい。
[00:15:18.320] [音楽]
[00:15:30.040] 物はいいってちゃんと入ってる。
[00:15:32.319] すげえ。
[00:15:32.720] 物はいい。
[00:15:33.600] 物はいいって名前入ってる。物はいい。すご。すげえな。あとあとアイアンタートル。このあのメガンテのアイアンタートルとバトルレックスね。バトルレックスね。すごすぎてこれやばいんだけど。
[00:15:53.800] これ多分だっても公式からも絶対にさ、
[00:15:57.959] あのグッズ化されないじゃん。
[00:16:01.839] まだなんかこういうのありそうじゃん。
[00:16:03.240] なんか人気モンスターだし。この大の石板
[00:16:07.040] えぐいな。え、ありがとう。これもいいね
[00:16:09.720] 。これもちょっとどっか飾りてえな。これ
[00:16:11.800] でもね、もう飾る場所がね、ありがたい
[00:16:13.839] けど色々ね、いろんなもの皆さんから頂い
[00:16:17.120] てね。
[00:16:18.920] 視聴者からもらったものを飾る専用の棚が
[00:16:21.839] 欲しいな。
[00:16:24.240] はい。じゃ、次。また
[00:16:28.120] 何これは
[00:16:30.680] 何なんこれ?
[00:16:34.000] カビゴン?カビゴンのなんかこのカビゴン
[00:16:37.680] ンってこんなおっさんみたいな話してねえ
[00:16:39.560] だろ。カビゴンにおっぱいあるんだけど。
[00:16:42.120] これ何これ?
[00:16:43.600] 可愛い。
[00:16:44.959] これ何これは
[00:16:48.600] これ?なんか恵様みたいな。
[00:16:51.279] めっちゃなんかごリ役ありそうじゃない?めっちゃ可いいですね。こんばんは。
[00:16:55.800] ごリありそうじゃない?もやさんこんばんは。もさん、昨日お疲れ様ね。
[00:16:58.880] 昨日お疲れ様ね。今日ね、今あのモコラから届いた、
[00:17:01.839] もモコラから届いたあの
[00:17:03.639] 3D
[00:17:04.079] プリンターでなんか色々作ってくれたものを開けてます。何これは?めっちゃゴリありそうだけど。確かになんか神棚に置いときたいぐらいだけど。
[00:17:14.679] これ1
[00:17:15.160] 体をいくらくらいの材料費で作れるんだろう。
[00:17:18.039] 本当だね。いくらぐらいで作るんだろうね。
[00:17:19.559] でも多分めっちゃ安いって言ってさ、なんかこのフィラメントっていうの、この材料はめちゃめちゃ安いらしい。いや、これすごいよ。昨日お疲れ様でした。楽しかったです。
[00:17:30.240] すごい。いや、こりがとうね。ありがとうね。めちゃめちゃ楽しかったわ。これすごいよ。ちょっとまだまだまだあるんすけど。まだあるんだけど。ちょ、何から何から開けていいかがわかんないんだよね。
[00:17:47.559] またいっぱい作ったね、あなた。また
[00:17:50.720] あなたいっぱい作ってくれたのね。お、
[00:17:54.679] 何これは[笑い]
[00:17:56.400] ね、これはなんだよ。これはもうこれ後
[00:17:59.080] から使うやつのこれ後から使うシリーズだ
[00:18:02.360] ね、これね。
[00:18:05.000] これねるねるねるねみたいな。
[00:18:06.840] 文字に書いてない。
[00:18:10.159] あ、文字
[00:18:11.120] 書いてますね。
[00:18:12.840] レゴゲームボーイスタンド。え?どういうこと?レゴゲームボーイスタンド。え、こな間だ作ったやつ?こないだ使ったやつ。
[00:18:15.827] [笑い]
[00:18:26.159] 作ったやつ。
[00:18:27.760] え、こないだ作った米国さんからもらった
[00:18:31.640] レゴゲームボーイ配信でやりましたけど、
[00:18:34.120] えの専用のスタンドがあるの?ちょっと
[00:18:37.440] 待って、ちょっと待って。そんなのあるん
[00:18:40.960] だ、
[00:18:45.640] これな。これ、これな、このレゴで作った
[00:18:48.799] やつ。
[00:18:51.198] [笑い]
[00:18:51.799] めちゃくちゃめちゃくちゃぴったりはまる
[00:18:54.760] 。こっちかっとこか。
[00:18:58.403] [笑い]
[00:18:59.960] あ、いいね。いいね。
[00:19:03.200] 村かパチパチパチ。パチパチパチ。村かパチパチパチ。
[00:19:07.919] めちゃめちゃいいじゃん。このためにあるような。ま、このためにあるんだけど。ま、このためにあるんだけど、このためにあるような台座食ってくれました。あざす。あざす。いいね。
[00:19:26.039] レゴゲームボイスね。はい。まだまだ行き
[00:19:29.360] ますよ、皆さん。まだまだありますからね
[00:19:31.000] 。どんだけ作ったねん。どんだけ作った
[00:19:34.360] ねん。次は
[00:19:36.480] なんか[笑い]
[00:19:37.640] あのなんかバンバーガーの塗装あみたいな
[00:19:41.640] ゲームGCスタンド。これ多分俺がお願い
[00:19:44.559] してたやつかな?
[00:19:46.840] ああ、出た[叫び声]。俺がお願いしてた
[00:19:49.679] やつだ、これ。
[00:19:51.679] これは嬉しいわ。これね、見てください。
[00:19:54.440] これバーン。これなんだか分かりますか?
[00:19:56.840] 皆さん。これなんだか分かります?しかも
[00:19:59.480] またなんかかっこいい。この素材でこれさ
[00:20:01.240] 、3つあるのは何なんだろう?これね。
[00:20:03.600] 何かと言うとこれ何かと言うとあの任天堂
[00:20:07.440] ゲームキューブってあるじゃないですか。
[00:20:09.360] 任天。これどうや使うんだろう?
[00:20:12.679] どうや使うんだかわかんない。初めて
[00:20:14.360] 見ました。
[00:20:15.120] これね、あの任天堂ゲームキューブって
[00:20:17.840] あるじゃないですか。
[00:20:18.960] 任天堂ゲームキューブをかっこよく飾れるスタンドなんですよ。俺これネットで見てこれちょっと作ってつってお願いしてこれマジでお願いして作ってもらったんだけど。
[00:20:29.240] へえ。
[00:20:32.320] ゲームキューブあるやん。ゲームキューブをこれどうやって使うんだ?
[00:20:36.080] ゴム足つけてないからでも貼ってな。
[00:20:44.080] イヤホ、もうイヤホンですか?
[00:20:47.200] おまついてないからシリコンのシートでも
[00:20:48.799] 貼ってありがとう。
[00:20:51.400] これゲームキューブあるじゃないですか。
[00:20:53.000] ゲームキューブを
[00:20:56.120] どうやってどうやんの?
[00:21:01.544] [笑い]使い方がわかんねえ。
[00:21:04.400] 下にゲームカセットアタッチメントついてたらそれじゃない。
[00:21:09.240] アタッチメントついてる。
[00:21:10.000] 同じ形してるの?
[00:21:11.480] そうそうそう。ゲームキューブのロゴと同じ形してんの。またそれもおしゃれじゃない?ゲームキューブのロゴと同じ形してんだよ。それもまたおしゃれだろ。
[00:21:19.320] それ3つあって
[00:21:24.880] 使い方がわかんない。
[00:21:29.000] 本体だけカセットありなしの
[00:21:31.600] 3ツあったはず。ああ、本体だけカセット
[00:21:36.080] あり。カセットてここね。この部分でしょ
[00:21:38.640] 。これありのやつどれ?どれがこれありの
[00:21:41.440] やつなんだろう?これかな?
[00:21:50.159] 乗る場所あたりに書いてない?
[00:21:55.600] 壊すなよ。
[00:22:00.400] 読めね。
[00:22:04.520] ちょ、ちょっと電気つけていい?[笑い]
[00:22:07.919] ちょっと電気つけると見えない。ゲーム
[00:22:10.080] ボーイプレイヤーバージョン。これ、これ
[00:22:12.480] でしょ。で、俺今ゲームボーイプレイヤー
[00:22:14.240] ついてるからなんだけど、どうやって
[00:22:17.480] 乗せるんだ、これ?どうやって乗せんの?
[00:22:20.279] これ
[00:22:22.520] どう乗せるんだこれ?
[00:22:33.200] あ、こう[笑い]だ。
[00:22:35.799] これこういう風にれんの?ちょっとこれ
[00:22:38.720] ちょちょっと俺の手の上だからあれなんだ
[00:22:40.440] けどこれかっこよくない?これこういう風
[00:22:42.799] に飾れるのよ。ゲームキューブをこれ
[00:22:45.000] めっちゃかっこよくない?ちょっとどっか
[00:22:47.240] 置きたいな。どっか置きたいな。
[00:22:51.480] どっか?
[00:22:54.360] あのね、ちょっと今度配信でゲーム
[00:22:59.200] キューブの
[00:23:01.320] 外装交換やりたいなと思って
[00:23:05.960] やりたいなと思ってまして、この綺麗にし
[00:23:08.640] たゲームキューブをこいつに飾ったらええ
[00:23:10.880] んちゃうかなと。スケルトン
[00:23:13.840] そう、スケルトンにしたい。え、
[00:23:15.400] めっちゃい[笑い]。めっちゃかっこよく
[00:23:17.240] ない?こうやってゲームキューブ飾って
[00:23:18.880] あったらこれいいよね。
[00:23:22.000] めっちゃ良くない?
[00:23:22.840] パチパチ。村かパチパチパチ。村かパチパチパチ。いいね。ええやん。ええやん。
[00:23:28.480] ええやん。ええやん。
[00:23:30.120] ほんでね、
[00:23:34.520] ノーゲームボーイプレイヤーマン。これは何?これは何?これはこれは何?これの使い方だけ。
[00:23:45.679] これ本体だけってことじゃないかな?
[00:23:47.720] いや、本体だけはこっちでしょ。これ本体だけはこっち。
[00:23:52.039] これなんやろね。
[00:23:55.840] これなんだかわかんないな。これがさっき
[00:23:58.840] のゲームボーイプレイヤーの下に
[00:24:00.000] くっつけるゲームボーイアドバンスの
[00:24:01.400] カセットなしのやつね。うん。それは
[00:24:02.880] 分かる。
[00:24:04.679] これなんやろ
[00:24:07.679] これ。ちょ、使い方ヌかん
[00:24:12.960] ね。
[00:24:14.960] わかんねえけどどうやって使うんだろうな
[00:24:17.320] 、これな。
[00:24:19.840] まあまあでもまあまあこれだけでもこれ
[00:24:22.039] もうこれめちゃめちゃかっこいいもん。
[00:24:24.240] これめっちゃかっこいいよ。これこれ
[00:24:26.679] めちゃくちゃかっこいい。
[00:24:33.520] ありがとう。めっちゃいい。これ全機で
[00:24:36.799] こういうのねえのかな?はい、じゃ次行き
[00:24:39.120] ます。
[00:24:41.627] [笑い]ちょっと待って。今日これで
[00:24:43.520] 終わるんじゃないか。まだまだまだあるん
[00:24:45.760] だけど。今日で終わんねえよな。大丈夫だ
[00:24:47.840] よな、今。怖いこと言ったね
[00:24:50.640] え。あ、全機でこれあるのかなと。
[00:24:54.720] 作らせない。[笑い]
[00:24:56.919] やりが作。え、ゲームボーイカラー。ゲームボーイカラーサンド。いいね。
[00:25:05.207] [笑い]
[00:25:06.120] 1番こういうのが僕、こういうのが僕ね、
[00:25:10.679] 1番いいんだから。あ、いい。[音楽]
[00:25:18.962] [笑い]
[00:25:19.120] いいね。いいね。ここカセットでしょ。ここカセットでしょ。なんかカセットあるかな?すぐ出せるところにないんだ。
[00:25:43.760] エではないから過労しはしないのがいいとこやな。
[00:26:09.840] 今ないわ。
[00:26:13.000] じゃ、今ま、いいや。せっかくだから出す
[00:26:15.480] か。
[00:26:17.120] 何個飾れんだって。それ
[00:26:18.960] 123
[00:26:21.960] あ、レーザー見えた。見えた。ちょっともう色々ありすぎるんだけど、ちょっとわざわざわざせっかくだけどわざわざ出しますわ。せっかくなんで。
[00:26:34.288] [音楽]
[00:26:44.480] せっかくなんでわざわざちょっと飾って
[00:26:46.039] みよう。
[00:26:52.720] こういうのが一番ありがてえな。うん。
[00:26:55.679] こういうの1番ありがたい。その何か
[00:26:59.720] あのなんてうのかな。すごい何かをこう
[00:27:03.200] 作ってくれんのもめちゃめちゃ嬉しいんだ
[00:27:05.240] けど、こういうなんかちょっとしたこの
[00:27:07.360] ちょっとしたって言ったらだけどさ、
[00:27:09.600] ゲームの置き置く置くさ、ゲームの置くさ
[00:27:13.679] 、やつを作ってくれるとかこう売ってない
[00:27:16.320] のよ。そういうのって売ってないんですよ
[00:27:19.760] 。売ってなくなくていうのって
[00:27:23.640] 星ゲトロゲーマー
[00:27:25.919] の需要的には
[00:27:27.559] 売ってないから作ってる人がおるんやからね。
[00:27:30.120] そうそう。あの、需要的にはめちゃめちゃあるのに需要的にはめちゃめちゃあるのに実は売ってなくてなかなかこういうものって。うわ、最高やん。最高やん。見てこれは。これめっちゃ良くない。これめっちゃ良くない。これすげえいよ。
[00:27:55.840] これ売れるで。これ
[00:28:01.480] ちょっと口調が軽いチャンネル。
[00:28:03.360] え、
[00:28:03.919] 入るね
[00:28:05.200] え。口調た。こういうこういうスタンドはなかなか売ってないから需要がめちゃくちゃあると思うんですよね。こういうスタンドは
[00:28:08.609] [叫び声]
[00:28:21.080] オケ。
[00:28:22.039] なかなか打っちょが熱い。
[00:28:25.000] 枠テ化してきた。枠化しすぎた。暑い。
[00:28:29.279] ということでね、あの、ありがとうござい
[00:28:30.720] ます。これはいいよ。こういうの希望。
[00:28:37.080] めちゃくちゃいい。めちゃくちゃいいよ。
[00:28:42.200] 博物館やん、こんなんなあ。こんな博物館
[00:28:46.000] やで。
[00:28:48.039] いいっすね。
[00:28:50.399] もこら君いいっすね。
[00:28:54.360] もこら君、モコラ君に10
[00:28:55.840] ポイント。うん。もこら君に
[00:28:57.919] 10ポイント。視聴者ランクア
[00:28:59.360] 続いません。[笑い]
[00:29:02.039] もらく、もうだいぶ視聴者ランクがアップしました。今冗談ですけども。冗談ですけどもね。そういうのは冗談ですけど。まだ行きますよ。これは何?ちょっと。あ、えー、待って。
[00:29:22.080] ゲームボイアドバンズって書いてある。え、何?全部作ってくれた?俺がさっき言ったやつなんかぜ、こういうの全部のゲーム機であんのかなって全部作ってきてくれた。あ、
[00:29:38.480] まだ全部ではない。
[00:29:40.960] ゲームボーイアドバンスって書いてあった。どれ?かよしょ。
[00:29:50.880] このなんかもうこのこのゲーム機取り行ったり何か取り行ったりこの往復でちょっともう汗書いてるからね、俺。もうこれで汗書いてるからね。もうゲームてち
[00:29:55.375] [笑い]
[00:29:59.960] 笑笑
[00:30:02.580] [笑い]
[00:30:05.360] まさにこのためにあるような。ま、このためにあるんですけども。いいっすな。いいっすな。あ、充電がねえから動かねえ。あ、充電がねえから動かねえけど。まあまあまあいいか。
[00:30:20.799] いいね。今俺の後ろに飾ってあるゲーム機
[00:30:24.600] あるじゃん。あの後ろに飾ってあるゲーム
[00:30:26.760] 機。ま、ここから見ればなんかちょっと
[00:30:28.640] 割と綺麗に語ってるなって思うじゃん。
[00:30:31.000] あれ実はなんかね、あの[笑い]
[00:30:32.840] 、あの100円ショップの100円
[00:30:36.240] ショップのこの携帯スタンド、これこの
[00:30:38.360] クソちゃっちいペコペコのさ、これを大量
[00:30:42.360] に買ってきて[笑い]
[00:30:43.919] 、これを大量に買ってきて、あの、飾っ
[00:30:46.679] てるのね。で、しかもさ、ゲーム部
[00:30:48.399] アドバンスとかここ乗らないのよ、ここに
[00:30:50.159] 。だから、これ両面テープあって落ちない
[00:30:53.159] ようにしてるのな。も、も、すごくあの、
[00:30:55.840] 本当にあの、こう見えて、あの、
[00:30:57.320] めちゃめちゃあの、DIYというか
[00:30:59.960] クオリティのガチ低いことになってるから
[00:31:01.720] 、こういうのは嬉しいですね。こういうの
[00:31:04.279] は嬉しいですね。これはいいよ。これ、
[00:31:08.519] これ最高だ。これ最高だ。これ
[00:31:11.760] 一般的ゲームなら全部
[00:31:13.960] あるからね。
[00:31:14.840] まあ、そうだな。あの、ま、なんつうか、
[00:31:17.519] その、もコラが、あの、も、印刷はして
[00:31:21.360] くれたけど、あの、設計する必要がない
[00:31:23.760] もんな。いや、ありがたいですね。でもね
[00:31:26.039] 、ありがたいすね。でもね、
[00:31:30.360] なんか、なんか暑い。[笑い]
[00:31:33.240] なんかもう、もうこれ往復作業、ちょ、
[00:31:35.919] 風上げちゃう。
[00:31:38.200] よし。いや、めちゃええ。めっちゃええで
[00:31:42.240] 。で、まだまだ。
[00:31:45.399] まだまだあります。まだあります。なんかでかいのが。これは何?え、これは何?ちょっと待って。え、わかんない。こ、これは、え、これは何?これ後で使う?これ。
[00:32:00.482] [笑い]
[00:32:03.399] それはプラモのランナー置くやつ。
[00:32:05.399] あ、プラモのランナー置くやつ。
[00:32:07.600] え、何それ?え、これデラクマ君に送った
[00:32:10.840] 方がいいやつか?これ[笑い]
[00:32:12.960] デラクマ君に送った方がいいやつかな?
[00:32:16.240] プラモのランナーやつ。ここで立ててって
[00:32:18.519] こと?へえ。そんなのもあるんだね。へえ
[00:32:22.320] 。あざす。ちょっと使い道があるかどうか
[00:32:25.200] ちょっとわかんないけど。あ、俺があの
[00:32:26.880] 配信であれする時にってことか。
[00:32:30.639] 次PSP。ESPもあるんかい?おか
[00:32:39.440] かっこいい。
[00:32:41.320] いいじゃん。ちょっとはいはいはいはいはいはいはいはいはいはいはい。
[00:32:49.880] そしてまた
[00:32:50.600] はいはいはい。えね、ちょっと水こぼした。ちょっと水こぼした。
[00:32:57.639] ちょっとメガにかかった。
[00:33:04.200] まあ、やべ、やべ。メガにちょっとちょっとちょっとかかった。やべ、まず、まず待。え、どこまでかかった?あ、下だけならセーフでしょ。え、これ下だけならセーフだよな。ちょっと待って、ちょっと待って。え、これ大丈夫だよね?も、
[00:33:23.919] 色々と第3次。
[00:33:26.600] うま。
[00:33:28.240] うわあ、ちょっとこぼしたな。ちょっとだけ。ちょっとだけね。ちょっとだけだから。ちょっと先っちょだけ濡れたな。大丈夫かな?ま、大丈夫だろ。ま、大事だべ。
[00:33:36.113] [音楽]
[00:33:41.200] 大抵の基盤は乾かせば動くよ。
[00:33:44.120] だから乾か。今日は電源入れない。ボリメガのでどこまで行ったっけ?
[00:33:48.799] PSPのPSP
