[00:00:29.720] ສ
[00:08:11.479] 果物ちゃん泣いてた。
[00:08:12.400] マザーじゃん。
[00:08:14.080] 何が?あ、そう。服ね。あ、そう。これ服はマザーのやつね。服はマザーの服です。ま、お母さん好きなんで。は、明日お母さんと飯行くから。お母さんと姉ちゃんとだ。夜はちょっと配信ないわ。ごめんな。お前らより家族。そう決めたんです。
[00:08:32.080] そう決めたんです。救えよ。エリックス。いや、ていうかさ。いや、やめ。
[00:08:37.080] 言うのやめよ。いや、あのさ、いや、もうこれクリアすんねんけど。
[00:08:44.360] サービスはできるうちにしなきゃ
[00:08:46.480] くれ。あのね、ドラゴンクエズ
[00:08:48.640] 7ね。仲いいのいいですね。
[00:08:50.680] クリアするんやけど。
[00:08:52.480] 中にクリアできなかったらクソおもろけど
[00:08:57.040] みんなと住のフレンドになる話はどうなった?
[00:09:00.240] あの会社の後輩いるじゃん。ドラクエき合った。
[00:09:06.640] ドラクエ好きな後輩いるやん。またネタバレ食らったねんけど。またネタバレ食らったんだけど。
[00:09:18.839] ダブル。
[00:09:19.680] あいつマジで何なんだよ。
[00:09:22.440] 草。また。
[00:09:24.560] いや、あいつさ、悪気ねえんだ。バ
[00:09:26.880] れくんさ。
[00:09:28.519] 悪気ねえんだよ、あいつ。
[00:09:32.360] いや、なんかすごい。
[00:09:34.800] いや、いや、でも、ま、悪気ねえんだよな。俺にクリアの報告がしてんだよ。
[00:09:40.640] 報告。
[00:09:42.880] 俺にクリアのだ。
[00:09:44.920] クリアの報告がしたすぎて、あ、俺クリアしたっすよ。え、最後ね、ああなると思わなかったっすわ。って言われた。ほう。
[00:09:59.640] ああ。
[00:10:03.720] いや、いや、でもいいや、でもね、
[00:10:05.279] 終わった。
[00:10:06.120] そんなにがっつりなネタバレじゃないと思う。
[00:10:09.200] あ、ね、そんなにがっつりなネタバレではなっちゃった
[00:10:13.680] ないと思うんだよ。龍雅がごと君のね。ああ、もう消すしかなくなっちゃったよ。ただあのなんかうん。
[00:10:28.200] いや、俺もう薄う思っててんな。うス思っててんな。あのなんだっけ?キーファーいつ出てくんのかなっていう。キーファーいつ出てくんのかなって思ってて思ってるとこだったんだよ。なんかそれ関連
[00:10:47.079] 気になるね。
[00:10:47.800] 気になるよね。
[00:10:49.279] あいつ嫌いだから出てこなくていい。心待ちにしてる。
[00:10:52.680] うん。心待ちにしてるんだがね。
[00:10:55.200] え、地底のピラミッドってどこ?ん?地底
[00:10:57.760] のピラミッドドてどこだ?
[00:11:01.920] ああ、分かった分かった分かった分かった
[00:11:03.880] 。変なあれしてるとこだ。いや、あの後輩
[00:11:07.120] 君はね、ドラグンクエストワ2の時もやら
[00:11:09.800] 、やらかしてくれてたからな。ワンツの時
[00:11:12.839] もやらかしてくれてたからな。
[00:11:16.079] あの、あれなんすわ。ペリアル3
[00:11:18.959] 回戦うんすわて言われてはあ
[00:11:25.000] リベルが今やめとこ。ダブルベリアルだったか。
[00:11:28.920] ベリアルベリアルそう、ベリアルのネタバレされた。チャピんすわ。ベリアル
[00:11:34.639] 3
[00:11:34.880] 回戦うとは思えなかったっすわ。てでかい声で言われたバコ吸いながら。
[00:11:42.240] え、その後輩にまた
[00:11:44.360] 後輩がドラ
[00:11:45.320] いや、キーパーがあるとは思わないっすわって言った。ああ、でもさ、配信してるとか言えないじゃん。いや、ま、配信つてるって言わなくてもいいんだけどさ、なんか、ま、多分俺、
[00:12:03.360] 来るか
[00:12:04.720] 俺。
[00:12:05.760] ドラクエ遊んでることは伝えてるの?
[00:12:08.320] 伝えてる、伝えてる。
[00:12:09.160] 伝えてるから。伝えてるだ。最初はそういう話するの。まだクリアとかする前はなんかその、え、買ったのお前?あれつって、あ、買いましたよつって。あいつもう死ぬほど毎日代謝しやがるからさ。死ぬほどやってんだろうな。家ですぐクリアしてくる。
[00:12:29.040] くじの話た。
[00:12:30.040] すぐくんだよ。1番くじの話はしてない。
[00:12:33.760] 1番くじの話はしてねえわ。
[00:12:37.240] いや、ま、でもね、なんかね、そんなに、あ、散歩さん、こんばんは。散歩さん、こんばんは。やってますぜ、今日もこの土日でクリアする。話ちゃけでも後輩と話なんかあれやん。ちょっと話振ってあげなって
[00:12:57.519] 思うでしょうよ。で、どこ行くんだっけ?もうわかんなくなっちゃったよ。
[00:13:00.279] これどうでしたっけ?地ピラミッドってどこ?何?地ピラミッドって?
[00:13:10.760] あら、
[00:13:14.120] こ、ここのでネタバレしてくれればいいんだけどな。あ、ここか。こっちか。ここか。違う。あ、どこ?
[00:13:22.360] あ、後輩の剣で思い出したわ。
[00:13:24.720] 何?地底ピラミッドってどこだよ?わかんなくなっちゃったよ。
[00:13:31.160] 23地やってねえだけで。
[00:13:33.279] 23
[00:13:33.760] やってねえだけでわかんなくなっちゃった。
[00:13:36.440] 誰か男部Vに詳しいやついないかな?
[00:13:39.160] 何何何何何何何?急に男
[00:13:41.839] Vなんで誰?男
[00:13:44.440] Vってどこ行きゃいいんだよ。
[00:13:49.920] ああ。
[00:13:51.959] え、ど、ちょっとここネタバレ求む。
[00:13:55.279] 男R
[00:13:55.880] なら名前からして地にあると思います。
[00:13:59.320] 男V、男R
[00:14:01.120] 名前からいや、それは分かってんねん。それ分かってんねん。地ピラミッドで地上にあったらもうひっくりか。
[00:14:11.240] どこ、どこ、どこに行けばいいの?これ、ここどうやってくんですか?入ってきた女の子が机に飾ってるキャラの名前が知りたい。
[00:14:22.399] なんだよそれ。にああ、なるほど。あの
[00:14:26.079] 2次さのな、2次さのな、なんかだ、
[00:14:31.519] 2
[00:14:31.600] 次さとかのなんか男部詳しいやついねえの?教えてやってくれよ。
[00:14:37.279] どう、どうやって教えるの?
[00:14:39.079] 直属の部下なんだがわからんのだわ。直属の部下なんだ。
[00:14:44.959] 何、その何きに沖になんか沖きになんかその女の子をその女の子になんかお詳しそうなやついるじゃん。さび食わせとおい、これどこ行きゃいいんの?もうどこ行きゃいいの?あ、ここ出した。
[00:15:03.639] 何かアニメキャラの可能性もある。
[00:15:06.519] でも教えようはないよ。特徴で行くんか?特徴で。青髪で黒いスーツで
[00:15:19.279] 多分めちゃくちゃ
[00:15:20.120] アーキネーターする。
[00:15:21.800] 笑。
[00:15:22.399] アーキネーター。アーキネーターな。
[00:15:25.480] あれねえ。もう
[00:15:27.360] 青と金の絵。笑笑。
[00:15:29.360] あらあら。
[00:15:32.279] あれじゃない。ディズニーのあれ。
[00:15:35.199] 目ハキ
[00:15:35.920] ねえ
[00:15:39.880] ね。なんでこういう時だけ当たり触りのない会話しかできないの?こいつらねえ。
[00:15:44.440] あら
[00:15:45.519] こいつどいやでも多分ここだよな。
[00:15:52.079] 袋してる。
[00:15:52.680] ここだよな。な、ちょっと待って。ちょっとちょ分待った。
[00:15:56.720] そのみんな、あの、それ、それもいいんだけど、その
[00:15:59.199] Vのね、リさんの
[00:16:00.920] V
[00:16:01.120] の話をみんなでね、みんなでするのもいいんだけど。
[00:16:05.240] 笑笑
[00:16:05.759] ちょっとさ、こっちはこれはどうだい?これは
[00:16:08.880] な、
[00:16:11.600] これはど、これはみんなどこ行けばいいんだ?これ。
[00:16:14.800] あ、やってたんだ。突き当たり。左
[00:16:19.959] 突き当たり。えー、もうどこ行きゃいいか忘れたよ。全然全然覚えてない。
[00:16:29.279] え、だからさ、ここどうやって行くの?なんかびっくりマーク出てんだけど。死んだわ。
[00:16:33.639] びっくいや。もう強い。強い。もうレベル上げもうなんかガツ売りレベル上げしたから今週
[00:16:42.120] 今週中にクリアするという。
[00:16:44.199] これで終わりだ。
[00:16:45.040] この土中でクリアするという限実行のためにや。
[00:16:51.199] この今日の
[00:16:53.160] 1パートで1
[00:16:54.880] パートで全てもうレベル上げしまくるというランディ
[00:16:59.480] ランディお疲れもう今週中に気するで
[00:17:03.120] ふくふ
[00:17:07.559] この奥がどうやって行くんだよっていうでこれあれはなんで魔
[00:17:19.919] の力も使え。おい、これな。ええ、もうわからん。わか、どこ行きゃいいんだよ、これ。
[00:17:35.679] どうせ地図にマークついてる。
[00:17:37.640] じゃ、びっくりマークついてても行けない。
[00:17:39.679] おい、行けないの?行けないの?ここ行け
[00:17:44.480] ないの?びっくりマークついてもルーラも
[00:17:46.600] できないの?
[00:17:49.640] 野菜は美味しいから食べてんの。
[00:17:53.039] すごいトーク出すの。
[00:17:57.840] ちょ、どう?何これ?どうすんの?そう
[00:18:00.880] ですね。本当クソな質問だよな。エモクソ
[00:18:06.320] な質問だよな。
[00:18:09.760] ちょ、マジでどこ行けかわかんねえ。ここか。いや、どこも行けねえよな。え、何これ?マジでどこ行きゃいいんだ?
[00:18:24.080] 怒ったら唇プルプルするの好き?
[00:18:28.080] ホリエモ。
[00:18:28.520] めちゃくちゃぶってやった。
[00:18:33.799] なんかホリえモンのそのさ、ニューハーフ好きキャラ。
[00:18:39.880] 誰得なん?あれ?なんでああいう
[00:18:43.520] 後ろから入れてもらうことてきついきつい。
[00:18:46.840] あれきついよな。めちゃくちゃしぶってやったよ。なんでちょっと武勇みてに語るの?あれなんだろうな。あれな。
[00:18:59.400] 笑笑
[00:19:02.679] 後ろから入れてもらうことできる。できるわけないじゃないですか。広雪のコっぺな。
[00:19:09.200] 堀えモンとひ雪のコケね。
[00:19:12.720] ねえ、もうそんなどうでもいい。そんなん
[00:19:15.720] どうでもいいんだよ。
[00:19:18.640] え、どこ行きゃいいの?これどこ?地下
[00:19:22.159] ピラミッドってここじゃないの?ここじゃ
[00:19:25.360] ないの?
[00:19:28.520] え、ここやんな。
[00:19:43.520] ええ。あ、こいつらがどる?
[00:19:47.679] エアプだけど近ピはその辺だった気がする。
[00:19:50.760] 近ピな。なんかこのクソみていな兄弟がいてクソみたいな兄弟。あー、どうしたんだっけな?もう全然覚えてねえよ。
[00:20:05.080] 言うてまだでも23日前だけど
[00:20:08.080] 本当クソみたいな兄弟だよ。
[00:20:09.799] 本当クソみたいな兄弟だよな。ちょっとちょっと攻略みもう自分で調べようかな。えー、これどこ行きゃいいんだ?マジで
[00:20:29.360] ね。
[00:20:30.000] しかもなさ、こういう時に限て仲間会話で全然次どこ行けって言ってくんねんだよ。
[00:20:34.360] なんか当たり触りのない会話しかしてくんなくなっちゃったんだよね。
[00:20:38.919] あら。
[00:20:39.559] いや、そのさ、いいって。そ、そんな話はいいって。どこへ行けばいいか教えてくれよ。え、いや、でも全部行ったよな。ルーラできないのうぜえな。
[00:21:09.760] あ、ここか。
[00:21:12.279] あれ?ここか?ここかも。
[00:21:17.919] ここか。
[00:21:22.679] あ、ここだ。
[00:21:25.080] いや、もうわかんないよ。ランも
[00:21:27.279] 盛り上がってきました。ないよ。あ、
[00:21:35.000] ここね。はい。すいません。すまへん。ここな。ほんでなんかこのさ、目とか花とか目とか花とかの方石集めろみたいな感じなんだよな。ざし花ざし花な。
[00:21:58.320] 次は口は固く閉ざされ、身を潜めるものの静寂のみがそれを開く。
[00:22:03.720] 大きい声出さないで。
[00:22:05.159] ごめん。よかれと思ってやったんだけどごめん。みんな大きい声の方がよろ喜んでくれるかなって思ったんだけど。ここやんなん。
[00:22:30.120] ごめん。2窓してて間違えた。
[00:22:34.400] どこと2
[00:22:34.919] 窓してんねん。どことに窓してんねん。ああ、こっち行った。行ってんな。いやあ、もうこれ敵強えんだよな。
[00:22:56.840] おりゃ。
[00:22:59.120] やあせい切り殺せ
[00:23:14.080] 毎に戦う犬のゲームとか興味ない。
[00:23:17.200] 何それ?何それ?おもろそう。
[00:23:22.880] 2
[00:23:23.080] 人プレイできる。あ、魔法セジマスターした。
[00:23:31.120] なんかじゅんちゃんとさ、やるゲーム探してんだよね。探してんねんな。
[00:23:39.880] はーい。
[00:23:43.200] 10
[00:23:48.480] 魔法戦士マスターしました。なんかこれ
[00:23:51.919] 1個上ね。
[00:23:53.720] なんかさ、絶妙に魔王選手と賢者を
[00:23:58.799] マスターしたから、あとなんかもう1個さ
[00:24:02.600] 、
[00:24:04.480] 武踏化マスターしたらこの上級色使える
[00:24:07.200] ようになって、じゃ、武踏行こっか。
[00:24:11.000] 武踏化マスターしよっかな。
[00:24:14.120] 武踏次マスターしてみるかな。
[00:24:20.200] このさ、なんかさ、この多分これってさ、もっと上の上の職業でしょ?この辺。この辺って、ま、もう
[00:24:26.520] 1個上の職業じゃん。
[00:24:30.159] うん。
[00:24:31.080] 上級色を、上級色をね、もう
[00:24:34.200] 1
[00:24:34.440] 個マスターしなきゃなんねえんだよな。あ、何?
[00:24:41.640] ワンワンバトル?何それ?ちょ、ちょ、ちょ、ちょ、ごめん。ちょ、ちょっとこれ見ていいか?ごめん。
[00:24:49.440] ちょっとこれ、これ見たいな。ちょっとこれ見てみいか?
[00:24:58.080] ワンバトね。
[00:24:59.120] 何?ワンバトってワンバト?しかもまだ発売されてねえじゃねえかけ。まだ発売されてねえじゃねえかけ。あ、でも
[00:25:07.600] 5月1日。いや、結構まだ先なんだ。
[00:25:23.520] 音ちっちゃくね。
[00:25:36.919] あ、なるほどね。お、あの、ま、俺のマイクの声でってことね。
[00:25:41.559] 俺のマイクの声で戦うってことね。これじんちゃんとやったら絶対俺勝つやん。絶対じんちゃんと俺じゃ勝負にならないじゃん。
[00:25:51.240] んだ。笑。
[00:25:54.399] 絶対さ、
[00:25:55.960] 2
[00:25:56.159] 人でやるやるっつってもさ、じんちゃんと俺じゃ話になんないんだ。
[00:25:59.799] 協力せねばかんな。
[00:26:01.200] あ、協力があるんだ。協力があるんだ、これ。
[00:26:06.799] いや、でもやりこれさ、でもな、下のカップルに声曲げに書かき消されそう。これではなくね。笑。
[00:26:14.320] あ、これではなくね。なんか
[00:26:16.720] Steamのなんかゲームなんかエロお
[00:26:19.720] カップルに負けるな。
[00:26:21.559] いや、カップルの方がでかい。
[00:26:24.200] 散らつく。カップルの影。
[00:26:25.840] カップルの方がでかいってだって小型見たくなっちゃうよ。
[00:26:34.039] カップルの前と俺小型剣見なくなっちゃうよ。ちわみたいにガニは
[00:26:40.520] バニガニね。バニガニだ。やるんだったらバニガニやるなら
[00:26:44.960] 1人でやるよ。バニガニやんだったら
[00:26:47.200] 1人でやるよ。
[00:26:48.320] 協力ゲでセールしてるのなら
[00:26:51.080] ある。犬になっちまう。くん。えー、武踏でもやってみる。武踏にでもなってみる。
[00:27:04.960] 賢者魔法選手だからズボどうしてくれんの?
[00:27:08.679] 何何何?バニガバニガ
[00:27:11.200] 2ってban
[00:27:11.840] されない。大丈夫?俺マジであのないからさ、あれが
[00:27:17.760] あの後がないので怖いんだよね。ああいうのでもなんか間違って
[00:27:20.799] Bされることあんじゃん。ああ
[00:27:27.000] の外出て捕まれ。
[00:27:28.679] これ何ていかがでしょう?
[00:27:30.840] これ誰かやってたな。なんか泣けるらしいじゃん、これ。なんかなんかこれ見たよ。これ誰かやってたよね、これね。
[00:27:39.039] ファイルフィッシュ。
[00:27:40.080] 誰かやってたな、これ。
[00:27:40.880] 安いで。
[00:27:42.080] いくら?あ、
[00:27:45.159] 710円の70%オフで213
[00:27:48.200] 円なんだ。なんかでもあんまりお得に感じない元から
[00:27:52.360] 710円が安いから70%オフ。
[00:27:55.120] 江談者様じゃん。
[00:27:56.480] 江談者なんだ。交談者なんだ。
[00:28:04.360] 待てもうごめ、あの、まだまだこの何この
[00:28:07.399] トレーラー始まって5秒だけどさ、俺と
[00:28:10.039] じんちゃんかこれやるの。
[00:28:13.840] 俺とじんちゃんがやるゲームかこれ
[00:28:16.279] わかんま5秒まだ5秒だけどさ。
[00:28:22.559] 違う冬の僕ら
[00:28:25.799] なんかこれ誰かやってたよな。
[00:28:29.720] あ、なんか俺、俺、俺とじんちゃんでこれ交互にこうやってあのキャラクター分で読めばいいの?これどっか遠くってどれぐらい遠いの?わからない。宝を知りたいんだよな。
[00:28:42.919] 朗読会、
[00:28:44.000] 朗読会じゃねえかよ。朗読会じゃねえか。でもいい。面白そうかもな。
[00:28:48.080] 草。じちゃんとやるなら、丸田カーブがいいかもしれないな。何してんだよ、
[00:28:53.440] これ。面白そうかもな。
[00:28:56.240] これどういうゲ?キモ。え?何これ?キモ
[00:28:58.679] 。どういうゲームなん?これ
[00:29:03.679] どういうゲームなの?
[00:29:07.679] キモない。
[00:29:12.000] 音でかいのね。急に急に音で
[00:29:19.519] 何?
[00:29:24.000] あ、これか。
[00:29:27.559] な、
[00:29:27.679] 何なんこれ?アクションゲームな
[00:29:44.080] やってほしい。
[00:29:45.279] お
[00:29:45.679] え、おもろいの?これ
[00:29:46.679] 言うとバレになるから言えんな。
[00:29:48.519] いやいやいや、アクションゲームか動画ぐらい教えてくれてもいいだろ、別に。
[00:29:52.880] そんなにネタバレで厳しかったっけうちって。ゲームのジャンルもあ、ゲームボーイカラーや。
[00:30:00.120] アクション要素はあんまない。
[00:30:01.720] あ、え、違うの?アクションじゃない。横つくアクションじゃないの?これ非常に好評だよ。
[00:30:12.840] パズル要素は強め。
[00:30:15.000] これさ、あれだよ。あの
[00:30:17.760] 釣りはなっ
[00:30:19.679] 嘘
[00:30:19.960] つみやん。
[00:30:21.399] 釣りは長。本当だ。釣りは長アプグやで。笑笑
[00:30:29.039] 釣りはな
[00:30:30.480] 知らんけど
[00:30:32.519] 気持ち悪。釣り長すぎていい着眼点だな。釣りは確かになかれあれだよ。
[00:30:42.519] 気にそう
[00:30:44.039] えっと8とさ2
[00:30:46.039] 個がやってたよな。今はなき。今はなき。
[00:30:48.840] 太陽神ハにこやってた2人で5
[00:30:51.559] 分ぐらい見たな。
[00:30:54.640] 5
[00:30:54.840] 分ぐらい見て視聴やめたけどね。いや、すごい楽しそうになってたけど。あ、
[00:31:00.600] URL。
[00:31:01.279] あ、出かけなきゃと思って。何これ?何これ?
[00:31:06.880] RV。これな何て読むの?
[00:31:08.039] はい。2個元気かな?
[00:31:09.320] なあ。RV。
[00:31:11.240] ちん。ちゃんとやるのはいいぞ。
[00:31:12.679] これ何これ?RVI。
[00:31:18.039] あ、おもろかも。もうなんか面白そうかもな。何これ?キャンピングカー。あ、
[00:31:25.760] RVって。キャンピングカーね。RV
[00:31:27.840] 社のことね。
[00:31:28.559] 国カラーブに乗って帰るだけなんだけど。
[00:31:32.639] あ、おもろそうやな。
[00:31:46.159] キャラ可愛い。
[00:31:47.480] キャラ可愛いしね。しかもこれ
[00:31:49.480] 2人プレイじゃなくて4
[00:31:50.399] 人とかまで行けんだ。へえ。なんか
[00:31:59.679] どの道をどうやって変えるのかで振動中や。
[00:32:02.679] なんかあの
[00:32:04.200] Steam感のある画質やな。
[00:32:08.480] なんかSteam
[00:32:10.159] 感のある画質がしてていいね。へえ、
[00:32:18.200] これおもろいよ。
[00:32:19.360] あ、そうなんだ。やったことあんだ。8
[00:32:20.519] ちお疲れちゃんおもろいんだ、これ。ええ、ジとやってみるかな。スーパーバニーマンって。
[00:32:27.919] あ、920
[00:32:28.639] 円。へえ。なんかあれだろ。あの、よくなんかショート動画で流れてことはよくわかんない。あれもどういうゲームか。
[00:32:37.799] ふーん。ちなみにさ、ちなみにさ、あの、あれ貼ってくんない?
[00:32:42.080] URL省略。
[00:32:43.240] え、何これ?
[00:32:44.960] まルタ
[00:32:46.720] いや、詳しいな。リウさん
[00:32:48.559] ゴーゴーゴーゴーゴーゴーゴーゴーゴーゴーゴー。
[00:32:54.679] ひたすらピザを避けるやつやろうぜ。
[00:32:57.200] 何って欲しいの?
[00:33:00.320] バニガ2。
[00:33:06.559] ああ、こ、これいいな。これ、これか。じんちゃんと俺でやったらこれ面白そうだ。
[00:33:12.480] うわ、これめっちゃ喧嘩しそう。
[00:33:33.399] おもろいね。笑。
[00:33:35.080] へえ、おもろそうやね。
[00:33:37.639] 59
[00:33:38.600] 省略。
[00:33:41.840] え、何これ?
[00:33:44.600] あれなんだっけ?90年代のアニメ
[00:33:46.880] サインになっちゃった。サインになっちゃった。
[00:33:50.240] あ、もしかしたらエロゲ、エロいゲームだからあれか。サインしなきゃ見れないよって感じ。サインしなきゃ認証やな。う
[00:33:57.519] わ、年齢があんのかよ。年齢認証があんのかよ。じゃ、サインするか。ちょっと待って。ドラクエクリアするって言ってんのに、もう。ドラクエクリアするちゅうてんのに、もう
[00:34:12.079] どんだけエロいねん、これ。
[00:34:13.480] Twitterあれ、Twitchで映し
[00:34:14.760] て大丈夫か?
[00:34:19.440] バニガ2やりてえな。だ、バニガ1も俺1
[00:34:21.839] 回しかやねえけど、1人の女の子しか言っ
[00:34:24.119] てね。お、おっぱいがでかすぎて
[00:34:26.320] 前見えんかったわ。おっぱいがでかすぎ。
[00:34:31.240] うわ、何これ?
[00:34:31.800] バニガ要素
[00:34:33.480] の?ない、ない。全然1人であるけど。
[00:34:37.000] いや、バニガは別にじゃんない。全然1人
[00:34:39.839] でやりたい
[00:34:42.560] ダめだ。
[00:34:43.320] で、焼肉焼きまくったり、たこ焼き焼きまくるのもありだよ。
[00:34:46.800] それ何?リアルの話でってこと?リアルの話で。なんでこれログインできねえんだよ。なんかログインできねえ。やめた。みんなやめた。ログインできなかった。まあ、なんか、なんかやる
[00:34:57.520] ゲームね。
[00:34:58.520] あ、ゲームであるんだ。そういうのが。
[00:35:00.000] URL省略
[00:35:01.839] なんか、あの、とりあえずなんかスーパーバニーマンな。ああ、まあま、これはうん。見たことあるわ。
[00:35:09.160] 粉ズボンくついとこ。
[00:35:12.400] ごめん。
[00:35:12.720] 期待させるだけさせて。ごめんな。見れなくて
[00:35:18.880] 脱ぐの早いな。
[00:35:20.720] 脱ぐのも早いしな。抜くのも早い。てかてか俺なん
[00:35:37.119] 笑えよ。あれ?俺、俺なん、俺、
[00:35:41.440] 俺何探してんだっけ?今口、
[00:35:44.680] 口がなかった。口がなかった。
[00:35:52.680] あ、口や。ここや。ここや。ここや。
[00:35:56.280] なんかじんちゃん。ああ、なんか
[00:35:59.680] これ何?
[00:36:01.760] オアビタルスだは探してたやつ。絶対この
[00:36:04.839] ゲームやってくれ。
[00:36:06.839] 後でディスコに少し確ね。
[00:36:08.520] ありがとう。ま、とりあえずんちゃんと何かやんのはあ口は片く身を進めるものの勢力のみがそれを開く。
[00:36:28.640] どういうこと?ここにいればいいのか?
[00:36:30.319] ここにいればいいのか?
[00:36:38.720] おお。いや、いればいいんかい?なんや
[00:36:40.280] ねん、それ。
[00:36:43.839] オ
[00:36:46.480] 。これでえんちゃうの?よくわからんけど
[00:36:49.800] 。
[00:36:49.960] これでええんちゃうの?なんかね、とりあえず今じんちゃんとね、
[00:36:53.880] 25日、25日の土曜日にプラフィックで
[00:36:57.319] 2人で協力するようなやつ。
[00:36:59.359] え、90年代、80
[00:37:01.440] 年代のアニメのグラフィック俺結構好きなんだよね。あの、エモい感じね。エモい感じ。エモいって未だによくわかってないけどエモい感じね。ああいうのエモいって言うんだろうな。えめえ
[00:37:15.560] 人代でやってたやつかね
[00:37:17.359] え。忍やってた。
[00:37:20.000] 忍でやってた
[00:37:22.119] だね。
[00:37:23.000] あ、本当?全然覚えてない。そんなあっちたっけ?てか次の忍代つなんだ?今んところじんちゃんとね
[00:37:29.640] 4月25
[00:37:30.400] 日土曜日日曜日かけてじんちゃん泊まりでなんかなんかやろうぜって言ってたけど今んとこセカンド
[00:37:36.760] G
[00:37:36.920] だからね。このまま何もゲームが見つからなかったらセカンド
[00:37:40.839] Gを2
[00:37:41.880] 人で別にゴールとかないしなくただただやることになる。
[00:37:46.640] ええやん。
[00:37:48.000] えや。
[00:37:48.599] ええ、ええやんかな?ええかな。それでも
[00:37:51.520] セカじええやん。
[00:37:53.560] のバトルのゲームも知っておいてほしい。
[00:37:56.280] それURL貼っといて。UR
[00:37:57.800] 貼っといて。あのディスコに貼っといて。
[00:38:01.240] URL省略
[00:38:02.680] なんやねん。ちょっとちょっと待って。なんやねん。ちょ待ちょ。ちょっとだけ見ようか。ちょっとだけ見ようか。ちょっとだけ。ちょっとだけね。先っぽだけ。先っぽだけだから何もしないから。
[00:38:17.560] ウェディドテやっと
[00:38:19.839] 音でか。え、こんなんやってた。なんかこれあれみてだな。なんかアニメにあるよね。あのなんだっけ?ミルキーウェイみたいだな。
[00:38:40.400] URL省略
[00:38:42.160] あれだな。
