[00:00:00.240] DET
[00:09:21.560] MOD生まれましたライズライズってどう
[00:09:23.600] いうのライズまでやったぞ俺多分えRズっ
[00:09:25.880] てスイッチだよ
[00:09:28.360] なあのお団子少女が出てくるやつじゃない
[00:09:31.160] のお団子少女がえちょっとベンチマーク
[00:09:33.839] ダウンロードするまでちょっとゲームやる
[00:09:35.240] わゲームやるわしょうがねえからイ可
[00:09:38.360] だろうがワールドでしょワイズは可愛い
[00:09:41.839] だろうがライズライズは可愛いのライズ
[00:09:44.160] 可愛いよね多分まちょはい
[00:09:59.440] 俺もうあそこからわけわかんなかったはい
[00:10:01.120] サムスメトロイドリターンズ違う
[00:10:02.920] メトロイドサムスリターンズやってき
[00:10:05.680] ますよろし頼ん
[00:10:08.640] ませえそうなんだモンハンどうしようかな
[00:10:12.160] やろうかなだみんなやるんだよ分やりたい
[00:10:14.519] どうせみんなえセカンドGやらねえか
[00:10:16.560] みんな俺と一緒に
[00:10:22.320] ラララセカンドG俺と一緒にやらねえか
[00:10:25.880] みんなあのさあの
[00:10:29.519] どうせやらないやるやるあのプレステ3の
[00:10:31.600] アドホックパーティーでよみんなで
[00:10:33.519] セカンドGやろうよそれだったらやるぞ俺
[00:10:36.000] どこ行けばいいんだ俺なんだこれ週カメラ
[00:10:39.120] でミさんどすとちゃまいいねマジで実機で
[00:10:42.000] やってるから
[00:10:43.040] なこ見ると3DSで感じ画面でけえよな
[00:10:46.440] はい行きましたあ新しいとこに来たんでし
[00:10:48.320] たっけかそうでしたっ
[00:10:50.600] けまあできるけどえやろうよマジでえ
[00:10:55.880] みんなで
[00:10:56.760] あのあダブルクロスね
[00:10:59.920] ダブルクロスってDS3
[00:11:04.160] DSダブルクロスぐらいまでやってた気が
[00:11:06.639] すんだよなどこ行きいいんだ
[00:11:10.279] これどこに行きゃいいんです
[00:11:12.920] かえサンス3DSかやってたよ多分俺3
[00:11:19.399] DSのやつラスボスまでやってた変なあ
[00:11:22.680] スイッチでもあるんだこっちかどこ行った
[00:11:25.279] いいん
[00:11:27.279] だ2000円ぐ
[00:11:29.920] あそんなもんなん
[00:11:31.800] だだもう来週はあのあれだからね今月の
[00:11:37.000] 来週は今月のあなんだっけほらあれな
[00:11:41.800] あのリクエスト枠やります
[00:11:46.399] から月に1回リクエスト焼くわけ
[00:11:49.880] やろこれクリアして来週は
[00:11:54.160] もうなんだっけあえっと
[00:11:59.639] ねやっていきますあれあれここって
[00:12:04.399] さいや発じゃないよあの固定の変なやつ
[00:12:08.040] やったよ固定の変な
[00:12:13.440] やつだ次弱だからクリアまでやると思う分
[00:12:18.040] 多分
[00:12:19.360] なにんのリクエストなかまたまた先だから
[00:12:22.480] ね
[00:12:24.000] けどまだまだ先よもう何もあんだからまだ
[00:12:29.199] 15本ぐらいんだからまだ控えてんだから
[00:12:31.920] 今年ないじゃん月1で15本あっ
[00:12:35.040] たらいっぱい溜まってますそうなんだよ
[00:12:38.800] なってもうわかんないかなり溜まってるだ
[00:12:41.360] からま15本か分かんないわかんない適当
[00:12:43.959] わかんないもっとどんくらいだずじゃない
[00:12:46.800] まあでも気分が乗ればやる
[00:12:49.120] よ気分が乗れば僕だっ
[00:12:53.120] てえこれ行く場所なくね
[00:12:59.760] どこ行くんだこれなんか行き止まりや
[00:13:03.279] ん
[00:13:04.959] え行き止まりですけどあここ絶対ここが
[00:13:08.040] 壊れるパターンなあでしょうね
[00:13:12.639] うん早い
[00:13:23.240] お前最近なんかさスイッチのゲームがやり
[00:13:26.480] たいんだよねなんかあのなんだっけあのい
[00:13:30.079] ゼルダの伝説とかやりてんだよな誰か
[00:13:32.120] リクエストしてくんねえか
[00:13:33.920] な
[00:13:39.360] たそうやりたいやったことないんだ
[00:13:45.199] よあスマブラもそうかあの面白かったよ
[00:13:50.199] なんだっけあれをやったんだよなんだっけ
[00:13:53.040] 夜の前なんだっけえんだっ
[00:13:58.040] け言ブレワイブレワイブレワイは入院して
[00:14:02.279] たからそん時俺ちょうど入院してる時何も
[00:14:04.920] やることなすぎ
[00:14:06.399] て祠ら全部やったわ120
[00:14:09.959] 個ティアンちょっとやりたいんだよやめろ
[00:14:22.279] やさなんか高いんだよなスイッチのゲー
[00:14:26.920] ムってずっと
[00:14:30.120] まだ5000円ぐらいするもんね昔これ
[00:14:37.720] これお見てこんばんはこれこれ何痛いなや
[00:14:41.800] だのこれ
[00:14:44.959] かげあいいねティア
[00:14:49.320] げスマブラはだからやりたいんだけど
[00:14:54.000] 高いまだ5000ぐらいするよ
[00:14:57.120] ねあメロいるぞちなみにあとメトロ13体
[00:15:01.680] 俺強あるぞマジで危ねえぞこの
[00:15:11.720] 野郎ちょっと体力ないぞわ来るく来るく
[00:15:17.320] 来るうわ
[00:15:19.480] しかもここ
[00:15:22.720] で水の中で戦うの
[00:15:26.759] かみあそうファリそうそうこれ
[00:15:30.560] でちょっとお前水ん中で
[00:15:36.040] 危ねえこうやってねこうやってファリーが
[00:15:38.440] できんだ
[00:15:44.680] これやべえ死ぬぞ俺
[00:15:47.839] も
[00:15:51.399] やばい危ねえい
[00:15:54.160] て当たったけど俺もよしよしよしよしよよ
[00:15:58.959] よよしよしやべえもう体力
[00:16:01.759] ねえあかんな
[00:16:04.880] これ水は足取られかだ
[00:16:10.199] よえ今日
[00:16:13.639] さ配信止まったら教えてマジでなんか
[00:16:18.360] 止まり
[00:16:19.279] そうモンハンベンチマークをさ今裏で
[00:16:23.040] ダウンロードしてんだけど
[00:16:25.759] さなんか配信かつきそうなんだ
[00:16:31.880] ここで回復しますよ
[00:16:53.600] 私みやっぱモンハンやんのかねなんかみ
[00:16:59.199] で最近さベンチマークのさ結果さツイート
[00:17:03.519] してるからさそんなにやるんかみんな
[00:17:08.400] モハおそらく準は狂ったようにやるだろう
[00:17:13.039] けどそれは分かってんだ
[00:17:16.360] けどみんなやっぱモンハン好きなんだ
[00:17:26.439] なはモハ
[00:17:29.720] やるかもめちゃめちゃやるだねデトマン
[00:17:31.679] こんばんはえデトマンもやんのええ
[00:17:35.559] モンハンどしようか
[00:17:39.760] なやらないけど電気マークしてパソコンの
[00:17:43.559] あ俺はそれを感じてる俺はそれを感じてん
[00:17:47.559] だよえだ絶対やらないでしょみんなそんな
[00:17:54.880] モンハンそのために嫁に1ヶ月育てらさせ
[00:18:01.679] いいねやっぱそんくらいしねえとダメだよ
[00:18:04.960] なそんくらいガチじゃないとやっぱりいい
[00:18:09.280] ねあそだったら俺モンハン楽しみですって
[00:18:13.320] 言ってもいいわあんなんかやりもしねえで
[00:18:17.039] 防犯ベンチマークでさなんかあの代わりに
[00:18:22.320] 月あいいですねその月月で交換するのいい
[00:18:25.960] かもしれないねそね
[00:18:29.440] よ犯ベンチマークツイートして俺の
[00:18:32.320] パソコンこんなつつなんですアピールし
[00:18:34.679] てるのはどうなん
[00:18:37.520] でしょって言いながら俺もやりもしないの
[00:18:40.760] に今ベンチマークダウンロードしてんだ
[00:18:42.240] けどあ一緒だったごめん俺もそうだわよく
[00:18:46.440] 考えたやらないのに今ダウンロードしてん
[00:18:48.039] なの言って
[00:18:49.960] ん別別になんかそのなんていうの自慢とか
[00:18:54.640] じゃないんだ別になんか本当自分も知り
[00:18:57.120] たい俺のパソコンがどこまで戦えの
[00:19:00.919] か別にそんななんかねそんなつもりじゃ
[00:19:04.520] ないんだよあやっぱだめかこれあだめだね
[00:19:07.520] これいやダだこれ行けねえよあ行けねえ
[00:19:12.000] 取れねえやこれまだ取れない
[00:19:14.039] ねこの辺が開いたりしないかね全ハード
[00:19:17.480] クロスプレイできる
[00:19:20.080] から全ハードって言ったってさあれしか出
[00:19:24.240] ないでしょパソコンとプレス5だけでしょ
[00:19:32.120] わこの雑魚倒すの楽でいい
[00:19:37.480] わに出るやろあッ2でもまでもちょっとね
[00:19:42.640] まだ何ヶ月も先だよね多分
[00:19:44.799] ねあダウンロード完了したよモンスター
[00:19:48.200] ハンターワイルズベンチマークえやろうか
[00:19:50.799] なそして俺もツイートしようかな
[00:20:00.400] スペック自慢ですかスペック
[00:20:03.240] 自慢俺そんな別にいいパソコン使ってねえ
[00:20:05.880] からなそんな別にそんなパソコンの知識
[00:20:08.720] ねえし全然いいパソコン使ってない
[00:20:24.200] よいやなんやねんあびっくりしたあなんだ
[00:20:27.400] これあ何です
[00:20:33.760] かフェイズ
[00:20:36.240] ドリフト何です
[00:20:41.960] かなんか今日めっちゃ喉かくなえサム以外
[00:20:46.280] の時間の流れをおこしますなんだそれ顔が
[00:20:48.640] ドリフトするのフェイスじゃなくフェイズ
[00:20:51.960] な発動中にAボタン発動でAボタンで発動
[00:20:56.520] 時の流れを遅すんなんだだよそこえ
[00:21:04.960] 何何時の流れを遅くするどういうことどう
[00:21:09.720] いうこと大体検討はつくけどどこで使う
[00:21:12.159] ねん
[00:21:19.000] そんなうぜえな
[00:21:23.240] お前あ分かった分かった分かった分かった
[00:21:26.880] こういうやつてこれ多分遅くなるんちゃん
[00:21:29.600] これ使ったらどう
[00:21:32.600] だいや違うんかいここここのためじゃない
[00:21:36.760] んかい違ったわ
[00:21:39.760] ごめん違うんか
[00:21:45.480] いあつうことはこれであはいはいはいはい
[00:21:51.200] はいはい崩れる床が崩れる前に行けちゃ
[00:21:54.960] うってことねなるほどね
[00:21:59.720] なるほど
[00:22:07.360] セブしく
[00:22:11.320] かえちょっとモンハンベンチマークやって
[00:22:14.320] みようか
[00:22:17.960] なだて起動するだけでわかん
[00:22:21.520] のなんか自分のパソコンのさとりあえずの
[00:22:24.840] セーブが一番大事そうなんよ後で後悔する
[00:22:28.159] か
[00:22:29.200] 自分のさあのスペックとか分かってないん
[00:22:31.520] だけど俺なんかあなたの使ってる
[00:22:33.760] グラフィックカードを教えてくださいとか
[00:22:35.440] 言われても多分
[00:22:37.200] 俺ムービー見ないと見るんだムービー
[00:22:42.039] みたいこいつあ分かった
[00:22:47.760] こあはいはいはいはいはいはいスピード
[00:22:51.840] 遅くしてねこうやって
[00:22:55.080] ねあそうなんだれもん使ってるさ
[00:23:00.200] グラフィックボードとかが分かるのえ
[00:23:03.600] ちょっとやって
[00:23:04.640] みるやってみていいあごめんノシなっ
[00:23:07.520] ちゃっ
[00:23:08.880] たちょっとやってみよう
[00:23:11.960] かこんないいパソコンじゃないからね俺
[00:23:15.080] もうグラボの名前は表示されるねしょうが
[00:23:18.159] ないにラボ30なんちゃらだよ俺多分もし
[00:23:21.480] 配信だ思ったら程度だからねそうだよね
[00:23:25.360] これで配信止まったらその程度だよね
[00:23:28.799] よちょっと待って
[00:23:30.200] えっとダウンロード完了したんだけどどっ
[00:23:34.440] から起動するんですかこちトラ5年前
[00:23:36.480] ぐらいのパソコン使ってるわまたこれな
[00:23:44.480] あ起動中はい起動待ってどうやっ
[00:23:53.960] て起動
[00:23:55.960] 中どこに出てくるんだこれ
[00:23:59.600] いきなりフル画面で大音量とかやめてねな
[00:24:02.720] Steamはそれがめんどくせえんだよな
[00:24:04.480] 初めてやるゲームさいきなりさ画面
[00:24:06.960] いっぱいに表示されてさバカでけえ音量で
[00:24:09.559] 始まるじゃんでなんかそのもうフル画面だ
[00:24:12.080] からさあの画面下のあれも出ねえしみたい
[00:24:14.360] なそれがや起動中長えもうもうダメじゃ
[00:24:18.360] ない俺の
[00:24:19.919] パソコンもうダメじゃね起動中がすげえ
[00:24:23.159] 長い
[00:24:24.440] よ
[00:24:27.080] えもう全然始まる気配ないんだけど起動
[00:24:30.720] すら危い起動すら危ういじゃんこれそう
[00:24:33.840] いえばビディア今最新ドライバー来てる
[00:24:36.640] からちゃまくストリームデック持ってるん
[00:24:39.480] だからアップデートすんなよバグやべえあ
[00:24:43.080] そうなんだnvdiaあれなん
[00:24:45.679] だ待って
[00:24:48.279] あの起動もしないんだ
[00:24:51.720] けどおいおまだめだお起動もしねえや
[00:24:55.600] みんな終わった動の間に音量下げればいい
[00:24:58.000] じゃんあ
[00:24:59.919] 天才えみんな起動もしなかっ
[00:25:04.480] たダメだった俺のパソコン
[00:25:10.159] じゃ起動すらしないは
[00:25:17.520] もうおだめだなこんばんはおだめだ所だけ
[00:25:22.399] ちょっと時間かかるランディお疲れ
[00:25:25.039] モンハンベンチマークを使って今から俺の
[00:25:27.840] パソコンがが俺のパソコンがどこまで
[00:25:31.200] 耐えるのかを見たいと思いますあ来た
[00:25:34.200] ちょっと待ってこれどれをキャプチャー
[00:25:36.480] すればいいんだ待ゲームキャプチャー
[00:25:44.320] ででか来た来た来た来た来た来たよどう
[00:25:50.120] なろこれちょっと待っ
[00:25:52.240] てちょっとなんか待ってOBS来たね来
[00:25:57.080] ましたよ
[00:25:58.799] やりもしないのにこれをツイートしようと
[00:26:00.960] 思ってます俺は今来た来たどうなん
[00:26:06.399] これめちゃめちゃえこれこれも待つのこれ
[00:26:09.720] 画面下のこれもこれ
[00:26:11.919] もくそ時間かかんじゃねえかさパソコンや
[00:26:15.559] いかにいや待ってこれがあどうなんだ
[00:26:23.000] これこれは最初かなり時間かかるなんまだ
[00:26:26.840] だ出たよ最近のゲームね始めるまでに化し
[00:26:30.960] てからテスト始めるまでにバカ時間かかる
[00:26:33.760] やつねストリートファイター6や始める
[00:26:37.080] までに3時間かかる
[00:26:42.039] うるさよしじゃちょっとまだゲームやっ
[00:26:44.399] てようかなまだゲームやってていいよな
[00:26:46.039] それはお前の
[00:26:47.880] せいえこれまだちょっとゲームやってて
[00:26:50.679] いいよ
[00:26:51.720] ね雇中
[00:26:56.440] よしえちょっと待っ
[00:27:00.480] ていいよこれ結構かかるからして待ってよ
[00:27:04.880] でちょっと待っ
[00:27:06.720] てあなんかさ
[00:27:11.399] ものすごいあなんか画面映るなくなっ
[00:27:14.720] ちゃったんだけどおいなんでこれ画面写ん
[00:27:17.399] ねんだ
[00:27:19.320] よ
[00:27:22.480] おいこれ何モンハンワイルズのせいこれ
[00:27:26.640] モンハンワイルズのでの画面が映んねんだ
[00:27:31.640] けどおいえなん
[00:27:36.640] でこれなんかさあれなんじゃないなんか
[00:27:39.880] やっぱダメなんじゃ
[00:27:42.000] ないあ映ったえなんかさこのあまりにも
[00:27:47.039] 普段やらないことがてかパソコンが
[00:27:48.960] びっくりしてるんだ
[00:27:51.760] けどまさか自分が最新ゲーム機やるなんて
[00:27:55.159] 思ってないからなこのパソコンもな
[00:27:58.880] これびっくりしちゃったかお腹痛くなっ
[00:28:02.240] てると思うなもう変な人いっぱいいるや
[00:28:06.000] だいやお曲
[00:28:09.240] いい優ししてあげて
[00:28:13.240] ね見えねえ
[00:28:16.799] から全然スターフィールドの
[00:28:19.640] 悪スターフィールドはちなみに5全然でき
[00:28:22.720] なかったあいいあいいいい曲でしょこれ
[00:28:25.720] めっちゃいいんだよこの曲いいんだけど
[00:28:27.279] なんかよくわかんねこの
[00:28:39.559] いかスターフィールド前やった時にぐ全然
[00:28:44.440] できなかったのはあれはまだグラボがあの
[00:28:48.760] なんだっけ20なだったんだよグラボが
[00:28:52.600] なんか20な
[00:28:54.399] ででその後俺30なにしてるのよ
[00:29:00.799] 3いくらにしてるから多少は良くなってん
[00:29:03.880] じゃねえかなと思うんだ
[00:29:05.559] けど
[00:29:07.120] わ何これ
[00:29:13.640] 何こいつパリーできん
[00:29:17.200] のえパリーできなく
[00:29:21.559] ねダメ
[00:29:24.399] ジグパリーできねえこいつだめだ
[00:29:43.080] 全然進んでないんだ
[00:29:47.120] けどやばいやばい
[00:29:55.399] やばいおうんちゃんこんばんは
[00:29:59.559] セカンドでねもうこいななんだこいつ頼む
[00:30:05.080] 来いえ何こいつこいつパリーできないの
[00:30:14.000] これだ
[00:30:16.240] だ全然パリーでき
[00:30:21.480] んなん
[00:30:24.919] であとベンチマークマジマジであと1時間
[00:30:29.600] ぐらいかかるぞ
[00:30:35.320] これできないのかタイミングが悪いの
[00:30:40.120] かどっちどっちなんだろうな俺が下手くそ
[00:30:42.960] なのか元からできないようになってんの
[00:30:46.679] か俺が下手くそ説あるけど
[00:30:51.799] なあねなんかめどくさい時が多くなったね
[00:30:55.679] この辺ね
[00:31:02.880] しカレーし
[00:31:08.159] カレーゲームファイルの最適PCの
[00:31:10.919] パフォーマンスを最適するためシェーダー
[00:31:13.039] のコンパイルを行って
[00:31:21.559] ますどうしろっちねんこれ
[00:31:34.360] これどうやって突破すんだろう
[00:31:38.200] これ違う
[00:31:42.919] ねもうみらたもうね
[00:32:02.360] 今裏で
[00:32:05.360] あのだ集させたいからあのなんだっけ
[00:32:11.320] モンスターハンターワイルズベンチマー
[00:32:14.519] クっていうのをダウンロードしてんだよ俺
[00:32:16.760] のパソコンでもできるのかどうか見たいと
[00:32:18.600] 思ってやらないんだ
[00:32:22.880] けどうわこんなステージあったな
[00:32:33.200] なんだけどまだなんか死ぬほど時間
[00:32:43.279] かかるこの辺なんかメトリいそうだけど
[00:32:51.919] ね
[00:32:54.240] あ痛
[00:32:59.679] これなんか昔あったねこのステージあある
[00:33:02.639] ある来る来る来る
[00:33:07.080] 来る来るぞここ絶対
[00:33:09.960] いるですよねあ久しぶりにこれ見
[00:33:14.039] た
[00:33:17.200] いやこいつはもう凍らせんのが安定だ
[00:33:26.760] なガのとこで戦えないだろう
[00:33:45.279] 熱いなんか電気ついた勝手
[00:33:48.440] になんか部屋の電気なんか勝手つい
[00:33:54.679] たる
[00:33:58.000] なんか部屋の電気勝手ついた
[00:34:04.279] こ何
[00:34:10.359] こい下手くそ
[00:34:13.240] ちょっと待てなんで部屋の電気買いと
[00:34:22.760] これ下手すぎんか
[00:34:44.000] 危ねえ
[00:34:47.280] ああんなあ難しい
[00:34:54.399] な全然進まねえんだけどゲームもそうだし
[00:34:58.640] こっち
[00:35:02.119] もこ溶岩のとこで戦えつのかおかしい
[00:35:05.960] だろう
[00:35:08.599] か危ねえなこの
[00:35:14.079] 野郎危ない危ない
[00:35:23.520] 危ないいやもうなんなんだお前
[00:35:50.520] あね全然
[00:35:54.119] なんか下当たんねえよこんな
[00:36:13.079] 空飛んでくんないと空飛んでくんないと何
[00:36:16.480] もできないよよしよしよしよしよしよし
[00:36:25.760] よしよしよしよし
[00:36:46.800] オッケ新しいTwitterのアカウント
[00:36:50.200] さ作った
[00:36:52.560] やんでさ1番最初にさ
[00:36:58.240] したのがさ反応したてかなんかあの新しい
[00:37:01.440] アカウント作ったよってツイートしたんだ
[00:37:03.760] けど1番最初にあの
[00:37:07.680] やめろこのツイートしないなんかもう演技
[00:37:11.240] 悪い
[00:37:12.599] わ1番最初に俺のそのツイートに反応した
[00:37:16.000] のがさ引用リツイートされて
[00:37:18.880] さ誰だよ俺の引用ツイートいきなりしたの
[00:37:22.240] と思ったお母さん
[00:37:24.000] だあこれ言ったら俺のお母さんの
[00:37:26.640] アカウントがばれる
[00:37:28.960] まいい
[00:37:30.280] や笑笑お母さんお母さん実に乗りつい
[00:37:36.839] と別にいいだろ隠してるわけじゃねえ
[00:37:42.560] しうてもうちのお母さんおうちのお母さん
[00:37:47.119] お松オタクだからちょっと
[00:37:49.359] 恥ずかしいお松オタクなんだようちのあれ
[00:37:52.480] がお母さん恥ずかしいな笑笑お松オタでさ
[00:37:59.920] それ言ったら余計るんもういいだろ別に
[00:38:02.960] バレたええわかんない俺は詳しくなさすぎ
[00:38:07.760] てわかん
[00:38:08.680] ないなんか犬
[00:38:11.680] の犬の
[00:38:14.520] ゲーム弱すぎる
[00:38:17.800] だろなんか中国のゲームのなんか何広告
[00:38:21.000] リツイートしてた中国の犬のゲームのわけ
[00:38:24.599] わかんない
[00:38:27.560] 弱すぎる
[00:38:29.119] だろ温かく見てくれってくれおさんのゲ
[00:38:33.040] うわつよお松さんってゲームの出てん
[00:38:37.720] のやめてねでもあの今のあのここにいる人
[00:38:41.240] だけあの本当にあのいじめないでねうちの
[00:38:42.960] お母さん本当に嫌がらせとかしたらマジ
[00:38:45.440] 切れ
[00:38:47.160] かむずい
[00:38:53.200] ここ回復できねえかな
[00:38:59.440] いてえ
[00:39:01.640] な回復させてください
[00:39:06.920] よもパンパン出てこいっ
[00:39:25.359] てなんか今日めっちゃな
[00:39:29.960] くそここじゃちょっとなんか効率悪いな
[00:39:33.560] 痛い
[00:39:43.400] なあんまり俺のお母さんのアカウント見
[00:39:45.960] ないでねなんか恥ずかしいわ言ったけど
[00:39:47.960] 自分で言ったけど
[00:40:03.560] あったかい目で見てやって
[00:40:06.280] くれ最近やっとスマホにしたんだよ俺の
[00:40:12.319] お母さんやっとスマホにしたんだよスマホ
[00:40:15.119] デビューしたの
[00:40:17.920] やっとついこな待ってガラ系使ってたから
[00:40:23.359] なた
[00:40:30.680] まだにメールでメールでやり取りしたんだ
[00:40:33.560] からママからフォロもらったんだけど誰か
[00:40:36.760] わからなくて8に確認取ったよねえなんで
[00:40:40.599] それで8に確認取るんだよなんで8なら
[00:40:43.480] 分かると思っ
[00:40:49.640] た分かりそうかなうんそのだっ来たもん
[00:40:54.520] その後LINE来たもんあの
[00:40:57.440] お猫から確認のあれ来たんだけど教え
[00:40:59.520] ちゃっていいかなてっていやいいよ別に
[00:41:03.160] 全然
[00:41:08.319] ってなんでおねまでフォローするん
[00:41:11.520] だ知ってるのかね俺の
[00:41:17.079] お母さん一応勝手にえるわけにはいかない
[00:41:20.520] から笑優しいめっちゃされ
[00:41:25.400] てるおかさ
[00:41:28.000] 笑笑笑笑良かったよでもそこで裏でさ俺に
[00:41:32.079] 何の相談もなくさいやなんかあれ茶の
[00:41:34.680] お母さんらしいぜとか言われんの一番やだ
