[00:00:12.599] ひ
[00:07:42.639] あれが強いんだよな。ブーメランが強いん
[00:07:45.560] だよな。俺だけ1本だけ買うわ。
[00:07:49.199] ガネツル買います。ガネツルであと防具と
[00:07:52.919] かちょっと揃えちゃおっかな。防具とか
[00:07:54.919] 上がるようだったら。石の帽子。石の帽子
[00:07:59.520] か。あんまなんか強いけど正動の鎧い。
[00:08:04.280] いえや。なんかさ、このドラクエ2さ、
[00:08:07.720] 上がり幅低くね?上がり幅とかしか上がん
[00:08:11.000] ないんだけど。
[00:08:13.159] え、買うかこれでも買うか。
[00:08:18.479] まあいいか。買ってな。金は使わな意味
[00:08:21.240] ないねん。持ってるだけじゃ効果を発揮し
[00:08:24.000] ないねん。金ってのはな。使ってこそな。
[00:08:28.159] よし。
[00:08:30.560] えー、ちょっといらねも売ろ。えー、木の
[00:08:33.959] 帽子とかいらん。こんなもん。鎖びラも
[00:08:36.240] いらん、こんなもん。
[00:08:39.240] 福引きあざす。あ、福引き引きに行くか。
[00:08:42.519] 福引き。魔導しの2いらね。毛の売る。
[00:08:47.480] バラバラバ
[00:08:52.519] 。オ、オッケ。結構金あるな。でもまだ
[00:08:56.440] まだまだ結構金ある。よし。
[00:08:59.440] おいだら行くぜ
[00:09:08.519] か。あの下の貝のカップルがいない間に
[00:09:12.640] ちょっと配信やろうと思って
[00:09:15.160] 今のうちにでかいでかい声出せるじゃん。
[00:09:23.760] なんかうちのアパートさ、なんか急にさ、
[00:09:27.399] なんか外装の工事みたいなの始まってさ、
[00:09:29.959] なんか塗装塗り直してんだけど、家ん中
[00:09:32.600] までなんかその塗料の匂いがする。なんか
[00:09:35.200] シンナーのは解けっかもしんね、俺。
[00:09:39.560] シナーの喫煙でシナーの動前歯なくなっ
[00:09:43.880] ちまうかもしんね。貫通してくる。
[00:09:45.760] めっちゃ玄関開けてもさ、シナーのあの
[00:09:49.320] 塗料の匂いすんだよ
[00:09:53.320] 。めっちゃやったけど。え、なんかラリっ
[00:09:57.600] ちゃうかもしん。気持ちよくなってきた。
[00:10:01.600] 前ば溶けるかもしんね。
[00:10:02.800] これシンナーでいや、
[00:10:15.760] なんかめっちゃもうアパートの周り全部なんかさ、足場だらけになっててさ、何の予告もなくやりやがった。
[00:10:27.880] パラパラやっぱ曲が良すぎるな。曲が良すぎるな。遠えどっから友狼が上がる。あ、めっちゃ強いやん。これ
[00:10:45.399] MPどんくらい使うん?7やっちゃう。
[00:10:47.440] どう?
[00:10:51.720] あ、いいですよ。いいですよ。
[00:10:58.160] 今多分レベル結構順等に上がってると思う
[00:11:00.800] んだよね。苦戦する感じがない。ま、昨日
[00:11:04.279] のボスめっちゃ強かったけどな。えーっと
[00:11:09.120] 種、種使おうぜ。なんか結構持ってたはず
[00:11:11.519] なんだけど。あ、全部使ったんかな?使っ
[00:11:13.639] てたか。
[00:11:21.639] だ、キラキラがあるよ。キラキラが。
[00:11:31.880] それ。
[00:11:38.560] なんかだ、ゲーム音結構でかめだよね。ちょっと下げていい?なんかうるせえ気がすんだけど。そんなことねえかな。なんかちょっとゲ音でかく感じたんだよな。
[00:11:59.120] いいね。種がいっぱいでいいよ。もう種が大好きなんだから。
[00:12:08.000] それカダガンダンガン。
[00:12:16.560] 主きおじさん。
[00:12:19.199] たすきおじさん種きプレスキプレスや。
[00:12:40.560] 福引きやりてえな。福引きやり行こうかな。
[00:12:45.720] 食らえ。パパカパカパ。意外と遠い。や、もう敵多い。
[00:13:05.199] や、やっぱこの時間ってみんな何してんだろうな。久々だよな、こんな時間から配信するんの。
[00:13:40.199] まったり
[00:13:43.720] ま、1番それがいいやな。またあり。
[00:13:50.880] 今日俺初モード行ってさ、去年もさ、行っ
[00:13:53.880] てさ、あの日光東小の中のさ、お道の中
[00:13:59.040] 行ってさ、
[00:14:01.920] そのなんか金払ってさ、なんかご祈当して
[00:14:05.959] もらったんだけどさ、な、奥札田もらえる
[00:14:08.199] やん。寄札。ま、そこもあるんだけど、
[00:14:10.440] 去年のやつ返さなきゃいけないのに持っ
[00:14:12.240] てくの忘れちゃって、今うちに2枚あるん
[00:14:14.040] だよね。
[00:14:17.160] も1
[00:14:17.759] 年経ったらさ、返さなきゃいけないんだ。もう忘れちゃってさ。今
[00:14:23.040] 2枚あるうちにさすがにもう
[00:14:24.920] 1枚はしまったけど2
[00:14:26.279] 枚飾るのはあれだって言われたから。え、あったことがない方も
[00:14:30.320] もらえていいな。
[00:14:31.240] そうだよ。いいよ。めっちゃいいよ。もうき当めっちゃいい。えー、会ったことがない方もいるかもしれませんね。私はムーンブルク王の娘つめ。え、この国の王城プリンです。プリン姫。
[00:14:45.160] いや、待て。魔物が化けてるのかもしれん
[00:14:48.000] 。ムンブルクにあんなことが起きた後だぞ
[00:14:49.680] 。魔物が化ける?まさか確かに前お城でお
[00:14:54.000] 任かけした女王陛下に女王電荷に間違い
[00:14:57.199] ないと思うが申し訳ありません。
[00:14:59.519] ムーンブルコで穴な悲劇が起きたばかり
[00:15:01.519] 言え。今はこの道を封鎖することにしたの
[00:15:04.480] です。えー、全員の身分と詳しい目的を、
[00:15:09.079] え、確認できなければここを通すことは
[00:15:10.560] できません。あ、でしたら、あ、王家の証
[00:15:13.639] 持ってますよ、私。
[00:15:16.759] ほれ、
[00:15:22.040] 僕はサマルトリアの王子です。こっちは
[00:15:23.480] ローレシアの
[00:15:27.560] ムーンブルクの、え、大きな価値はあの
[00:15:29.759] ソードで失われしまったようです。代わり
[00:15:31.279] にこれはダめでしょうか?かつて父である
[00:15:33.720] ムーンブルをも身につけたことがあると
[00:15:35.480] いう風のマントです。
[00:15:44.839] あのムーンコモを昔はやんチしてたんです
[00:15:46.839] ね。本当ね。よく私にお手場なんて言えた
[00:15:50.440] もんだわ。
[00:15:52.759] よしよし。
[00:15:57.920] いいですね。
[00:16:00.800] あ、福引き回してくるべきだったかな。
[00:16:07.240] おお、いいね。アクセサリー言ってんの
[00:16:10.720] いいね。
[00:16:12.920] の良さって実際どうなんだろ?いるのかな
[00:16:16.040] ?
[00:16:20.240] 毒の攻撃に強くなる。毒の攻撃に強く
[00:16:23.160] なろうかな。じゃあ
[00:16:28.079] これ装備して
[00:16:30.720] はい。オッケー。
[00:16:34.000] ほいたら行きますかね。ここね。
[00:16:38.079] 村か8mウクスラ草。村か
[00:16:41.839] 8mあさ。お疲れ。な
[00:16:43.759] んで?お疲れ。なんやねん。その何そのスタンプ舐めてだろうがよ。
[00:16:51.720] ちゃまなめて。こんにちは。
[00:16:54.839] こんにちは。こんにちは。何このスタンプなめてって言ってたね。俺なんかあの使ってねえ。
[00:17:06.079] 使ってねえて言ってたけど村マが使ってんのあれだよ。俺のイベントにレイドしてきた時に多分使ってたよ。多分
[00:17:14.600] 15
[00:17:15.000] 回ぐらい多分バーって押して多分それだと思うわ。
[00:17:19.959] そうだね。笑。
[00:17:21.280] そうだよね。
[00:17:21.760] 笑笑
[00:17:22.439] 俺のイベントにレードしてきたけど。てかその程度でランクインするってどんだけ人の配信見てねえんだ。
[00:17:33.840] 俺も人のこと言えねえけど。俺も人のこと
[00:17:36.080] 言えねえけどさ。
[00:17:56.480] まらまらま
[00:17:59.440] 。も、こういう意思とかも怪しいもんな。
[00:18:01.520] もうこうなってくると。秘密の場所なん
[00:18:04.080] じゃないかって。
[00:18:08.080] うわあ、なんか強そうなった。いきなり
[00:18:11.039] いきなり強そうになってる。カブトムて
[00:18:14.480] 初めて見たんだけど。
[00:18:25.799] うーん。どうしようかな。
[00:18:29.640] いようかな。
[00:18:32.720] それ。はあ。それ
[00:18:39.520] いや、強くねえか。
[00:18:41.640] めちゃめちゃ強くない。なんかもうこれドラクエあるあるだよな。ホイ
[00:18:54.000] 次のとこ行ったらもう全然強いってなんだよ。
[00:19:00.000] ちょ死神やばめ。
[00:19:05.600] 死神えぐいな。
[00:19:08.400] 経験値うま。
[00:19:19.200] あ、絶対あれ、あれだろ。あの木絶対そう
[00:19:21.400] だろ。あれだろ。
[00:19:26.320] いやあ、もうキメラも結構強いで。
[00:19:30.919] 番のキメラうーん。こうかな。
[00:19:43.679] 風よ。良いとなれ。
[00:19:45.559] いいね。
[00:19:46.200] いいとこ見せます。
[00:19:47.880] お、いいじゃない。いいじゃない。
[00:19:49.799] 強。
[00:19:55.039] これ何?あのバギって空飛んでる敵のに
[00:19:58.200] 効くとかああんのかな?
[00:20:02.360] ポケモンみたいドラクエのなんかそういう
[00:20:04.280] の俺覚えらんねえんだよな。
[00:20:07.480] 行ったもんがち感があってなんかドラクエ
[00:20:09.320] のなんかそういうのってこめちゃん
[00:20:10.640] こんばんは。こめちゃん連続7回
[00:20:12.799] ありがとうございます。こんにちは。お
[00:20:15.440] 疲れちゃんやってますよ。やってます。
[00:20:20.240] 初詣に行ってきました。初詣に行って去年と同じわからん
[00:20:24.960] なんかあるよな。ドラクエってな。そう
[00:20:27.400] 2。うん。そう。ワクリアした2
[00:20:28.720] になったよ。このさの西に奇妙な島があって何やら変わったものを集めてる王様がいるらしいぞ。絶対あれやん。メダル王だろ。あと
[00:20:41.039] 1個宝の匂いがします。
[00:20:44.360] 弱点が分かるようになる設定があるけどね
[00:20:47.240] え。あ、そんなあるの?それはさすがに。
[00:20:49.480] でもやらない。それはさすがにやらない。
[00:20:54.559] なんか空を飛ぶ敵にはバギが効くとかさ、
[00:20:56.799] なんかあるやん。なんかあの攻撃した時に
[00:20:59.080] さ、数字の色が赤かったら多分効いてんだ
[00:21:01.480] よな。多分。え、もう1個宝なくねえか。
[00:21:07.960] そうだね。そうだね。
[00:21:13.080] いや、もう早くさ、レミラー欲しいんです
[00:21:15.080] けど。ま、いいや。どにしよう。
[00:21:24.919] ならあ、
[00:21:27.200] いや、もうこれ絶対強いで。
[00:21:37.400] 回し蹴り。回し蹴りかな。
[00:21:44.640] なさい。
[00:21:48.880] 強いって。
[00:21:54.640] いや、もう強い。もう強い。やだ。うー。ベホみ。い
[00:22:08.720] やあ。
[00:22:11.240] 目ホイミ。
[00:22:20.679] これでも経験値。あ、よしよしよし。
[00:22:22.600] 100ももらえないんだな。いや、もう
[00:22:26.840] MPの成長止まったし。早。もう
[00:22:31.080] MP
[00:22:31.440] 伸びないの?嘘でしょ?賢さも止まってるし。
[00:22:36.200] 7
[00:22:36.480] も上がった。あ、いいね。みんなレベルアップいいよ。
[00:22:43.480] あ、ベホエ来た。いいじゃない。
[00:22:46.080] パワー系だよね、これ。電茶電でしょ、これ。多分け。うわあ、これ、これ、これ、これ、これ、これだよ。これ死神がマジであかん。れ、えい。
[00:23:12.080] いた。
[00:23:14.039] いや、ち、
[00:23:16.559] しかも2回攻撃だしね。
[00:23:18.799] てる。
[00:23:19.919] 何作っての?今日の晩御飯何?やっぱり人間って面白じゃん。どこに?
[00:23:36.679] あなたを先に
[00:23:38.440] 感謝大爆発。えい。
[00:23:41.000] 感謝大爆発。
[00:23:43.600] いや、もう2
[00:23:44.000] 回攻撃やめてくよ。もう痛いから。
[00:23:50.919] なんかあのデスノートってさ、デスノートってなんか新しいのなんかネト振りかなんかでやってたんだよな。
[00:23:58.279] 見た?新しいなんかね、デスノートの
[00:24:02.200] 新しいドラマやってんのかな?終わったん
[00:24:04.600] かな?
[00:24:06.480] 配信されてなんか新しいのがやってたん
[00:24:08.679] でしょ?
[00:24:10.520] 俺デスノート結構好きだからさ、気になっ
[00:24:13.760] てるんだよな。気になってるって言い
[00:24:15.919] ながら見てねえけど。松たのお吸い物元の
[00:24:18.840] 元を使ったエリンギなんちゃら。エリンギ
[00:24:22.080] なんちゃって松たった。クソうまそう
[00:24:24.279] じゃん。もう最近炊き込みご飯がやっぱせ
[00:24:28.000] 1番うまいなっていう思い始めしました。
[00:24:31.559] 無印料品無印の無印の柏飯。ガチガチ
[00:24:38.240] うまいです。あれムーンブルが崩壊した話
[00:24:41.039] は本当か法大国がちょうど死んでらないな
[00:24:43.520] 。
[00:24:47.320] スネークソード
[00:24:48.960] なんだスネークソード。
[00:24:52.320] れは
[00:24:54.679] 松田に撃たれた時の真似うまいもんな。
[00:24:58.320] 松田の
[00:25:00.919] 誰を撃ってるでしょ。あれ
[00:25:06.159] 1番最後ね。
[00:25:08.799] 笑笑の剣より強。
[00:25:11.120] 鋼の剣より強えよ。さっき買ったばっかなのによ。ええ、どうすっかな。
[00:25:22.960] ちょっと色々売るわ。この辺いらないから少しでもちょっと金銭を少しでもこの金銭をさとがり帽子っている?
[00:25:36.760] 昔は無印に食品たいなんてなかった気がする。
[00:25:40.000] 本当だよね。
[00:25:41.159] 今だってさ、無印さ、すごない?あのバーム空ヘ、あんなにいるっていうぐらいさ、バーム空ヘのあのちょっとき、あれ分かる?バーム空ヘ切ってあるやつ壁一面に並んでない?
[00:26:01.880] に無印ある。
[00:26:02.840] もう、もう、お前、お前なめんなよお前。逆に無印しかないで。
[00:26:08.720] さんがスタバと同じでやたらキラキラしてる。
[00:26:11.760] 顔採用してんのかな?顔採用してるって噂のスタバね。スタバって顔採用してんでしょ?ブサイ工は飛んでんでしょ。え、スネークソード。これ買っちゃおうかな?買っちゃうべな。わしわし
[00:26:32.320] 57歳。えー、ラ。え、どうしよう。
[00:26:37.440] 鋼の剣もうさ。
[00:26:40.960] うん。でもやっぱあのブーメラン強いよね
[00:26:43.200] 。やっぱりね。まだちょっとブーメランで
[00:26:44.880] 頑張ろう。
[00:26:47.360] 鋼の盾。ホワイトシールド
[00:26:51.399] ガ立て欲しいな。でもな、ガ立てな。
[00:26:55.919] さ、この辺なんかねえかな。
[00:27:00.399] 全体攻撃は素晴らしい
[00:27:02.240] そう全体攻撃グループじゃなくて全体って
[00:27:05.080] のが強いんだよ。
[00:27:09.159] いや、どうしよう。これ売る。クッキーのために取っとく。いや、いらないな。いらないいらない。クッキーのために取っとかなくていい。クッキーがイバルーメランを卒業する頃にはもっと強いの売ってるんだろうからな。
[00:27:25.240] チーズとかバターのバウム空をアルミホイルんでな
[00:27:28.720] んだよそれ。何それ?絶対うめえじゃん。
[00:27:37.080] 鋼の種で買っちゃうか。これた買う。
[00:27:40.880] ください。
[00:27:43.240] でもさ、さっきせっかく俺これ鉄の盾買っ
[00:27:45.519] たばっかだと思うんだけどな。鉄の盾これ
[00:27:48.120] 買ったばっかだよな、俺。
[00:27:55.039] とんがり防子。とんがり帽子。ああ、
[00:27:57.600] 下がるな。
[00:28:00.799] インテリハットターバン。いや。うん。
[00:28:03.000] これでいっか。
[00:28:07.799] 福引きめっちゃ溜まってんな。引きに来て
[00:28:09.840] 。
[00:28:11.679] このお姉さんこの辺りは他に待ちもないし
[00:28:14.760] 。ここで体を休めていってね。
[00:28:18.679] おいおい。福引き所来たぜ。
[00:28:21.559] いやもう引く引く引く。頼おえ
[00:28:25.519] 。おえ。あれ、あれ
[00:28:30.640] 、あれいない。2等出たよ。2等出ました
[00:28:33.919] よ。
[00:28:34.320] もこらお疲れ。もこらお疲れ。来た。ええやん。ええやん。
[00:28:39.720] ゴールドカード欲しいねと
[00:28:43.240] ゴールドカード欲しいねと。
[00:28:46.480] 不味にいいよね。
[00:28:48.679] なんかこのゲームはけにいゴールドか。まあまあまあ。でもさ、
[00:28:55.440] 3
[00:28:55.640] 等でも魔法の精水もらえるってよくね?魔法の精水もらえるってよくねえ。
[00:29:01.559] 何?
[00:29:04.480] 4あ、4等もあるんだ。あ、4等もあるん
[00:29:07.600] だねえ
[00:29:11.799] 。
[00:29:16.720] そんなにいらないんだよ。え、そんなに
[00:29:20.120] いらない?
[00:29:26.919] なるほどね。
[00:29:32.600] ああ、頼む。なんかゴールドああ、出ない
[00:29:34.960] か。
[00:29:37.240] まあ、出ませんわな。まあ、出ませんわな
[00:29:39.799] 。
[00:29:43.440] えっと、じゃあ、そう。あ、でもあれなん
[00:29:45.919] だ。結局
[00:29:47.679] 結局ローズウィップもいや、強えけど。
[00:29:51.799] 強えけど。これあれだよな。多分あれ
[00:29:54.600] でしょ。あの
[00:29:57.480] あ、なはちゃんこんばんは。なちゃん
[00:29:58.559] こんばんは。やるよ。やってるよ。
[00:30:01.919] グループ攻撃やね。
[00:30:03.960] グループだよな。やっぱイブーには勝てねえよな。イブーには結構喋るのちらっと見たような。
[00:30:10.279] あ、そう。これめっちゃ喋るよ。めっちゃ喋るよ。めっちゃ喋る。
[00:30:12.440] BG
[00:30:12.799] 神マジでパカ。あ、お金がありがたい。ルルクル。やっぱドラクエ
[00:30:21.799] 2だよな。BGMってやっぱBGM
[00:30:24.559] はドラクエ2が1番。それ
[00:30:27.519] 1番言われてるから。ドラクエ2が1
[00:30:29.480] 番ってそれ1番言われてるから。
[00:30:31.720] 違う。お前に話しかけたんじゃない。
[00:30:32.880] こっちルプガナという町が北の方にあり
[00:30:35.720] ますが海峡を渡った先でして泳いで渡るの
[00:30:38.519] は難しいでしょうな。
[00:30:42.919] ここには何もないのか?
[00:30:45.640] いや、あるやん。あ、1個ってこれか。
[00:30:47.480] これか。じゃあないな。
[00:30:51.760] ルー
[00:30:54.039] 2個宝の匂がするって。
[00:30:57.760] どこ?
[00:31:03.720] え、なくね?
[00:31:06.880] いーん。こっちもあんのか?こっちも
[00:31:08.960] なんかあんのか?いや、ないな。あ、1個
[00:31:12.480] はこれ
[00:31:14.360] 命の気のみ。あ、いい。いや、木のみが
[00:31:16.039] でけえからな、これ結構
[00:31:19.039] 休憩できる時に休憩することが旅のコツ
[00:31:21.159] ですよ。若いと無茶し近ですが無茶の代償
[00:31:23.679] は大きですぞ。マジでな。本当そうだよね
[00:31:27.440] 。配信と同じです。
[00:31:37.200] このさ、
[00:31:39.559] このさ、特×1とかさ、シルバートレイ×
[00:31:43.679] 1とか何なの?×1ってどういうこと
[00:31:47.120] ?×1ってあとあとだけしか入ってない
[00:31:50.279] よってこと?え、じゃ結構簡単に当たんね
[00:31:52.440] 。それだとしたら
[00:31:53.080] 今日早いじゃん。早いよ。早いし早く
[00:31:55.519] 終わるよ。8時に終わる。今日は
[00:31:57.799] 8時ちょい前までや。
[00:31:59.039] くれる個数ちゃうん?
[00:32:00.840] くれる個数。え、でもさっきあれだよ。ローズウィップ
[00:32:04.240] 2個手に入ったよ。
[00:32:09.399] あまかま。もうわからん。行こう。もういい。もういい。もういい。もう知らない。もう知らない。
[00:32:16.919] 当たった時の、
[00:32:19.000] あ、当たった時の枯れるくれる数ってことなんか。なるほど。じゃあキメラのつ
[00:32:23.799] 2個くれてるんだ。1
[00:32:25.080] 回当たればそういうことね。あー、プリぷプ。
[00:32:38.880] この
[00:32:42.840] やっぱり強いね。
[00:32:49.120] 強い。
[00:32:51.639] 叩き込む。
[00:32:55.279] うーん。
[00:32:57.440] 良きかな?良きかな?
[00:33:00.679] 寒いな。相変らずこの部屋。
[00:33:04.960] いや、結構遠いな。
[00:33:09.720] 強いって。
[00:33:13.480] 暴れざる。
[00:33:16.919] 暴れざるって何そのモンスターいたっけ?暴れざるって初めて見たわ。
[00:33:26.120] この
[00:33:27.720] あ、3人いたんだ。暴れざる。
[00:33:31.519] えい。
[00:33:32.039] あ、マンドリルじゃないもんな。そうだよね。この形キラーエイプ型だもんな、
[00:33:36.639] 俺。いや、待って。うわ、もう強いよ。
[00:33:43.760] なんでしかもプリンの棺毒棺なの?これなんでこいつ毒の色してんの?生き返らせるけど、もう
[00:33:54.000] 1回ちょっと敵減らしてからにしよう。
[00:34:00.519] は、
[00:34:01.480] よしよし。これだったらいい。
[00:34:11.040] 頼まい。頼まよの。うい。
[00:34:16.240] 1。それ
[00:34:19.480] ちょっと1じゃきついぞ。危ね危ね。
[00:34:24.599] は
[00:34:27.560] 次までどになるの?めろ。
[00:34:31.919] え、あれなのかな?あの、こいつの地元が
[00:34:36.520] 毒に埋まってるから棺も毒になって
[00:34:38.560] るってこと?ひどくない?
[00:34:44.040] これさ、ほぼ満タをさ、ここに持ってくる
[00:34:47.040] ことってできないの?
[00:34:51.879] ああ、そ、それはさすがにできないんだ。
[00:34:54.720] それできたらめっちゃ楽なのにな。
[00:35:01.320] ワンボタンでさ、回復させとじゃ。にゃあ、もうデ強くねえ。いよ。
[00:35:17.240] くらえ。
[00:35:18.599] いいね。
[00:35:21.720] は、
[00:35:22.920] いいよ。
[00:35:28.320] や、ボマンはどっかのボタン押しでいけ。
[00:35:31.440] え、そうなの?そうなの?ほぼマン行けんの?それであ、レベル。よしよしよしよし。いいね。足並揃ってていいな。
[00:35:40.400] MP
[00:35:40.720] 伸びるな、こいつ。キアリク。キアリクって何?キアリクってしびレだっけ?え、どれだ?あ、本当だ。ほぼ満タ。
[00:35:51.400] X長押し書いてあったわ。
[00:35:56.160] ダンジョンどころかメニュー画面も
[00:35:59.280] あんまり読んでねえんだな。
[00:36:01.720] うわ、マン。うわあ。こういうこいつ見る
[00:36:05.599] とあれ思いあのローズバトラー作りたなる
[00:36:09.319] 。
[00:36:11.119] ローズバトラー作りて。こいつ見たら
[00:36:14.520] なあ、
[00:36:17.240] またテリワのテリワの知識確かこいつ使う
[00:36:21.720] よな。ローズバトラーって。
[00:36:24.319] やべえ、テリマやりてえわ。
[00:36:25.680] 引き飛んで。
[00:36:31.880] あれ?違う。あれ?ローズバトラーって違うな。あ、ごめん。なんでもない。ローズバトラー違うわ。ローズバトラー植物系とはてな系だ。あ、
[00:36:41.319] くらえ。
[00:36:42.960] 覚えてんのすごないか?覚えてんのすごない?もう俺テリワのさ、配合のレシピ多分ほぼほぼ覚えてるぜ。
[00:36:54.000] やりすぎてスにもモンスターズリメイク来たら楽しそうねえ。ねえ、でもスイッチにはさ、移植はされてんだよね。テリワンって移植はされてんだよ。あのゲームボーイのんまだけど。でもぶっちゃけねゲームボーイでいいんだよな。なんならゲームボーイ版がやりたい。
[00:37:20.319] プレステ版とかも持ってんだけど、やっぱりね、
[00:37:24.119] 3DS
[00:37:24.640] とかにも色々テリワって色々出てんだよね。
[00:37:27.560] 3DS
[00:37:28.079] にも出てるし。でもやっぱゲームボーイのあのあれがいいのよね。やっといたよ。
[00:37:47.960] 旅病人知ってますか?知りません。ここ
[00:37:50.359] ドラゴンの角と呼ばれる有名な双子の塔
[00:37:52.599] ですよ。どうにか反対側の塔に渡って
[00:37:54.560] ルプ柄に行きたいんだけどな。
[00:38:00.079] ちょ、真ん中見てくるか。
[00:38:02.040] ブギブギブグプブルプ
[00:38:09.680] 。
[00:38:11.640] あと1個宝の匂がするって。
[00:38:19.079] うわ、キャットフライヤー。懐かしい。
[00:38:26.680] どう?
[00:38:34.160] うん。まあでもそんなに苦戦はしてないか。よし。
[00:38:42.599] いた。
[00:38:44.680] 痛いんだ。魔ホラって
[00:38:46.720] くらえ。
[00:38:47.319] MP
[00:38:47.720] 吸い取られるのって言たいらしいよ。な
[00:38:51.280] 捨てて
[00:38:53.240] 何?ごめん。何?よくわかんねえな。なんだそれ?なんだ?お宝った。龍のロコ。まあいらないらないかな。
[00:39:14.359] ほう。ぎた。
[00:39:25.400] あ、やっぱ強い。ちょっとさ、もうプリンだけはなんかもうさ、ばっちり頑張れにしとこう。
[00:39:34.839] 反撃のしです。うまいことやって。やー。
[00:39:46.880] ああ、いい。楽だね、これ。えー、いや、落ちるんかいんだよ、それ。うわ、ちょ、めんどくせえな、もう。
[00:40:03.520] いや、落ちるんかい、それ?ああ、
[00:40:14.160] ほ
[00:40:15.880] 風よ。刃となれ。
[00:40:18.880] 刃となれ。俺の仲間になれ。や、それ
[00:40:31.880] どん。
[00:40:36.480] 俺の仲間になれ。うるせえ行こう。どういうこと?うるせえ行こう。うるせえ行こう。ルヒー
[00:40:53.520] フルオーケストラで取り直したんかな?これ
[00:40:57.760] どうなんだろうね。取り直したんかな?ま、取り直した。
[00:41:01.599] え、これ何?生ろ?これ
[00:41:04.599] この
[00:41:05.640] 生なんかな?
[00:41:15.000] オーケストラで思い出したけど、
[00:41:16.880] 4
[00:41:17.079] 月にさ、エヴァンゲリオンのさ、オーケストラやるんだよね。それもうちの家族さ、みんなエヴァンゲリオン大好きだからさ、家族で行くことになってチケット当たったんだよね。
[00:41:30.400] 行きなよ。うん。行くんだよ、家族で。
[00:41:32.800] おお。おお。
[00:41:36.240] エヴァの
[00:41:39.640] いいな。
[00:41:40.119] な、だからしかも絶対なんか激戦区になるからもう全員で応募してたの。東京のね、やつ全員当たってたわ、全然。
[00:41:53.319] え、もしかして俺らしかいないんじゃね?誰も応してねえんじゃね?全員当たってた。
[00:42:01.040] 4枚ずつ
[00:42:08.440] バギやー。
[00:42:12.319] よしよし。ドラクエのオーケストラ本当に行きたいんだよな。本当に行きたい。ランき
[00:42:19.079] いや、最高だね。最高だね、そんなの。
[00:42:25.520] 歌物。ああ、もうや、もうやだ。
[00:42:34.079] もうちょっとこれ判定が厳しいよ。
[00:42:37.880] ちょっと
[00:42:40.640] 歌ってみて。やだよ。
[00:42:43.280] 私に帰りなさい。
[00:42:49.280] なナな
[00:42:51.920] 。
[00:42:53.440] 魂のル死ぬ死ぬ死ぬ死ぬ死ぬ
[00:42:59.839] いやった後にやっぱい
